#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CD163	THBS1	9606.ENSP00000352071	9606.ENSP00000260356	0	0	0	0	0.177	0.107	0	0.321	0.457
CD163	TYROBP	9606.ENSP00000352071	9606.ENSP00000262629	0	0	0	0	0.512	0	0	0.316	0.652
CD163	F13A1	9606.ENSP00000352071	9606.ENSP00000264870	0	0	0	0	0.515	0.061	0	0.370	0.688
CD163	VCAN	9606.ENSP00000352071	9606.ENSP00000265077	0	0	0	0	0.186	0.107	0	0.284	0.434
CD163	FCGR2A	9606.ENSP00000352071	9606.ENSP00000271450	0	0	0	0	0.351	0.091	0	0.540	0.704
CD163	CSF1R	9606.ENSP00000352071	9606.ENSP00000286301	0	0	0	0	0.771	0.045	0	0.702	0.929
CD163	KIT	9606.ENSP00000352071	9606.ENSP00000288135	0	0	0	0	0.045	0.045	0	0.433	0.438
CD163	SLAMF8	9606.ENSP00000352071	9606.ENSP00000289707	0	0	0	0	0.402	0	0	0.139	0.463
CD163	FCER1G	9606.ENSP00000352071	9606.ENSP00000289902	0	0	0	0	0.445	0	0	0.299	0.594
CD163	CD86	9606.ENSP00000352071	9606.ENSP00000332049	0	0	0	0	0.220	0	0	0.793	0.832
CD163	PLAUR	9606.ENSP00000352071	9606.ENSP00000339328	0	0	0	0	0.112	0	0	0.403	0.447
CD163	FN1	9606.ENSP00000352071	9606.ENSP00000346839	0	0	0	0	0.104	0.276	0	0.434	0.601
CD163	LAIR1	9606.ENSP00000352071	9606.ENSP00000375622	0	0	0	0	0.228	0.132	0	0.216	0.428
CD163	HCK	9606.ENSP00000352071	9606.ENSP00000365012	0	0	0	0	0.324	0.081	0	0.171	0.440
CD163	CD9	9606.ENSP00000352071	9606.ENSP00000371958	0	0	0	0	0.086	0.113	0	0.370	0.445
CD163	MNDA	9606.ENSP00000352071	9606.ENSP00000357123	0	0	0	0	0.352	0	0	0.181	0.447
CD163	CD44	9606.ENSP00000352071	9606.ENSP00000398632	0	0	0	0	0.061	0	0	0.435	0.447
CD163	CTSS	9606.ENSP00000352071	9606.ENSP00000357981	0	0	0	0	0.212	0.052	0	0.322	0.449
CD163	SPP1	9606.ENSP00000352071	9606.ENSP00000378517	0	0	0	0	0.067	0	0	0.447	0.461
CD163	FPR1	9606.ENSP00000352071	9606.ENSP00000471493	0	0	0	0	0.379	0.091	0	0.276	0.556
CD163	CYBB	9606.ENSP00000352071	9606.ENSP00000367851	0	0	0	0	0.381	0	0	0.326	0.565
CD163	ITGA4	9606.ENSP00000352071	9606.ENSP00000380227	0	0	0	0	0.092	0.067	0	0.549	0.584
CD163	S100A9	9606.ENSP00000352071	9606.ENSP00000357727	0	0	0	0	0.232	0.093	0	0.505	0.625
CD163	MMP9	9606.ENSP00000352071	9606.ENSP00000361405	0	0	0	0	0.201	0.092	0	0.577	0.666
CD163	ITGAM	9606.ENSP00000352071	9606.ENSP00000496959	0	0	0	0	0.341	0.067	0	0.730	0.819
CD300A	LCP2	9606.ENSP00000353259	9606.ENSP00000046794	0	0	0	0	0.444	0.071	0	0.371	0.646
CD300A	CLEC4A	9606.ENSP00000353259	9606.ENSP00000229332	0	0	0	0	0.252	0	0	0.350	0.493
CD300A	TREM1	9606.ENSP00000353259	9606.ENSP00000244709	0	0	0	0	0.213	0	0.400	0.332	0.657
CD300A	CDH1	9606.ENSP00000353259	9606.ENSP00000261769	0	0	0	0	0	0	0	0.455	0.455
CD300A	TYROBP	9606.ENSP00000353259	9606.ENSP00000262629	0	0	0	0	0.486	0.048	0	0.521	0.745
CD300A	FCGR2A	9606.ENSP00000353259	9606.ENSP00000271450	0	0	0	0	0.255	0	0	0.321	0.472
CD300A	CSF1R	9606.ENSP00000353259	9606.ENSP00000286301	0	0	0	0	0.226	0	0	0.449	0.555
CD300A	FCER1G	9606.ENSP00000353259	9606.ENSP00000289902	0	0	0	0	0.349	0.045	0	0.370	0.574
CD300A	RNASE6	9606.ENSP00000353259	9606.ENSP00000302046	0	0	0	0	0.473	0	0	0	0.473
CD300A	CD86	9606.ENSP00000353259	9606.ENSP00000332049	0	0	0	0	0.317	0	0	0.255	0.469
CD300A	CYBB	9606.ENSP00000353259	9606.ENSP00000367851	0	0	0	0	0.344	0	0	0.134	0.408
CD300A	HCK	9606.ENSP00000353259	9606.ENSP00000365012	0	0	0	0	0.377	0.058	0	0.152	0.459
CD300A	MNDA	9606.ENSP00000353259	9606.ENSP00000357123	0	0	0	0	0.469	0	0	0.102	0.503
CD300A	ITGAM	9606.ENSP00000353259	9606.ENSP00000496959	0	0	0	0	0.421	0	0	0.275	0.563
CD300A	LY86	9606.ENSP00000353259	9606.ENSP00000369286	0	0	0	0	0.434	0	0	0.300	0.587
CD300A	LAIR1	9606.ENSP00000353259	9606.ENSP00000375622	0	0	0	0	0.222	0	0	0.511	0.603
CD44	LCP2	9606.ENSP00000398632	9606.ENSP00000046794	0	0	0	0	0.162	0	0	0.329	0.415
CD44	LGALS1	9606.ENSP00000398632	9606.ENSP00000215909	0	0	0	0	0.214	0.182	0	0.271	0.491
CD44	TIMP1	9606.ENSP00000398632	9606.ENSP00000218388	0	0	0	0	0.202	0	0	0.907	0.922
CD44	SERPINE1	9606.ENSP00000398632	9606.ENSP00000223095	0	0	0	0	0.111	0	0	0.660	0.684
CD44	EGR1	9606.ENSP00000398632	9606.ENSP00000239938	0	0	0	0	0.048	0	0	0.615	0.618
CD44	TWIST1	9606.ENSP00000398632	9606.ENSP00000242261	0	0	0	0	0.048	0	0.900	0.612	0.959
CD44	CDC25B	9606.ENSP00000398632	9606.ENSP00000245960	0	0	0	0	0.056	0	0	0.448	0.456
CD44	NT5E	9606.ENSP00000398632	9606.ENSP00000257770	0	0	0	0	0.149	0	0	0.889	0.901
CD44	TLR2	9606.ENSP00000398632	9606.ENSP00000260010	0	0	0	0	0.155	0	0	0.858	0.874
CD44	THBS1	9606.ENSP00000398632	9606.ENSP00000260356	0	0	0	0	0.184	0	0	0.727	0.767
CD44	CDH1	9606.ENSP00000398632	9606.ENSP00000261769	0	0	0	0	0	0	0	0.927	0.927
CD44	TYROBP	9606.ENSP00000398632	9606.ENSP00000262629	0	0	0	0	0.147	0	0	0.462	0.521
CD44	KDR	9606.ENSP00000398632	9606.ENSP00000263923	0	0	0	0	0.060	0	0	0.596	0.604
CD44	VCAN	9606.ENSP00000398632	9606.ENSP00000265077	0	0	0	0	0.083	0.464	0	0.993	0.996
CD44	FCGR2A	9606.ENSP00000398632	9606.ENSP00000271450	0	0	0	0	0.139	0	0	0.650	0.686
CD44	S100A11	9606.ENSP00000398632	9606.ENSP00000271638	0	0	0	0	0.433	0	0	0.217	0.538
CD44	FLT1	9606.ENSP00000398632	9606.ENSP00000282397	0	0	0	0	0.060	0	0	0.652	0.658
CD44	CSF1R	9606.ENSP00000398632	9606.ENSP00000286301	0	0	0	0	0.093	0	0	0.491	0.519
CD44	KIT	9606.ENSP00000398632	9606.ENSP00000288135	0	0	0	0	0.087	0	0	0.784	0.794
CD44	COL14A1	9606.ENSP00000398632	9606.ENSP00000297848	0	0	0	0	0.057	0.287	0	0.478	0.618
CD44	IRS1	9606.ENSP00000398632	9606.ENSP00000304895	0	0	0	0	0	0	0	0.479	0.479
CD44	FOS	9606.ENSP00000398632	9606.ENSP00000306245	0	0	0	0	0.061	0	0	0.636	0.643
CD44	SDC2	9606.ENSP00000398632	9606.ENSP00000307046	0	0	0	0	0	0	0	0.648	0.648
CD44	MMP14	9606.ENSP00000398632	9606.ENSP00000308208	0	0	0	0	0.126	0	0	0.912	0.919
CD44	ELF4	9606.ENSP00000398632	9606.ENSP00000311280	0	0	0	0	0.126	0	0	0.413	0.465
CD44	EZH2	9606.ENSP00000398632	9606.ENSP00000320147	0	0	0	0	0.067	0	0	0.480	0.494
CD44	CD86	9606.ENSP00000398632	9606.ENSP00000332049	0	0	0	0	0.106	0	0	0.794	0.809
CD44	PLAUR	9606.ENSP00000398632	9606.ENSP00000339328	0	0	0	0	0.210	0	0	0.640	0.703
CD44	FOXM1	9606.ENSP00000398632	9606.ENSP00000342307	0	0	0	0	0.055	0	0	0.606	0.611
CD44	FN1	9606.ENSP00000398632	9606.ENSP00000346839	0	0	0	0	0.073	0.292	0.900	0.996	0.999
CD44	PLXNB1	9606.ENSP00000398632	9606.ENSP00000351338	0	0	0	0	0	0	0	0.459	0.459
CD44	DNMT1	9606.ENSP00000398632	9606.ENSP00000352516	0	0	0	0	0.045	0	0	0.412	0.414
CD44	KIF14	9606.ENSP00000398632	9606.ENSP00000356319	0	0	0	0	0	0.292	0	0.350	0.520
CD44	MKI67	9606.ENSP00000398632	9606.ENSP00000357643	0	0	0	0	0.042	0	0	0.470	0.471
CD44	S100A9	9606.ENSP00000398632	9606.ENSP00000357727	0	0	0	0	0.139	0	0	0.490	0.543
CD44	S100A10	9606.ENSP00000398632	9606.ENSP00000357801	0	0	0	0	0.253	0	0	0.260	0.424
CD44	MLLT11	9606.ENSP00000398632	9606.ENSP00000357917	0	0	0	0	0	0.422	0	0.110	0.463
CD44	CTSS	9606.ENSP00000398632	9606.ENSP00000357981	0	0	0	0	0.139	0	0	0.374	0.438
CD44	JUN	9606.ENSP00000398632	9606.ENSP00000360266	0	0	0	0	0.061	0	0	0.592	0.600
CD44	TSPAN1	9606.ENSP00000398632	9606.ENSP00000361072	0	0	0	0	0	0	0	0.456	0.456
CD44	MMP9	9606.ENSP00000398632	9606.ENSP00000361405	0	0	0	0	0.100	0	0.500	0.995	0.998
CD44	PLAU	9606.ENSP00000398632	9606.ENSP00000361850	0	0	0	0	0.140	0	0	0.495	0.547
CD44	ID3	9606.ENSP00000398632	9606.ENSP00000363689	0	0	0	0	0	0	0	0.400	0.400
CD44	CD9	9606.ENSP00000398632	9606.ENSP00000371958	0	0	0	0	0.120	0.510	0	0.968	0.985
CD44	FOLR1	9606.ENSP00000398632	9606.ENSP00000377284	0	0	0	0	0	0	0	0.528	0.528
CD44	HMMR	9606.ENSP00000398632	9606.ENSP00000377492	0	0	0	0	0	0	0.500	0.991	0.995
CD44	SPP1	9606.ENSP00000398632	9606.ENSP00000378517	0	0	0	0	0.143	0.369	0.900	0.996	0.999
CD44	ITGA4	9606.ENSP00000398632	9606.ENSP00000380227	0	0	0	0	0.118	0.292	0	0.902	0.933
CD44	IL15RA	9606.ENSP00000398632	9606.ENSP00000380421	0	0	0	0	0.086	0	0	0.624	0.641
CD44	SLC16A1	9606.ENSP00000398632	9606.ENSP00000441065	0	0	0	0	0.049	0.292	0	0.201	0.415
CD44	EMP3	9606.ENSP00000398632	9606.ENSP00000469194	0	0	0	0	0.288	0.161	0	0.167	0.459
CD44	ENO1	9606.ENSP00000398632	9606.ENSP00000495530	0	0	0	0	0.103	0.292	0	0.270	0.495
CD44	STMN1	9606.ENSP00000398632	9606.ENSP00000410452	0	0	0	0	0.042	0	0	0.510	0.511
CD44	SERPINH1	9606.ENSP00000398632	9606.ENSP00000434412	0	0	0	0	0.044	0	0	0.513	0.514
CD44	H2AX	9606.ENSP00000398632	9606.ENSP00000434024	0	0	0	0	0	0	0	0.517	0.517
CD44	PGF	9606.ENSP00000398632	9606.ENSP00000451040	0	0	0	0	0	0	0	0.561	0.561
CD44	TGFBI	9606.ENSP00000398632	9606.ENSP00000416330	0	0	0	0	0.153	0	0	0.594	0.641
CD44	FGFR2	9606.ENSP00000398632	9606.ENSP00000410294	0	0	0	0	0.054	0.230	0	0.632	0.709
CD44	ITGAM	9606.ENSP00000398632	9606.ENSP00000496959	0	0	0	0	0.140	0	0	0.844	0.860
CD86	LCP2	9606.ENSP00000332049	9606.ENSP00000046794	0	0	0	0	0.355	0	0	0.323	0.544
CD86	TG	9606.ENSP00000332049	9606.ENSP00000220616	0	0	0	0	0.042	0	0	0.413	0.413
CD86	CLEC4A	9606.ENSP00000332049	9606.ENSP00000229332	0	0	0	0	0.359	0	0	0.368	0.578
CD86	TREM1	9606.ENSP00000332049	9606.ENSP00000244709	0	0	0.308	0	0.244	0	0	0.375	0.644
CD86	NT5E	9606.ENSP00000332049	9606.ENSP00000257770	0	0	0	0	0	0	0	0.609	0.609
CD86	TLR2	9606.ENSP00000332049	9606.ENSP00000260010	0	0	0	0	0.235	0	0	0.756	0.805
CD86	TYROBP	9606.ENSP00000332049	9606.ENSP00000262629	0	0	0	0	0.472	0	0	0.372	0.654
CD86	FCGR2A	9606.ENSP00000332049	9606.ENSP00000271450	0	0	0	0	0.222	0	0	0.739	0.788
CD86	CSF1R	9606.ENSP00000332049	9606.ENSP00000286301	0	0	0	0	0.321	0	0	0.626	0.735
CD86	KIT	9606.ENSP00000332049	9606.ENSP00000288135	0	0	0	0	0.067	0	0	0.475	0.489
CD86	FCER1G	9606.ENSP00000332049	9606.ENSP00000289902	0	0	0	0	0.372	0	0	0.395	0.604
CD86	RNASE6	9606.ENSP00000332049	9606.ENSP00000302046	0	0	0	0	0.497	0	0	0.064	0.509
CD86	IL15RA	9606.ENSP00000332049	9606.ENSP00000380421	0	0	0	0	0.074	0	0	0.393	0.413
CD86	COL5A1	9606.ENSP00000332049	9606.ENSP00000360882	0	0	0	0	0.070	0	0	0.398	0.416
CD86	JUN	9606.ENSP00000332049	9606.ENSP00000360266	0	0	0	0	0.042	0	0	0.418	0.419
CD86	ISG15	9606.ENSP00000332049	9606.ENSP00000496832	0	0	0	0	0.107	0	0	0.377	0.420
CD86	NCF4	9606.ENSP00000332049	9606.ENSP00000380334	0	0	0	0	0.352	0	0	0.142	0.420
CD86	FN1	9606.ENSP00000332049	9606.ENSP00000346839	0	0	0	0	0.056	0	0	0.432	0.441
CD86	LAIR1	9606.ENSP00000332049	9606.ENSP00000375622	0	0	0	0	0.192	0	0	0.395	0.490
CD86	ITGA4	9606.ENSP00000332049	9606.ENSP00000380227	0	0	0	0	0.160	0	0	0.448	0.516
CD86	MMP9	9606.ENSP00000332049	9606.ENSP00000361405	0	0	0	0	0.178	0	0	0.481	0.555
CD86	CTSS	9606.ENSP00000332049	9606.ENSP00000357981	0	0	0	0	0.322	0	0	0.400	0.576
CD86	HCK	9606.ENSP00000332049	9606.ENSP00000365012	0	0	0	0	0.365	0	0	0.449	0.635
CD86	MNDA	9606.ENSP00000332049	9606.ENSP00000357123	0	0	0	0	0.442	0	0	0.417	0.660
CD86	CD9	9606.ENSP00000332049	9606.ENSP00000371958	0	0	0	0	0.086	0	0	0.650	0.666
CD86	CYBB	9606.ENSP00000332049	9606.ENSP00000367851	0	0	0	0	0.512	0	0	0.348	0.668
CD86	LY86	9606.ENSP00000332049	9606.ENSP00000369286	0	0	0	0	0.784	0	0	0.206	0.821
CD86	ITGAM	9606.ENSP00000332049	9606.ENSP00000496959	0	0	0	0	0.332	0	0	0.875	0.913
CD9	SLC2A3	9606.ENSP00000371958	9606.ENSP00000075120	0	0	0	0	0.062	0	0	0.422	0.435
CD9	NT5E	9606.ENSP00000371958	9606.ENSP00000257770	0	0	0	0	0.072	0	0	0.712	0.721
CD9	CDH1	9606.ENSP00000371958	9606.ENSP00000261769	0	0	0	0	0.074	0.045	0	0.750	0.759
CD9	KIT	9606.ENSP00000371958	9606.ENSP00000288135	0	0	0	0	0.121	0.292	0	0.546	0.693
CD9	MMP14	9606.ENSP00000371958	9606.ENSP00000308208	0	0	0	0	0.119	0.292	0	0.320	0.539
CD9	FN1	9606.ENSP00000371958	9606.ENSP00000346839	0	0	0	0	0.092	0	0	0.695	0.711
CD9	TSPAN1	9606.ENSP00000371958	9606.ENSP00000361072	0	0	0	0.671	0.115	0.174	0	0.350	0.483
CD9	MMP9	9606.ENSP00000371958	9606.ENSP00000361405	0	0	0	0	0.107	0	0	0.442	0.480
CD9	HPSE	9606.ENSP00000371958	9606.ENSP00000384262	0	0	0	0	0.047	0	0	0.407	0.411
CD9	FOLR1	9606.ENSP00000371958	9606.ENSP00000377284	0	0	0	0	0.061	0	0	0.402	0.414
CD9	SPP1	9606.ENSP00000371958	9606.ENSP00000378517	0	0	0	0	0.120	0	0	0.369	0.421
CD9	ITGA4	9606.ENSP00000371958	9606.ENSP00000380227	0	0	0	0	0.086	0.046	0	0.450	0.478
CD9	ITGAM	9606.ENSP00000371958	9606.ENSP00000496959	0	0	0	0	0.100	0.046	0	0.575	0.603
CD9	SERPINH1	9606.ENSP00000371958	9606.ENSP00000434412	0	0	0	0	0.072	0.292	0	0.645	0.746
CDC25B	CENPE	9606.ENSP00000245960	9606.ENSP00000265148	0	0	0	0	0.154	0.085	0	0.306	0.416
CDC25B	KIF11	9606.ENSP00000245960	9606.ENSP00000260731	0	0	0	0	0.216	0	0	0.321	0.445
CDC25B	MAD2L1	9606.ENSP00000245960	9606.ENSP00000296509	0	0	0	0	0.145	0.075	0	0.364	0.453
CDC25B	CKS2	9606.ENSP00000245960	9606.ENSP00000364976	0	0	0	0	0.160	0.133	0	0.308	0.453
CDC25B	CDCA8	9606.ENSP00000245960	9606.ENSP00000362146	0	0	0	0	0.218	0	0	0.402	0.512
CDC25B	NEK2	9606.ENSP00000245960	9606.ENSP00000355966	0	0	0	0	0.116	0	0	0.476	0.517
CDC25B	CENPF	9606.ENSP00000245960	9606.ENSP00000355922	0	0	0	0	0.156	0	0	0.694	0.730
CDC25B	FOXM1	9606.ENSP00000245960	9606.ENSP00000342307	0	0	0	0	0.207	0.314	0.500	0.735	0.918
CDC25B	CHEK1	9606.ENSP00000245960	9606.ENSP00000391090	0	0	0	0	0.044	0.588	0.900	0.659	0.984
CDCA8	TRIP13	9606.ENSP00000362146	9606.ENSP00000166345	0	0	0	0	0.602	0.048	0	0.360	0.736
CDCA8	MCM5	9606.ENSP00000362146	9606.ENSP00000216122	0	0	0	0	0.480	0	0	0.299	0.620
CDCA8	POLE2	9606.ENSP00000362146	9606.ENSP00000216367	0	0	0	0	0.353	0	0	0.228	0.479
CDCA8	NCAPH	9606.ENSP00000362146	9606.ENSP00000240423	0	0	0	0	0.842	0	0	0.446	0.908
CDCA8	GINS2	9606.ENSP00000362146	9606.ENSP00000253462	0	0	0	0	0.510	0	0	0.368	0.677
CDCA8	KIF23	9606.ENSP00000362146	9606.ENSP00000260363	0	0	0	0	0.776	0.292	0	0.736	0.954
CDCA8	KIF11	9606.ENSP00000362146	9606.ENSP00000260731	0	0	0	0	0.872	0	0	0.734	0.964
CDCA8	NDC80	9606.ENSP00000362146	9606.ENSP00000261597	0	0	0	0	0.800	0	0	0.554	0.907
CDCA8	MCM4	9606.ENSP00000362146	9606.ENSP00000262105	0	0	0	0	0.515	0.071	0	0.375	0.694
CDCA8	MCM6	9606.ENSP00000362146	9606.ENSP00000264156	0	0	0	0	0.379	0.067	0	0.307	0.564
CDCA8	CENPE	9606.ENSP00000362146	9606.ENSP00000265148	0	0	0	0	0.834	0	0	0.747	0.956
CDCA8	SLC25A4	9606.ENSP00000362146	9606.ENSP00000281456	0	0	0	0	0.376	0.047	0	0.166	0.460
CDCA8	MAD2L1	9606.ENSP00000362146	9606.ENSP00000296509	0	0	0	0	0.754	0	0.500	0.515	0.935
CDCA8	PCLAF	9606.ENSP00000362146	9606.ENSP00000300035	0	0	0	0	0.743	0	0	0.397	0.839
CDCA8	TPX2	9606.ENSP00000362146	9606.ENSP00000300403	0	0	0	0	0.814	0	0	0.584	0.919
CDCA8	FEN1	9606.ENSP00000362146	9606.ENSP00000305480	0.055	0	0	0	0.483	0	0	0.198	0.574
CDCA8	FANCI	9606.ENSP00000362146	9606.ENSP00000310842	0	0	0	0	0.454	0	0	0.158	0.520
CDCA8	TYMS	9606.ENSP00000362146	9606.ENSP00000315644	0	0	0	0	0.584	0	0	0.258	0.679
CDCA8	EZH2	9606.ENSP00000362146	9606.ENSP00000320147	0	0	0	0	0.361	0.154	0	0.212	0.537
CDCA8	TACC3	9606.ENSP00000362146	9606.ENSP00000326550	0	0	0	0	0.857	0	0	0.354	0.904
CDCA8	CDKN3	9606.ENSP00000362146	9606.ENSP00000335357	0	0	0	0	0.687	0.046	0	0.139	0.720
CDCA8	SMC4	9606.ENSP00000362146	9606.ENSP00000341382	0	0	0	0	0.381	0.065	0	0.381	0.610
CDCA8	FOXM1	9606.ENSP00000362146	9606.ENSP00000342307	0	0	0	0	0.819	0.045	0	0.628	0.930
CDCA8	UBE2C	9606.ENSP00000362146	9606.ENSP00000348838	0	0	0	0	0.902	0.068	0	0.660	0.966
CDCA8	RRM2	9606.ENSP00000362146	9606.ENSP00000353770	0	0	0	0	0.611	0	0	0.659	0.861
CDCA8	CENPF	9606.ENSP00000362146	9606.ENSP00000355922	0	0	0	0	0.854	0	0	0.750	0.962
CDCA8	DTL	9606.ENSP00000362146	9606.ENSP00000355958	0	0	0	0	0.478	0	0	0.171	0.549
CDCA8	NEK2	9606.ENSP00000362146	9606.ENSP00000355966	0	0	0	0	0.812	0.091	0	0.460	0.900
CDCA8	KIF14	9606.ENSP00000362146	9606.ENSP00000356319	0	0	0	0	0.549	0.292	0	0.511	0.830
CDCA8	MKI67	9606.ENSP00000362146	9606.ENSP00000357643	0	0	0	0	0.825	0	0	0.578	0.923
CDCA8	TTK	9606.ENSP00000362146	9606.ENSP00000358813	0	0	0	0	0.853	0.292	0	0.522	0.946
CDCA8	CEP55	9606.ENSP00000362146	9606.ENSP00000360540	0	0	0	0	0.819	0	0	0.596	0.923
CDCA8	KIF2C	9606.ENSP00000362146	9606.ENSP00000361298	0	0	0	0	0.871	0.164	0	0.810	0.977
CDCA8	H2AX	9606.ENSP00000362146	9606.ENSP00000434024	0	0	0	0	0.250	0.156	0	0.150	0.415
CDCA8	CHEK1	9606.ENSP00000362146	9606.ENSP00000391090	0	0	0	0	0.439	0.098	0	0.320	0.626
CDCA8	CKS2	9606.ENSP00000362146	9606.ENSP00000364976	0	0	0	0	0.542	0	0	0.345	0.687
CDCA8	TK1	9606.ENSP00000362146	9606.ENSP00000468425	0.070	0	0	0	0.498	0	0	0.416	0.704
CDCA8	CENPN	9606.ENSP00000362146	9606.ENSP00000377007	0	0	0	0	0.583	0	0	0.324	0.706
CDCA8	ECT2	9606.ENSP00000362146	9606.ENSP00000376457	0	0	0	0	0.499	0.292	0	0.472	0.796
CDCA8	HMMR	9606.ENSP00000362146	9606.ENSP00000377492	0	0	0	0	0.780	0	0	0.410	0.864
CDCA8	PRC1	9606.ENSP00000362146	9606.ENSP00000377793	0	0	0	0	0.801	0.292	0	0.311	0.894
CDCA8	PBK	9606.ENSP00000362146	9606.ENSP00000428489	0	0	0	0	0.850	0.045	0	0.435	0.912
CDCA8	NUSAP1	9606.ENSP00000362146	9606.ENSP00000499238	0	0	0	0	0.825	0	0	0.723	0.949
CDH1	TIMP1	9606.ENSP00000261769	9606.ENSP00000218388	0	0	0	0	0.067	0	0	0.543	0.555
CDH1	SERPINE1	9606.ENSP00000261769	9606.ENSP00000223095	0	0	0	0	0	0	0	0.545	0.545
CDH1	TWIST1	9606.ENSP00000261769	9606.ENSP00000242261	0	0	0	0	0	0	0	0.849	0.849
CDH1	THBS1	9606.ENSP00000261769	9606.ENSP00000260356	0	0	0	0	0.063	0.066	0	0.605	0.624
CDH1	PEBP1	9606.ENSP00000261769	9606.ENSP00000261313	0	0	0	0	0.047	0	0	0.419	0.422
CDH1	TFF3	9606.ENSP00000261769	9606.ENSP00000430690	0	0	0	0	0.107	0	0	0.368	0.411
CDH1	CXADR	9606.ENSP00000261769	9606.ENSP00000284878	0	0	0	0	0.185	0.080	0	0.282	0.415
CDH1	SPINT2	9606.ENSP00000261769	9606.ENSP00000301244	0	0	0	0	0.271	0	0	0.248	0.428
CDH1	COL14A1	9606.ENSP00000261769	9606.ENSP00000297848	0	0	0	0	0	0.045	0	0.428	0.430
CDH1	PLAUR	9606.ENSP00000261769	9606.ENSP00000339328	0	0	0	0	0	0	0	0.445	0.445
CDH1	ITGAM	9606.ENSP00000261769	9606.ENSP00000496959	0	0	0	0	0	0.043	0	0.447	0.448
CDH1	FLT1	9606.ENSP00000261769	9606.ENSP00000282397	0	0	0	0	0	0.045	0	0.447	0.449
CDH1	LOXL2	9606.ENSP00000261769	9606.ENSP00000373783	0	0	0	0	0	0.066	0	0.447	0.461
CDH1	PAX8	9606.ENSP00000261769	9606.ENSP00000263334	0	0	0	0	0	0	0	0.480	0.480
CDH1	FGFR2	9606.ENSP00000261769	9606.ENSP00000410294	0	0	0	0	0.067	0.045	0	0.480	0.496
CDH1	HMMR	9606.ENSP00000261769	9606.ENSP00000377492	0	0	0	0	0.047	0.046	0	0.510	0.515
CDH1	SPP1	9606.ENSP00000261769	9606.ENSP00000378517	0	0	0	0	0.049	0	0	0.526	0.529
CDH1	CHEK1	9606.ENSP00000261769	9606.ENSP00000391090	0	0	0	0	0.044	0.294	0	0.366	0.535
CDH1	FOXM1	9606.ENSP00000261769	9606.ENSP00000342307	0	0	0	0	0.071	0	0	0.540	0.554
CDH1	TGM2	9606.ENSP00000261769	9606.ENSP00000355330	0	0	0	0	0.049	0.405	0	0.301	0.570
CDH1	PLAU	9606.ENSP00000261769	9606.ENSP00000361850	0	0	0	0	0.053	0	0	0.570	0.575
CDH1	IQGAP2	9606.ENSP00000261769	9606.ENSP00000274364	0	0	0	0	0	0.065	0.400	0.310	0.579
CDH1	KIT	9606.ENSP00000261769	9606.ENSP00000288135	0	0	0	0	0.042	0.045	0	0.580	0.582
CDH1	CDH13	9606.ENSP00000261769	9606.ENSP00000268613	0	0	0	0.806	0	0	0.540	0.131	0.583
CDH1	UBE2C	9606.ENSP00000261769	9606.ENSP00000348838	0	0	0	0	0.042	0.493	0	0.233	0.595
CDH1	MMP14	9606.ENSP00000261769	9606.ENSP00000308208	0	0	0	0	0	0.048	0	0.593	0.596
CDH1	SHC1	9606.ENSP00000261769	9606.ENSP00000401303	0	0	0	0	0	0	0	0.604	0.604
CDH1	MKI67	9606.ENSP00000261769	9606.ENSP00000357643	0	0	0	0	0	0.292	0	0.470	0.609
CDH1	FOS	9606.ENSP00000261769	9606.ENSP00000306245	0	0	0	0	0.042	0.296	0	0.479	0.618
CDH1	MAGI1	9606.ENSP00000261769	9606.ENSP00000385450	0	0	0	0	0	0.326	0	0.495	0.645
CDH1	EZH2	9606.ENSP00000261769	9606.ENSP00000320147	0	0	0	0	0	0	0	0.666	0.666
CDH1	ECT2	9606.ENSP00000261769	9606.ENSP00000376457	0	0	0	0	0.048	0.510	0	0.462	0.727
CDH1	JUN	9606.ENSP00000261769	9606.ENSP00000360266	0	0	0	0	0	0	0	0.755	0.755
CDH1	DNMT1	9606.ENSP00000261769	9606.ENSP00000352516	0	0	0	0	0	0.095	0	0.755	0.768
CDH1	KDR	9606.ENSP00000261769	9606.ENSP00000263923	0	0	0	0	0.042	0.045	0	0.779	0.780
CDH1	FN1	9606.ENSP00000261769	9606.ENSP00000346839	0	0	0	0	0	0.048	0	0.873	0.873
CDH1	MMP9	9606.ENSP00000261769	9606.ENSP00000361405	0	0	0	0	0.044	0.048	0.750	0.836	0.957
CDH13	DNMT1	9606.ENSP00000268613	9606.ENSP00000352516	0	0	0	0	0	0.046	0	0.399	0.402
CDH16	PAX8	9606.ENSP00000299752	9606.ENSP00000263334	0	0	0	0	0.291	0	0	0.506	0.635
CDKN3	TRIP13	9606.ENSP00000335357	9606.ENSP00000166345	0	0	0	0	0.520	0.071	0	0.113	0.570
CDKN3	POLE2	9606.ENSP00000335357	9606.ENSP00000216367	0	0	0	0	0.401	0.071	0	0.053	0.427
CDKN3	NCAPH	9606.ENSP00000335357	9606.ENSP00000240423	0	0	0	0	0.395	0	0	0.115	0.442
CDKN3	GINS2	9606.ENSP00000335357	9606.ENSP00000253462	0	0	0	0	0.448	0	0	0.044	0.449
