,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
1940,1940,8121596,0.0028,0.000163,6.0212838,0.67226,0.9346438,FAM26F,family with sequence similarity 26 member F
1941,1941,7934916,0.0028,0.000163,6.0207428,0.67153,0.8018721,CH25H,cholesterol 25-hydroxylase
1943,1943,7904469,0.0028,0.000164,6.0205581,0.67128,1.0778349,SRGAP2D///SRGAP2C///SRGAP2B///SRGAP2,SLIT-ROBO Rho GTPase activating protein 2D (pseudogene)///SLIT-ROBO Rho GTPase activating protein 2C///SLIT-ROBO Rho GTPase activating protein 2B///SLIT-ROBO Rho GTPase activating protein 2
1944,1944,7951966,0.0028,0.000164,6.0198519,0.67032,0.9069881,FXYD6-FXYD2///FXYD2,FXYD6-FXYD2 readthrough///FXYD domain containing ion transport regulator 2
1948,1948,7944931,0.00281,0.000165,6.0136047,0.66186,1.4581976,SLC37A2,solute carrier family 37 member 2
1949,1949,8030429,0.00283,0.000166,6.0095541,0.65636,0.7347917,BCL2L12,BCL2 like 12
1953,1953,7971461,0.00284,0.000167,6.0034914,0.64814,2.2150669,LCP1,lymphocyte cytosolic protein 1
1954,1954,8026513,0.00285,0.000167,6.0023925,0.64665,0.673525,TPM4,tropomyosin 4
1955,1955,8126839,0.00285,0.000168,6.0013278,0.6452,1.6677159,TNFRSF21,TNF receptor superfamily member 21
1956,1956,7968344,0.00285,0.000168,6.0010109,0.64477,2.4600495,ALOX5AP,arachidonate 5-lipoxygenase activating protein
1962,1962,8010770,0.00286,0.000169,5.9961903,0.63823,2.2220148,SLC16A3,solute carrier family 16 member 3
1967,1967,8106393,0.00287,0.00017,5.9918006,0.63227,1.6915181,F2R,coagulation factor II thrombin receptor
1968,1968,7985213,0.00288,0.00017,5.9880536,0.62717,2.4061846,CHRNA5,cholinergic receptor nicotinic alpha 5 subunit
1969,1969,7934026,0.00288,0.000171,5.9865328,0.62511,0.9570569,DNA2,DNA replication helicase/nuclease 2
1971,1971,7991581,0.0029,0.000172,5.9815043,0.61827,1.1080967,CHSY1,chondroitin sulfate synthase 1
1972,1972,7942569,0.0029,0.000172,5.9813234,0.61802,1.6914057,SLCO2B1,solute carrier organic anion transporter family member 2B1
1979,1979,7914184,0.00291,0.000174,5.9738261,0.60782,2.3096841,PTAFR,platelet activating factor receptor
1983,1983,8029854,0.00292,0.000174,5.9708646,0.60379,1.1365837,SLC1A5,solute carrier family 1 member 5
1984,1984,8057887,0.00292,0.000174,5.9700177,0.60264,1.4222758,STK17B,serine/threonine kinase 17b
1986,1986,7971296,0.00293,0.000175,5.9681385,0.60008,1.9378171,EPSTI1,epithelial stromal interaction 1 (breast)
1988,1988,8030470,0.00294,0.000176,5.9629028,0.59295,0.8599651,AP2A1,adaptor related protein complex 2 alpha 1 subunit
1994,1994,7984871,0.00298,0.000179,5.9509541,0.57666,1.2345195,CSK,c-src tyrosine kinase
1995,1995,8029907,0.00298,0.000179,5.950713,0.57633,2.5236612,C5AR1,complement component 5a receptor 1
1997,1997,8112980,0.00302,0.000182,5.9374295,0.55819,2.7636174,EDIL3,EGF like repeats and discoidin domains 3
1999,1999,8027398,0.00302,0.000182,5.9371341,0.55779,1.0676485,PLEKHF1,pleckstrin homology and FYVE domain containing 1
2002,2002,8137833,0.00303,0.000183,5.9344919,0.55418,0.8143494,SNX8,sorting nexin 8
2003,2003,8055426,0.00304,0.000183,5.932253,0.55112,1.7016411,MCM6,minichromosome maintenance complex component 6
2008,2008,8057620,0.00304,0.000183,5.9303388,0.5485,2.2772049,COL5A2,collagen type V alpha 2 chain
2009,2009,7978846,0.00304,0.000184,5.9294846,0.54733,2.4912254,POLE2,"DNA polymerase epsilon 2, accessory subunit"
2011,2011,7987225,0.00304,0.000184,5.9287767,0.54637,0.9948946,NOP10,NOP10 ribonucleoprotein
2012,2012,7975793,0.00304,0.000184,5.9286378,0.54618,0.9026226,BATF,basic leucine zipper ATF-like transcription factor
2017,2017,8113358,0.00306,0.000186,5.9214293,0.53632,1.9759698,ST8SIA4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
2018,2018,7926410,0.00306,0.000186,5.9201144,0.53452,2.3202519,MRC1,"mannose receptor, C type 1"
2019,2019,7926451,0.00306,0.000186,5.9201144,0.53452,2.3202519,MRC1,"mannose receptor, C type 1"
2023,2023,8020973,0.00308,0.000187,5.9141095,0.5263,1.2166104,FHOD3,formin homology 2 domain containing 3
2028,2028,8149673,0.00309,0.000189,5.9084117,0.51849,0.7206551,REEP4,receptor accessory protein 4
2031,2031,7988644,0.00312,0.000191,5.8997798,0.50666,1.4367632,ATP8B4,ATPase phospholipid transporting 8B4 (putative)
2036,2036,7921434,0.00315,0.000193,5.8915064,0.49531,3.3015286,AIM2,absent in melanoma 2
2037,2037,8026051,0.00316,0.000194,5.8884079,0.49106,1.0479455,RNASEH2A,ribonuclease H2 subunit A
2038,2038,8151032,0.00316,0.000194,5.8874719,0.48977,2.6861204,GGH,gamma-glutamyl hydrolase
2039,2039,7923426,0.00316,0.000194,5.886191,0.48801,2.3427442,UBE2T,ubiquitin conjugating enzyme E2 T
2046,2046,8055639,0.00318,0.000196,5.8793125,0.47856,1.2426448,ZEB2,zinc finger E-box binding homeobox 2
2047,2047,7948908,0.00318,0.000196,5.8787798,0.47783,0.9003074,SNHG1///SNORD26,"small nucleolar RNA host gene 1///small nucleolar RNA, C/D box 26"
2050,2050,7924096,0.00319,0.000197,5.8753537,0.47312,2.1595222,NEK2,NIMA related kinase 2
2051,2051,7961120,0.00319,0.000197,5.8747582,0.4723,2.1800391,CLEC7A,C-type lectin domain family 7 member A
2054,2054,8006433,0.00321,0.000198,5.8698605,0.46557,2.0944864,CCL2///CCL2,C-C motif chemokine ligand 2///C-C motif chemokine ligand 2
2055,2055,7937330,0.00321,0.000199,5.8690668,0.46448,1.0574316,IFITM2,interferon induced transmembrane protein 2
2056,2056,8016463,0.00321,0.000199,5.8686544,0.46391,2.3371206,HOXB6,homeobox B6
2057,2057,7974198,0.00322,0.000199,5.8670428,0.46169,1.0953875,LRR1,leucine rich repeat protein 1
2059,2059,8083272,0.00322,0.0002,5.8648611,0.45869,1.1969574,GYG1,glycogenin 1
2062,2062,8114425,0.00323,0.0002,5.8627661,0.45581,1.8111302,CDC25C,cell division cycle 25C
2065,2065,7897236,0.00324,0.000201,5.8589744,0.45059,2.0295071,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2
2068,2068,8038487,0.00324,0.000202,5.855976,0.44646,1.0032248,IL4I1///NUP62,interleukin 4 induced 1///nucleoporin 62
2072,2072,8167965,0.00327,0.000204,5.8475113,0.43479,0.757527,MSN,moesin
2076,2076,8158183,0.00328,0.000205,5.8450596,0.43141,1.2155226,DNM1,dynamin 1
2078,2078,7984743,0.00328,0.000205,5.8429085,0.42845,1.6320929,CD276,CD276 molecule
2079,2079,8061668,0.00329,0.000205,5.8423587,0.42769,2.5010756,HCK,"HCK proto-oncogene, Src family tyrosine kinase"
2084,2084,7982597,0.00332,0.000208,5.8320107,0.41341,2.4367609,THBS1,thrombospondin 1
2085,2085,7979085,0.00335,0.00021,5.8243918,0.40288,1.8295344,PYGL,"phosphorylase, glycogen, liver"
2086,2086,7971653,0.00336,0.000211,5.8230217,0.40099,1.6613942,DLEU2,deleted in lymphocytic leukemia 2 (non-protein coding)
2087,2087,7978628,0.00336,0.000211,5.8221004,0.39972,1.2176052,PPP2R3C,protein phosphatase 2 regulatory subunit B''gamma
2088,2088,8065710,0.00336,0.000211,5.8209062,0.39807,1.2687325,E2F1,E2F transcription factor 1
2090,2090,7973067,0.00338,0.000212,5.816552,0.39205,2.248657,PNP,purine nucleoside phosphorylase
2095,2095,8028119,0.0034,0.000214,5.8098726,0.38281,0.8888391,WDR62,WD repeat domain 62
2096,2096,7930498,0.0034,0.000214,5.8098394,0.38276,1.2662419,ACSL5,acyl-CoA synthetase long-chain family member 5
2099,2099,7952274,0.00342,0.000216,5.8048165,0.37581,1.2167389,NECTIN1,nectin cell adhesion molecule 1
2108,2108,8166065,0.00343,0.000217,5.7988714,0.36757,3.0063655,TLR8,toll like receptor 8
2117,2117,7968890,0.00352,0.000225,5.7741806,0.33333,1.05632,DGKZ,diacylglycerol kinase zeta
2118,2118,8180029,0.00354,0.000225,5.7715594,0.32969,1.2740424,HLA-DQB2///HLA-DQB1,"major histocompatibility complex, class II, DQ beta 2///major histocompatibility complex, class II, DQ beta 1"
2119,2119,8068898,0.00354,0.000226,5.7698498,0.32731,0.6953841,HIST1H2BK///H2BFS///HIST1H2BO///HIST1H2BD,"histone cluster 1, H2bk///H2B histone family member S///histone cluster 1, H2bo///histone cluster 1, H2bd"
2120,2120,8137874,0.00355,0.000226,5.7682528,0.32509,1.4194955,CARD11,caspase recruitment domain family member 11
2124,2124,7917532,0.00358,0.000229,5.7602006,0.3139,2.2294905,GBP2,guanylate binding protein 2
2127,2127,8145942,0.00361,0.000231,5.7531653,0.30411,0.8729859,LETM2,leucine zipper and EF-hand containing transmembrane protein 2
2132,2132,8174051,0.00361,0.000232,5.7499089,0.29958,2.3164555,BTK,Bruton tyrosine kinase
2133,2133,8034873,0.00361,0.000232,5.749471,0.29897,2.6636036,ADGRE2,adhesion G protein-coupled receptor E2
2135,2135,8141459,0.00361,0.000232,5.7489448,0.29823,2.1380844,GAL3ST4,galactose-3-O-sulfotransferase 4
2136,2136,8131944,0.00364,0.000234,5.7431282,0.29013,2.0718692,NFE2L3,"nuclear factor, erythroid 2 like 3"
2137,2137,8068410,0.00364,0.000234,5.742672,0.2895,0.6894331,MEMO1,mediator of cell motility 1
2139,2139,8089835,0.00364,0.000235,5.7408529,0.28696,0.9852232,FSTL1,follistatin like 1
2141,2141,8054344,0.00365,0.000235,5.7393071,0.28481,3.119748,RFX8,"RFX family member 8, lacking RFX DNA binding domain"
2142,2142,8094701,0.00365,0.000235,5.7376839,0.28255,0.7422114,LOC401127,WD repeat domain 5 pseudogene
2144,2144,7931187,0.00365,0.000236,5.7368432,0.28137,1.2166522,BUB3,"BUB3, mitotic checkpoint protein"
2150,2150,7936968,0.00366,0.000237,5.7335624,0.2768,3.582804,ADAM12,ADAM metallopeptidase domain 12
2151,2151,8098423,0.00368,0.000238,5.7293447,0.27092,3.140253,NEIL3,nei like DNA glycosylase 3
2152,2152,8090772,0.00369,0.000239,5.7273915,0.26819,0.9953532,TOPBP1,topoisomerase (DNA) II binding protein 1
2153,2153,7963770,0.00369,0.000239,5.726932,0.26755,1.8645777,GPR84,G protein-coupled receptor 84
2154,2154,8024282,0.0037,0.00024,5.723961,0.2634,0.804029,DAZAP1,DAZ associated protein 1
2155,2155,8138566,0.0037,0.00024,5.7235785,0.26287,2.9344821,IGF2BP3,insulin like growth factor 2 mRNA binding protein 3
2159,2159,8109344,0.00371,0.000241,5.7190501,0.25655,0.6653243,GM2A,GM2 ganglioside activator
2169,2169,7932311,0.00374,0.000244,5.7098578,0.24371,0.7787984,RSU1,Ras suppressor protein 1
2172,2172,8110224,0.00376,0.000246,5.7048138,0.23665,0.7398743,TSPAN17,tetraspanin 17
2173,2173,8116316,0.00376,0.000246,5.7046902,0.23648,0.9301151,MGAT4B,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B"
2174,2174,8178220,0.00376,0.000246,5.7045008,0.23622,1.2514261,HLA-DPB1,"major histocompatibility complex, class II, DP beta 1"
2177,2177,7928189,0.00379,0.000248,5.6976399,0.22662,1.9744223,UNC5B,unc-5 netrin receptor B
2184,2184,7990818,0.00382,0.000251,5.6880207,0.21315,2.9845295,BCL2A1,BCL2 related protein A1
2186,2186,7968126,0.00384,0.000252,5.6848303,0.20868,1.077213,LOC100996732///LOC654342///LOC645166///LSP1,uncharacterized LOC100996732///lymphocyte-specific protein 1 pseudogene///lymphocyte-specific protein 1 pseudogene///lymphocyte-specific protein 1
2190,2190,8139712,0.00385,0.000254,5.681359,0.20381,1.1075797,VOPP1,"vesicular, overexpressed in cancer, prosurvival protein 1"
2192,2192,8125483,0.00385,0.000254,5.6802091,0.2022,1.7704035,TAP2,"transporter 2, ATP binding cassette subfamily B member"
2193,2193,8092765,0.00385,0.000254,5.6798413,0.20169,0.7799668,MB21D2,Mab-21 domain containing 2
2202,2202,8114225,0.00389,0.000258,5.6685565,0.18586,0.6067007,H2AFY,H2A histone family member Y
2206,2206,7906919,0.00389,0.000259,5.6663626,0.18278,3.0268129,RGS4,regulator of G-protein signaling 4
2207,2207,8083594,0.00389,0.000259,5.6662424,0.18261,3.3395896,PTX3,pentraxin 3
2208,2208,7904969,0.00389,0.000259,5.6659382,0.18218,1.0888043,VOPP1,"vesicular, overexpressed in cancer, prosurvival protein 1"
2209,2209,8094169,0.0039,0.000259,5.6653212,0.18131,0.8551444,CPEB2,cytoplasmic polyadenylation element binding protein 2
2210,2210,7995206,0.0039,0.000259,5.6644323,0.18007,1.1064215,TGFB1I1,transforming growth factor beta 1 induced transcript 1
2211,2211,8017210,0.0039,0.00026,5.6634396,0.17867,1.0742037,LOC653653///AP1S2,adaptor related protein complex 1 sigma 2 subunit pseudogene///adaptor related protein complex 1 sigma 2 subunit
2217,2217,7976160,0.00392,0.000261,5.658145,0.17123,1.3540827,TDP1,tyrosyl-DNA phosphodiesterase 1
2218,2218,8133442,0.00392,0.000262,5.6573844,0.17017,1.4448177,LAT2,linker for activation of T-cells family member 2
2220,2220,7945663,0.00394,0.000263,5.6532594,0.16437,1.8921446,IFITM10,interferon induced transmembrane protein 10
2222,2222,8076403,0.00395,0.000264,5.6499743,0.15975,1.1740402,NAGA,alpha-N-acetylgalactosaminidase
2223,2223,7927732,0.00396,0.000265,5.648091,0.1571,0.9819635,ARID5B,AT-rich interaction domain 5B
2224,2224,8115851,0.00396,0.000265,5.6470387,0.15562,1.8042375,STC2,stanniocalcin 2
2233,2233,8108627,0.00405,0.000272,5.6284042,0.12939,1.7663165,VTRNA1-1,vault RNA 1-1
2235,2235,8175933,0.00406,0.000273,5.6259596,0.12594,0.7379672,RENBP,renin binding protein
2236,2236,8016168,0.00407,0.000274,5.6231207,0.12194,0.9972494,PLCD3,phospholipase C delta 3
2242,2242,8087833,0.00413,0.000279,5.6091733,0.10226,0.9030645,DUSP7,dual specificity phosphatase 7
2247,2247,8026300,0.00415,0.000281,5.604142,0.09515,1.6754731,ADGRE5,adhesion G protein-coupled receptor E5
2249,2249,7920271,0.00416,0.000281,5.6028248,0.09329,2.2308296,S100A4,S100 calcium binding protein A4
2250,2250,8170865,0.00416,0.000281,5.6023141,0.09257,0.7204133,TAZ,tafazzin
2252,2252,7974316,0.00416,0.000282,5.6016762,0.09167,1.7972855,FRMD6,FERM domain containing 6
2253,2253,7977786,0.00416,0.000282,5.6004732,0.08997,2.1846638,SLC7A7,solute carrier family 7 member 7
2257,2257,8017850,0.00419,0.000284,5.594642,0.08173,1.0220793,WIPI1,"WD repeat domain, phosphoinositide interacting 1"
2258,2258,8178826,0.00419,0.000285,5.5941386,0.08102,1.5110311,HLA-DQB2///HLA-DQB1,"major histocompatibility complex, class II, DQ beta 2///major histocompatibility complex, class II, DQ beta 1"
2259,2259,8180022,0.00419,0.000285,5.5941386,0.08102,1.5110311,HLA-DQB2///HLA-DQB1,"major histocompatibility complex, class II, DQ beta 2///major histocompatibility complex, class II, DQ beta 1"
2261,2261,7975799,0.0042,0.000285,5.5916936,0.07756,1.6391849,FLVCR2,feline leukemia virus subgroup C cellular receptor family member 2
2263,2263,8025766,0.00421,0.000286,5.5890911,0.07388,1.0067919,CARM1,coactivator associated arginine methyltransferase 1
2264,2264,7918622,0.00421,0.000287,5.5873074,0.07135,2.3222884,SLC16A1,solute carrier family 16 member 1
2269,2269,8115814,0.00423,0.000289,5.5833186,0.06571,1.5383049,SH3PXD2B,SH3 and PX domains 2B
2272,2272,7931810,0.00424,0.00029,5.5799753,0.06097,0.860944,KLF6,Kruppel like factor 6
2275,2275,7928147,0.00424,0.000291,5.5783029,0.05861,2.4173448,ADAMTS14,ADAM metallopeptidase with thrombospondin type 1 motif 14
2276,2276,7999120,0.00424,0.000291,5.5781728,0.05842,1.2429939,CORO7-PAM16///CORO7,CORO7-PAM16 readthrough///coronin 7
2277,2277,8145889,0.00425,0.000291,5.5772916,0.05717,0.6774767,EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1
2278,2278,7941822,0.00426,0.000292,5.5738765,0.05233,1.3095269,ANKRD13D,ankyrin repeat domain 13D
2281,2281,7904482,0.00427,0.000293,5.5717804,0.04936,0.9339876,SRGAP2C///SRGAP2B///SRGAP2,SLIT-ROBO Rho GTPase activating protein 2C///SLIT-ROBO Rho GTPase activating protein 2B///SLIT-ROBO Rho GTPase activating protein 2
2286,2286,7958913,0.00429,0.000295,5.5672483,0.04294,1.4463863,OAS2,2'-5'-oligoadenylate synthetase 2
2289,2289,7941587,0.00429,0.000295,5.5659444,0.04109,0.7021328,CNIH2,cornichon family AMPA receptor auxiliary protein 2
2293,2293,8003298,0.00429,0.000296,5.564473,0.039,2.6209536,SLC7A5,solute carrier family 7 member 5
2294,2294,8051372,0.0043,0.000297,5.563042,0.03698,0.7334118,MEMO1,mediator of cell motility 1
2296,2296,7965979,0.00431,0.000298,5.5593172,0.03169,1.656326,ALDH1L2,aldehyde dehydrogenase 1 family member L2
2297,2297,8025076,0.00433,0.000299,5.5567032,0.02798,2.5006436,VAV1,vav guanine nucleotide exchange factor 1
2299,2299,8010061,0.00433,0.000299,5.5560503,0.02705,1.9858736,SPHK1,sphingosine kinase 1
2301,2301,8144726,0.00434,0.000301,5.5527846,0.02242,1.9621695,TUSC3,tumor suppressor candidate 3
2305,2305,7919800,0.00436,0.000302,5.5489674,0.017,2.3044885,CTSS,cathepsin S
2310,2310,8157524,0.00441,0.000306,5.5387796,0.00252,1.742509,TLR4,toll like receptor 4
2317,2317,8150439,0.00444,0.00031,5.5303467,-0.00948,1.5861457,ANK1,ankyrin 1
2321,2321,8175924,0.00454,0.000317,5.5133055,-0.03375,1.0745384,NAA10,"N(alpha)-acetyltransferase 10, NatA catalytic subunit"
2322,2322,7957850,0.00454,0.000317,5.5128136,-0.03445,1.9587069,GAS2L3,growth arrest specific 2 like 3
2323,2323,7915846,0.00454,0.000318,5.5118097,-0.03588,0.8312546,MKNK1,MAP kinase interacting serine/threonine kinase 1
2326,2326,8074780,0.00454,0.000318,5.5106679,-0.03751,1.8537973,YPEL1,yippee like 1
2329,2329,8105828,0.00455,0.000319,5.5078805,-0.04148,1.9604588,CCNB1,cyclin B1
2330,2330,8030641,0.00455,0.000319,5.5077981,-0.0416,0.9153707,POLD1,"DAN polymerase delta 1, catalytic subunit"
2335,2335,8042337,0.00461,0.000324,5.4965877,-0.0576,0.7200494,ACTR2,ARP2 actin related protein 2 homolog
2346,2346,8008310,0.00463,0.000327,5.4896304,-0.06753,0.7561987,EME1,essential meiotic structure-specific endonuclease 1
2348,2348,8124406,0.00466,0.000329,5.4846655,-0.07463,0.6802439,HIST1H2BC,"histone cluster 1, H2bc"
2349,2349,8125545,0.00467,0.00033,5.4830477,-0.07694,1.7369163,HLA-DOA,"major histocompatibility complex, class II, DO alpha"
2350,2350,7899462,0.00467,0.00033,5.4820363,-0.07839,1.4549652,RCC1///SNHG3///RCC1,regulator of chromosome condensation 1///small nucleolar RNA host gene 3///regulator of chromosome condensation 1
2351,2351,8037537,0.00468,0.000331,5.4808758,-0.08005,0.9469623,ERCC2,"ERCC excision repair 2, TFIIH core complex helicase subunit"
2352,2352,7938035,0.00468,0.000331,5.4806914,-0.08031,1.2524045,TRIM22,tripartite motif containing 22
2357,2357,7978718,0.00471,0.000334,5.4736274,-0.09042,1.092204,SEC23A,"Sec23 homolog A, coat complex II component"
2360,2360,8009243,0.00472,0.000335,5.471369,-0.09365,2.1263401,MILR1///MILR1,mast cell immunoglobulin like receptor 1///mast cell immunoglobulin like receptor 1
2369,2369,8149733,0.00477,0.00034,5.4616358,-0.10759,1.1290553,TNFRSF10B,TNF receptor superfamily member 10b
2370,2370,8058091,0.00477,0.00034,5.4605441,-0.10915,1.677581,SATB2,SATB homeobox 2
2371,2371,8087935,0.00477,0.000341,5.4596017,-0.1105,1.2512155,NT5DC2,5'-nucleotidase domain containing 2
2377,2377,8006621,0.00478,0.000342,5.4570033,-0.11422,1.9217171,CCL4L1///CCL4L2///CCL4///CCL4L1,C-C motif chemokine ligand 4 like 1///C-C motif chemokine ligand 4 like 2///C-C motif chemokine ligand 4///C-C motif chemokine ligand 4 like 1
2378,2378,8019651,0.00478,0.000342,5.4570033,-0.11422,1.9217171,CCL4L1///CCL4L2///CCL4///CCL4L1,C-C motif chemokine ligand 4 like 1///C-C motif chemokine ligand 4 like 2///C-C motif chemokine ligand 4///C-C motif chemokine ligand 4 like 1
2380,2380,8153678,0.00478,0.000342,5.4563786,-0.11512,1.3650642,BOP1,block of proliferation 1
2381,2381,7932966,0.00478,0.000343,5.4550502,-0.11702,0.8474373,ITGB1,integrin subunit beta 1
2383,2383,8082100,0.00478,0.000343,5.4540562,-0.11845,0.9522823,PARP14,poly(ADP-ribose) polymerase family member 14
2391,2391,7961182,0.00481,0.000346,5.4476926,-0.12758,2.1324069,KLRC2,killer cell lectin like receptor C2
2394,2394,7996393,0.00482,0.000347,5.4458707,-0.13019,0.7474796,CBFB,core-binding factor beta subunit
2397,2397,7902527,0.00483,0.000348,5.4437549,-0.13323,1.5770529,PTGFR,prostaglandin F receptor
2399,2399,7989501,0.00485,0.00035,5.438766,-0.14039,2.4734192,CA12,carbonic anhydrase 12
2401,2401,8136940,0.00485,0.000351,5.4379574,-0.14155,0.6930451,TCAF2P1///TCAF2,TRPM8 channel associated factor 2 pseudogene 1///TRPM8 channel associated factor 2
2402,2402,8105132,0.00487,0.000352,5.4360075,-0.14435,1.0847911,LOC153684,uncharacterized LOC153684
2405,2405,7913869,0.00489,0.000354,5.4314604,-0.15088,1.9021397,STMN1,stathmin 1
2406,2406,8117382,0.00489,0.000354,5.4311,-0.1514,1.1068806,HIST1H2BD,"histone cluster 1, H2bd"
2407,2407,8163629,0.0049,0.000355,5.4294578,-0.15376,1.8044098,TNFSF8,tumor necrosis factor superfamily member 8
2410,2410,8107044,0.00491,0.000356,5.4272679,-0.15691,2.3560267,ERAP2,endoplasmic reticulum aminopeptidase 2
2412,2412,8052721,0.00494,0.000358,5.4221592,-0.16426,0.7845227,PPP3R1,"protein phosphatase 3 regulatory subunit B, alpha"
2413,2413,8045291,0.00495,0.000359,5.4205569,-0.16656,0.8563089,TUBA3D///TUBA3E///TUBA3C,tubulin alpha 3d///tubulin alpha 3e///tubulin alpha 3c
2416,2416,8167234,0.00496,0.000361,5.4173139,-0.17123,0.8876078,RBM3,"RNA binding motif (RNP1, RRM) protein 3"
2417,2417,7942717,0.00496,0.000361,5.4172287,-0.17135,0.7060889,MYO7A,myosin VIIA
2419,2419,7927405,0.00496,0.000361,5.4159778,-0.17315,1.9297216,WDFY4,WDFY family member 4
2420,2420,8033956,0.00497,0.000362,5.4149026,-0.1747,0.716165,S1PR2,sphingosine-1-phosphate receptor 2
2422,2422,8063893,0.00498,0.000363,5.4131577,-0.17721,0.8881786,ADRM1,adhesion regulating molecule 1
2428,2428,8037389,0.00501,0.000366,5.4060034,-0.18751,0.9122355,SMG9,"SMG9, nonsense mediated mRNA decay factor"
2429,2429,8073858,0.00502,0.000367,5.404697,-0.18939,2.2493807,GTSE1,G2 and S-phase expressed 1
2438,2438,7909390,0.00506,0.000371,5.3966454,-0.201,3.3894541,CR1L,complement component 3b/4b receptor 1-like
2441,2441,8077458,0.00507,0.000372,5.3942651,-0.20443,0.9543663,EDEM1,ER degradation enhancing alpha-mannosidase like protein 1
2446,2446,8033332,0.0051,0.000375,5.3879886,-0.21349,0.9002717,ADGRE4P,"adhesion G protein-coupled receptor E4, pseudogene"
2454,2454,8026821,0.00514,0.000379,5.3801116,-0.22486,0.8525181,MAP1S,microtubule associated protein 1S
2459,2459,8074261,0.00517,0.000382,5.3744823,-0.23299,1.7383719,BID,BH3 interacting domain death agonist
2464,2464,7900931,0.0052,0.000385,5.3687152,-0.24133,1.0644177,B4GALT2,"beta-1,4-galactosyltransferase 2"
2465,2465,7979281,0.0052,0.000386,5.3680046,-0.24235,1.8067595,WDHD1,WD repeat and HMG-box DNA binding protein 1
2468,2468,7956301,0.00521,0.000387,5.3661886,-0.24498,1.0695234,LRP1,LDL receptor related protein 1
2469,2469,8158269,0.00521,0.000387,5.364949,-0.24677,0.8012051,ODF2,outer dense fiber of sperm tails 2
2473,2473,8006608,0.00523,0.000389,5.3610465,-0.25242,1.8903889,CCL4L1///CCL4L2///CCL4///CCL4L1,C-C motif chemokine ligand 4 like 1///C-C motif chemokine ligand 4 like 2///C-C motif chemokine ligand 4///C-C motif chemokine ligand 4 like 1
2476,2476,7993248,0.00524,0.00039,5.3587377,-0.25576,0.6143121,RMI2,RecQ mediated genome instability 2
2477,2477,7941311,0.00525,0.000391,5.3568199,-0.25854,1.1307721,EHBP1L1///SIPA1,EH domain binding protein 1 like 1///signal-induced proliferation-associated 1
2478,2478,8010260,0.00525,0.000392,5.3562539,-0.25935,2.1406297,BIRC5,baculoviral IAP repeat containing 5
2479,2479,8099834,0.00525,0.000392,5.3560509,-0.25965,2.5021335,TLR1,toll like receptor 1
2482,2482,8056860,0.00526,0.000393,5.3543496,-0.26211,1.3496766,WIPF1,WAS/WASL interacting protein family member 1
2483,2483,7995017,0.00529,0.000396,5.3492525,-0.26949,0.6434623,STX4,syntaxin 4
2492,2492,7927936,0.00534,0.000401,5.3399468,-0.28298,1.4924382,DDX21,DEAD-box helicase 21
2505,2505,7980765,0.00538,0.000405,5.3313406,-0.29546,0.5848138,GPR68,G protein-coupled receptor 68
2507,2507,7945803,0.00539,0.000406,5.3293155,-0.2984,1.0305743,CARS,cysteinyl-tRNA synthetase
2509,2509,8090018,0.0054,0.000408,5.3271118,-0.3016,1.1383176,PARP9,poly(ADP-ribose) polymerase family member 9
2511,2511,7914648,0.00542,0.000409,5.3242414,-0.30577,0.8584479,PHC2,polyhomeotic homolog 2
2512,2512,8091260,0.00543,0.00041,5.3225342,-0.30825,0.8485983,SLC9A9,solute carrier family 9 member A9
2514,2514,8025368,0.00544,0.000411,5.3209824,-0.3105,1.3358686,SNAPC2,small nuclear RNA activating complex polypeptide 2
2516,2516,7922793,0.00545,0.000413,5.3182145,-0.31452,0.7838541,ARPC5,actin related protein 2/3 complex subunit 5
2517,2517,7909371,0.00546,0.000413,5.3167847,-0.3166,3.1080215,CR1,complement component 3b/4b receptor 1 (Knops blood group)
2520,2520,7926403,0.00548,0.000416,5.3122859,-0.32314,1.2279892,TMEM236,transmembrane protein 236
2521,2521,7926445,0.00548,0.000416,5.3122859,-0.32314,1.2279892,TMEM236,transmembrane protein 236
2524,2524,7986463,0.00551,0.000418,5.3083154,-0.32891,1.3092096,LRRK1,leucine rich repeat kinase 1
2528,2528,8174692,0.00553,0.000421,5.3039134,-0.33532,1.1043472,SEPT6,septin 6
2531,2531,8018428,0.00554,0.000422,5.3024889,-0.33739,0.5944726,GALK1,galactokinase 1
2532,2532,8124848,0.00555,0.000423,5.3003149,-0.34056,1.4326184,IER3,immediate early response 3
2533,2533,8179704,0.00555,0.000423,5.3003149,-0.34056,1.4326184,IER3,immediate early response 3
2540,2540,8178841,0.00558,0.000426,5.2941806,-0.34949,1.4465138,TAP2,"transporter 2, ATP binding cassette subfamily B member"
2541,2541,7932132,0.0056,0.000428,5.2918586,-0.35287,1.4489435,FRMD4A,FERM domain containing 4A
2546,2546,7929052,0.00566,0.000434,5.2815922,-0.36783,1.9180005,IFIT3,interferon induced protein with tetratricopeptide repeats 3
