,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
889,889,241365_at,3.54e-16,5.77e-18,-12.5300374,30.596663,-2.28226954,SATB1,SATB homeobox 1
893,893,230403_at,3.74e-16,6.12e-18,-12.5125138,30.538366,-1.79400421,RFX3,regulatory factor X3
894,894,203965_at,3.82e-16,6.25e-18,-12.5063298,30.517783,-1.09807056,USP20,ubiquitin specific peptidase 20
895,895,235010_at,3.83e-16,6.28e-18,-12.5047673,30.512581,-1.7800263,ZBED5-AS1,ZBED5 antisense RNA 1
896,896,236265_at,3.87e-16,6.35e-18,-12.5015251,30.501787,-1.47979329,SP4,Sp4 transcription factor
897,897,231319_x_at,3.92e-16,6.43e-18,-12.4973951,30.488036,-2.02797433,KIF9,kinesin family member 9
898,898,229238_at,3.96e-16,6.51e-18,-12.493972,30.476636,-2.16955516,C17orf97,chromosome 17 open reading frame 97
899,899,204437_s_at,4e-16,6.59e-18,-12.4901529,30.463916,-3.46226695,FOLR1,folate receptor 1
900,900,202761_s_at,4.01e-16,6.61e-18,-12.4894541,30.461589,-2.5099514,SYNE2,spectrin repeat containing nuclear envelope protein 2
901,901,209591_s_at,4.04e-16,6.67e-18,-12.4866018,30.452087,-3.62251323,BMP7,bone morphogenetic protein 7
902,902,230786_at,4.05e-16,6.69e-18,-12.4857503,30.449251,-1.21597714,ZCCHC8,zinc finger CCHC-type containing 8
903,903,213679_at,4.06e-16,6.72e-18,-12.4845913,30.445389,-2.38446463,TTC30A,tetratricopeptide repeat domain 30A
904,904,209059_s_at,4.06e-16,6.72e-18,-12.4843059,30.444438,-0.75402431,EDF1,endothelial differentiation related factor 1
905,905,227827_at,4.09e-16,6.78e-18,-12.481971,30.436659,-2.84490607,SORBS2,sorbin and SH3 domain containing 2
908,908,224820_at,4.1e-16,6.81e-18,-12.4802776,30.431017,-1.79218155,COX20,"COX20, cytochrome c oxidase assembly factor"
910,910,236935_at,4.11e-16,6.86e-18,-12.4784488,30.424922,-1.93848364,PTPN4,"protein tyrosine phosphatase, non-receptor type 4"
911,911,225559_at,4.14e-16,6.9e-18,-12.4763987,30.41809,-0.81133639,CCDC174,coiled-coil domain containing 174
913,913,225941_at,4.17e-16,6.96e-18,-12.4737487,30.409258,-1.91875802,EIF4E3,eukaryotic translation initiation factor 4E family member 3
914,914,224755_at,4.18e-16,6.99e-18,-12.4724695,30.404995,-1.33931698,TM9SF3,transmembrane 9 superfamily member 3
915,915,242033_at,4.19e-16,7.03e-18,-12.4711083,30.400457,-3.55798805,RNF180,ring finger protein 180
918,918,229844_at,4.29e-16,7.21e-18,-12.4634422,30.374899,-1.16219707,FOXP1,forkhead box P1
919,919,1558077_s_at,4.34e-16,7.3e-18,-12.459885,30.363037,-2.27506553,MDH1B,malate dehydrogenase 1B
921,921,238081_at,4.36e-16,7.35e-18,-12.4575259,30.35517,-2.83567145,WDFY3-AS2,WDFY3 antisense RNA 2
922,922,227847_at,4.36e-16,7.36e-18,-12.4570761,30.353669,-1.60504042,EPM2AIP1,EPM2A interacting protein 1
923,923,208741_at,4.37e-16,7.39e-18,-12.4561625,30.350622,-1.50757457,SAP18,Sin3A associated protein 18
926,926,1557174_a_at,4.42e-16,7.5e-18,-12.451566,30.33529,-2.26232044,IRAK1BP1,interleukin 1 receptor associated kinase 1 binding protein 1
928,928,225369_at,4.42e-16,7.52e-18,-12.4509283,30.333163,-1.84558545,ESAM,endothelial cell adhesion molecule
929,929,226298_at,4.43e-16,7.54e-18,-12.4501473,30.330557,-1.46289905,RUNDC1,RUN domain containing 1
930,930,212217_at,4.44e-16,7.56e-18,-12.4491816,30.327336,-1.40563123,PREPL,prolyl endopeptidase-like
931,931,230072_at,4.44e-16,7.57e-18,-12.4488219,30.326135,-1.64773686,TBC1D15,TBC1 domain family member 15
932,932,229160_at,4.44e-16,7.57e-18,-12.4487779,30.325988,-3.97785114,MUM1L1,MUM1 like 1
933,933,226455_at,4.44e-16,7.58e-18,-12.448608,30.325422,-0.87300249,CREB3L4,cAMP responsive element binding protein 3 like 4
935,935,229693_at,4.48e-16,7.67e-18,-12.4450474,30.313542,-1.76005479,TMEM220,transmembrane protein 220
937,937,231011_at,4.68e-16,8.03e-18,-12.4312676,30.267549,-1.76802179,LARP1B,La ribonucleoprotein domain family member 1B
938,938,231070_at,4.73e-16,8.13e-18,-12.4276401,30.255437,-5.38958422,IYD,iodotyrosine deiodinase
940,940,229756_at,4.8e-16,8.26e-18,-12.4229313,30.239713,-2.05393499,ID2-AS1,ID2 antisense RNA 1 (head to head)
942,942,227865_at,5.04e-16,8.69e-18,-12.4078714,30.189402,-1.34998956,IDNK,"IDNK, gluconokinase"
943,943,226326_at,5.05e-16,8.73e-18,-12.4064955,30.184805,-1.54275266,PCGF5,polycomb group ring finger 5
945,945,221619_s_at,5.07e-16,8.77e-18,-12.4048729,30.179382,-1.46502408,MTCH1,mitochondrial carrier 1
946,946,227318_at,5.14e-16,8.9e-18,-12.4004898,30.164732,-2.9369481,TMEM178B,transmembrane protein 178B
947,947,36475_at,5.17e-16,8.97e-18,-12.3983111,30.157449,-1.30955991,GCAT,glycine C-acetyltransferase
948,948,235475_at,5.18e-16,8.99e-18,-12.3977015,30.155411,-1.73674494,SERP1,stress-associated endoplasmic reticulum protein 1
950,950,212914_at,5.18e-16,9.01e-18,-12.397082,30.15334,-2.236426,CBX7,chromobox 7
955,955,226846_at,5.43e-16,9.49e-18,-12.3813669,30.100787,-1.98597759,PHYHD1,phytanoyl-CoA dioxygenase domain containing 1
957,957,236128_at,5.45e-16,9.56e-18,-12.379472,30.094449,-1.65195474,ZNF91,zinc finger protein 91
958,958,214823_at,5.47e-16,9.59e-18,-12.3783333,30.090639,-2.98933195,ZNF204P,"zinc finger protein 204, pseudogene"
959,959,228750_at,5.5e-16,9.66e-18,-12.3763656,30.084056,-3.54381623,COL14A1,collagen type XIV alpha 1 chain
960,960,226809_at,5.52e-16,9.71e-18,-12.3747454,30.078635,-2.5787218,FAR2P3///FAR2P2,fatty acyl-CoA reductase 2 pseudogene 3///fatty acyl-CoA reductase 2 pseudogene 2
961,961,224638_at,5.53e-16,9.73e-18,-12.3739594,30.076005,-1.16682571,SPPL3,signal peptide peptidase like 3
962,962,1554423_a_at,5.59e-16,9.85e-18,-12.3704192,30.064158,-1.34062725,FBXO7,F-box protein 7
963,963,219440_at,5.64e-16,9.95e-18,-12.3674423,30.054196,-2.21069798,RAI2,retinoic acid induced 2
965,965,201432_at,5.88e-16,1.04e-17,-12.354805,30.011889,-1.49729861,CAT,catalase
966,966,225822_at,5.88e-16,1.04e-17,-12.3542152,30.009914,-2.57483317,TMEM125,transmembrane protein 125
967,967,213447_at,6.14e-16,1.09e-17,-12.3413171,29.966711,-2.68264467,LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNRPN///IPW,"uncharacterized LOC101930404///small nucleolar RNA, C/D box 116-28///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 116-22///small nucleolar RNA, C/D box 116-4///Prader Willi/Angelman region RNA, SNRPN neighbor///small nucleolar RNA, C/D box 107///small nuclear ribonucleoprotein polypeptide N///imprinted in Prader-Willi syndrome (non-protein coding)"
968,968,227492_at,6.15e-16,1.09e-17,-12.3404698,29.963872,-3.92881436,OCLN,occludin
971,971,232161_x_at,6.38e-16,1.13e-17,-12.3285714,29.923998,-2.09132629,PTPN4,"protein tyrosine phosphatase, non-receptor type 4"
972,972,218773_s_at,6.38e-16,1.14e-17,-12.3281158,29.922471,-1.46923307,MSRB2,methionine sulfoxide reductase B2
973,973,213079_at,6.42e-16,1.14e-17,-12.3258603,29.91491,-0.91362213,TSR2,"TSR2, ribosome maturation factor"
974,974,204792_s_at,6.42e-16,1.15e-17,-12.3255636,29.913915,-2.15988843,IFT140,intraflagellar transport 140
975,975,226374_at,6.56e-16,1.17e-17,-12.3190717,29.892149,-3.72260561,CXADR,coxsackie virus and adenovirus receptor
976,976,219527_at,6.59e-16,1.18e-17,-12.3174505,29.886713,-2.06957433,MARC2,mitochondrial amidoxime reducing component 2
977,977,201565_s_at,6.61e-16,1.18e-17,-12.3160999,29.882183,-1.71535548,ID2,"inhibitor of DNA binding 2, HLH protein"
978,978,228108_at,6.68e-16,1.2e-17,-12.3125458,29.870263,-3.14277122,PPM1L,"protein phosphatase, Mg2+/Mn2+ dependent 1L"
979,979,221868_at,6.68e-16,1.2e-17,-12.3125291,29.870207,-2.11452282,PAIP2B,poly(A) binding protein interacting protein 2B
981,981,202993_at,6.77e-16,1.22e-17,-12.3080097,29.855047,-1.24120409,ILVBL,ilvB acetolactate synthase like
982,982,219976_at,6.88e-16,1.24e-17,-12.302908,29.837931,-2.02118946,HOOK1,hook microtubule tethering protein 1
983,983,218844_at,6.97e-16,1.25e-17,-12.2985948,29.823457,-1.68822043,ACSF2,acyl-CoA synthetase family member 2
985,985,238624_at,7.02e-16,1.27e-17,-12.2959086,29.814442,-1.65936752,LOC102724517///NLK,uncharacterized LOC102724517///nemo like kinase
987,987,210624_s_at,7.15e-16,1.29e-17,-12.28997,29.794508,-1.13096008,ILVBL,ilvB acetolactate synthase like
988,988,222869_s_at,7.17e-16,1.3e-17,-12.2886114,29.789947,-1.57484905,ELAC1,elaC ribonuclease Z 1
990,990,236236_at,7.26e-16,1.32e-17,-12.2843375,29.775598,-2.0393257,WNK3,WNK lysine deficient protein kinase 3
992,992,229317_at,7.39e-16,1.34e-17,-12.2785241,29.756075,-1.75967638,KPNA5,karyopherin subunit alpha 5
993,993,223784_at,7.39e-16,1.34e-17,-12.278198,29.75498,-2.65182914,TMEM27,transmembrane protein 27
994,994,214919_s_at,7.46e-16,1.36e-17,-12.2753103,29.745281,-0.93513329,ANKHD1-EIF4EBP3///ANKHD1///EIF4EBP3,ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1///eukaryotic translation initiation factor 4E binding protein 3
995,995,218242_s_at,7.48e-16,1.36e-17,-12.2741675,29.741442,-1.54824787,KMT5B,lysine methyltransferase 5B
997,997,212425_at,7.79e-16,1.42e-17,-12.2615932,29.699193,-2.14179412,SCAMP1,secretory carrier membrane protein 1
999,999,213629_x_at,7.91e-16,1.45e-17,-12.2564247,29.681822,-2.59463193,MT1F,metallothionein 1F
1000,1000,209459_s_at,7.96e-16,1.46e-17,-12.2541374,29.674133,-4.06261274,ABAT,4-aminobutyrate aminotransferase
1002,1002,243413_at,8.11e-16,1.49e-17,-12.2481353,29.653953,-2.42447706,TTC30B,tetratricopeptide repeat domain 30B
1003,1003,201174_s_at,8.13e-16,1.49e-17,-12.2469831,29.650079,-0.78088453,TERF2IP,TERF2 interacting protein
1004,1004,205709_s_at,8.22e-16,1.51e-17,-12.2435253,29.63845,-3.7386458,CDS1,CDP-diacylglycerol synthase 1
1007,1007,235436_at,8.35e-16,1.54e-17,-12.2380491,29.620031,-2.03641519,DDX31,DEAD-box helicase 31
1008,1008,235647_at,8.39e-16,1.55e-17,-12.2363918,29.614456,-1.27058415,AP4S1,adaptor related protein complex 4 sigma 1 subunit
1009,1009,222953_at,8.4e-16,1.55e-17,-12.2356145,29.611842,-3.06732822,GPR83,G protein-coupled receptor 83
1011,1011,201658_at,8.46e-16,1.57e-17,-12.2328227,29.602449,-1.17202528,ARL1,ADP ribosylation factor like GTPase 1
1015,1015,227536_at,8.71e-16,1.62e-17,-12.2230544,29.569577,-0.99363859,ZC3H13,zinc finger CCCH-type containing 13
1016,1016,225972_at,8.85e-16,1.65e-17,-12.2181671,29.553126,-1.66682366,TMEM64,transmembrane protein 64
1017,1017,236047_at,8.9e-16,1.66e-17,-12.2162119,29.546544,-1.40649174,XKR6,XK related 6
1019,1019,228569_at,9e-16,1.68e-17,-12.2123519,29.533548,-1.90167134,PAPOLA,poly(A) polymerase alpha
1021,1021,201067_at,9.08e-16,1.7e-17,-12.2089489,29.522088,-1.41209122,PSMC2,"proteasome 26S subunit, ATPase 2"
1024,1024,229535_at,9.32e-16,1.75e-17,-12.2006765,29.494226,-1.11778141,PTPMT1,"protein tyrosine phosphatase, mitochondrial 1"
1025,1025,201034_at,9.33e-16,1.75e-17,-12.2000059,29.491967,-1.63001466,ADD3,adducin 3
1027,1027,1558512_at,9.4e-16,1.77e-17,-12.1969793,29.48177,-1.80933056,LOC105369477,uncharacterized LOC105369477
1031,1031,217940_s_at,9.77e-16,1.85e-17,-12.1844259,29.439465,-1.12422951,NAXD,NAD(P)HX dehydratase
1034,1034,203515_s_at,9.85e-16,1.87e-17,-12.1811833,29.428535,-0.90749455,PMVK,phosphomevalonate kinase
1036,1036,230763_at,1e-15,1.91e-17,-12.1748888,29.407312,-2.17936494,SPATA17,spermatogenesis associated 17
1037,1037,205109_s_at,1.01e-15,1.92e-17,-12.1732981,29.401948,-1.99084559,LOC101930241///ARHGEF4,rho guanine nucleotide exchange factor 4-like///Rho guanine nucleotide exchange factor 4
1043,1043,225727_at,1.06e-15,2.02e-17,-12.1574884,29.348617,-3.63173252,PLEKHH1,"pleckstrin homology, MyTH4 and FERM domain containing H1"
1044,1044,220391_at,1.06e-15,2.02e-17,-12.1574848,29.348605,-1.47464394,ZBTB3,zinc finger and BTB domain containing 3
1045,1045,225978_at,1.07e-15,2.04e-17,-12.1545258,29.33862,-1.73862598,RIMKLB,ribosomal modification protein rimK like family member B
1047,1047,227848_at,1.09e-15,2.1e-17,-12.1468017,29.31255,-3.38899494,PEBP4,phosphatidylethanolamine binding protein 4
1048,1048,226863_at,1.1e-15,2.1e-17,-12.1457399,29.308966,-3.53012282,FAM110C,family with sequence similarity 110 member C
1049,1049,1560587_s_at,1.11e-15,2.13e-17,-12.1417089,29.295356,-1.32015635,PRDX5,peroxiredoxin 5
1050,1050,219411_at,1.11e-15,2.14e-17,-12.1411494,29.293468,-2.00222009,ELMO3,engulfment and cell motility 3
1052,1052,203639_s_at,1.12e-15,2.15e-17,-12.1391617,29.286756,-2.94888239,FGFR2,fibroblast growth factor receptor 2
1053,1053,227255_at,1.13e-15,2.18e-17,-12.1353506,29.273886,-1.75744302,PDIK1L,PDLIM1 interacting kinase 1 like
1056,1056,230776_at,1.16e-15,2.24e-17,-12.1271276,29.246111,-2.67987022,RNF157-AS1,RNF157 antisense RNA 1
1057,1057,238447_at,1.16e-15,2.25e-17,-12.1263628,29.243527,-1.69698068,RBMS3,RNA binding motif single stranded interacting protein 3
1058,1058,240806_at,1.16e-15,2.26e-17,-12.1250709,29.239163,-1.61459458,RPL15,ribosomal protein L15
1059,1059,225729_at,1.17e-15,2.27e-17,-12.1239194,29.235272,-1.3792575,C6orf89,chromosome 6 open reading frame 89
1060,1060,226874_at,1.18e-15,2.29e-17,-12.1201338,29.222481,-1.51364572,KLHL8,kelch like family member 8
1061,1061,205316_at,1.19e-15,2.31e-17,-12.1179237,29.215013,-2.68544843,SLC15A2,solute carrier family 15 member 2
1062,1062,204964_s_at,1.2e-15,2.33e-17,-12.116068,29.208741,-2.17268851,SSPN,sarcospan
1064,1064,49452_at,1.21e-15,2.36e-17,-12.1121492,29.195496,-2.64870271,ACACB,acetyl-CoA carboxylase beta
1065,1065,204442_x_at,1.21e-15,2.37e-17,-12.1108901,29.19124,-1.8193478,LTBP4,latent transforming growth factor beta binding protein 4
1066,1066,228656_at,1.22e-15,2.37e-17,-12.1100602,29.188434,-3.23120753,PROX1,prospero homeobox 1
1067,1067,1552789_at,1.22e-15,2.39e-17,-12.1083996,29.18282,-2.18072162,SEC62,"SEC62 homolog, preprotein translocation factor"
1068,1068,230974_at,1.23e-15,2.4e-17,-12.1068051,29.17743,-1.31619437,DDX19B,DEAD-box helicase 19B
1069,1069,209155_s_at,1.25e-15,2.44e-17,-12.1016134,29.159876,-1.23628534,NT5C2,"5'-nucleotidase, cytosolic II"
1071,1071,203672_x_at,1.25e-15,2.45e-17,-12.1008177,29.157185,-1.54266775,TPMT,thiopurine S-methyltransferase
1072,1072,226811_at,1.25e-15,2.46e-17,-12.0999872,29.154376,-3.27605756,FAM46C,family with sequence similarity 46 member C
1074,1074,214091_s_at,1.27e-15,2.5e-17,-12.0951879,29.138145,-3.3146181,GPX3,glutathione peroxidase 3
1075,1075,212408_at,1.27e-15,2.5e-17,-12.0945526,29.135996,-0.91625604,TOR1AIP1,torsin 1A interacting protein 1
1076,1076,222275_at,1.28e-15,2.52e-17,-12.092539,29.129185,-1.41930534,MRPS30,mitochondrial ribosomal protein S30
1077,1077,1553986_at,1.29e-15,2.54e-17,-12.0901669,29.12116,-3.88393856,RASEF,RAS and EF-hand domain containing
1079,1079,43427_at,1.3e-15,2.56e-17,-12.0876023,29.112484,-2.28260571,ACACB,acetyl-CoA carboxylase beta
1084,1084,205721_at,1.34e-15,2.66e-17,-12.0768902,29.076233,-2.02956271,GFRA2,GDNF family receptor alpha 2
1085,1085,229145_at,1.34e-15,2.66e-17,-12.0762991,29.074232,-1.93582908,ANAPC16,anaphase promoting complex subunit 16
1087,1087,227983_at,1.35e-15,2.68e-17,-12.0742838,29.067411,-1.11875072,RILPL2,Rab interacting lysosomal protein like 2
1089,1089,226907_at,1.41e-15,2.81e-17,-12.0609424,29.022237,-4.11623443,PPP1R14C,protein phosphatase 1 regulatory inhibitor subunit 14C
1090,1090,211979_at,1.44e-15,2.87e-17,-12.0544792,29.000344,-1.23585022,GPR107,G protein-coupled receptor 107
1091,1091,206689_x_at,1.48e-15,2.95e-17,-12.0460397,28.97175,-0.97613622,KAT5,lysine acetyltransferase 5
1092,1092,214769_at,1.48e-15,2.96e-17,-12.0456066,28.970282,-2.24432237,CLCN4,chloride voltage-gated channel 4
1094,1094,221723_s_at,1.53e-15,3.07e-17,-12.0346089,28.933005,-1.82730515,SLC4A5,solute carrier family 4 member 5
1095,1095,225274_at,1.53e-15,3.07e-17,-12.0345141,28.932684,-1.61487251,PCYOX1,prenylcysteine oxidase 1
1097,1097,222994_at,1.57e-15,3.16e-17,-12.0264456,28.905325,-1.1136872,PRDX5,peroxiredoxin 5
1098,1098,202709_at,1.57e-15,3.16e-17,-12.0259048,28.903491,-2.33857513,FMOD,fibromodulin
1099,1099,236200_at,1.58e-15,3.18e-17,-12.0244345,28.898505,-1.30646208,FAF1,Fas associated factor 1
1101,1101,227614_at,1.6e-15,3.22e-17,-12.0205848,28.885447,-2.34959632,HKDC1,hexokinase domain containing 1
1104,1104,213224_s_at,1.63e-15,3.3e-17,-12.0129268,28.859467,-1.56083039,BBIP1,BBSome interacting protein 1
1106,1106,227826_s_at,1.64e-15,3.31e-17,-12.0122067,28.857024,-2.5711589,SORBS2,sorbin and SH3 domain containing 2
1108,1108,41512_at,1.67e-15,3.38e-17,-12.0061208,28.836371,-1.29132029,BRAP,BRCA1 associated protein
1113,1113,227873_at,1.72e-15,3.51e-17,-11.9950203,28.798689,-1.18674207,TXNDC15,thioredoxin domain containing 15
1115,1115,228955_at,1.73e-15,3.52e-17,-11.9942024,28.795912,-3.4561779,LRP8,LDL receptor related protein 8
1116,1116,228546_at,1.73e-15,3.53e-17,-11.9935256,28.793614,-4.19271207,DPP6,dipeptidyl peptidase like 6
1117,1117,1555123_at,1.75e-15,3.57e-17,-11.9902428,28.782466,-3.16172997,ST6GAL2,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2"
1118,1118,203994_s_at,1.75e-15,3.58e-17,-11.9891733,28.778834,-1.0545485,C21orf2,chromosome 21 open reading frame 2
1119,1119,242137_at,1.77e-15,3.62e-17,-11.9858968,28.767706,-2.29147605,RBMS3,RNA binding motif single stranded interacting protein 3
1120,1120,228905_at,1.79e-15,3.66e-17,-11.9825645,28.756387,-2.08959264,PCM1,pericentriolar material 1
1121,1121,238423_at,1.8e-15,3.69e-17,-11.9803374,28.748821,-1.64532061,SYTL3,synaptotagmin like 3
1122,1122,203498_at,1.82e-15,3.73e-17,-11.9770697,28.737719,-1.94338629,RCAN2,regulator of calcineurin 2
1124,1124,219961_s_at,1.85e-15,3.81e-17,-11.9712024,28.717781,-1.54426894,KIZ,kizuna centrosomal protein
1125,1125,218518_at,1.85e-15,3.81e-17,-11.9708263,28.716503,-1.04089278,FAM13B,family with sequence similarity 13 member B
1128,1128,215945_s_at,1.85e-15,3.82e-17,-11.9701392,28.714168,-2.77146915,TRIM2,tripartite motif containing 2
1129,1129,213285_at,1.86e-15,3.85e-17,-11.9679469,28.706717,-4.42649991,TMEM30B,transmembrane protein 30B
1133,1133,241689_at,1.94e-15,4.02e-17,-11.9555258,28.66449,-1.66145345,METTL14,methyltransferase like 14
1135,1135,1570542_a_at,1.95e-15,4.04e-17,-11.953687,28.658236,-1.1280932,PMPCB,"peptidase, mitochondrial processing beta subunit"
1137,1137,226198_at,1.96e-15,4.08e-17,-11.9508456,28.648573,-1.70959984,TOM1L2,target of myb1 like 2 membrane trafficking protein
1138,1138,204773_at,1.97e-15,4.1e-17,-11.9498053,28.645035,-1.85139062,IL11RA,interleukin 11 receptor subunit alpha
1139,1139,216333_x_at,1.97e-15,4.11e-17,-11.948658,28.641133,-1.99078634,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene)
1140,1140,229170_s_at,1.98e-15,4.13e-17,-11.9475137,28.637241,-2.49651177,CFAP70,cilia and flagella associated protein 70
1142,1142,214252_s_at,2.01e-15,4.21e-17,-11.9422124,28.619206,-2.09658718,CLN5,"ceroid-lipofuscinosis, neuronal 5"
1143,1143,224165_s_at,2.02e-15,4.22e-17,-11.9409017,28.614747,-1.77667102,IQCH,IQ motif containing H
1146,1146,209907_s_at,2.08e-15,4.37e-17,-11.9311101,28.581426,-1.47972982,ITSN2,intersectin 2
1147,1147,217862_at,2.1e-15,4.41e-17,-11.9286068,28.572906,-1.58323271,PIAS1,protein inhibitor of activated STAT 1
1150,1150,209667_at,2.22e-15,4.68e-17,-11.9107476,28.512093,-1.50577671,CES2,carboxylesterase 2
1151,1151,213050_at,2.23e-15,4.69e-17,-11.9102552,28.510416,-3.14834316,COBL,cordon-bleu WH2 repeat protein
1152,1152,238798_at,2.24e-15,4.72e-17,-11.9084238,28.504178,-1.31532637,TAPT1,transmembrane anterior posterior transformation 1
1153,1153,226259_at,2.25e-15,4.75e-17,-11.9068653,28.498868,-1.73073032,EXOC6,exocyst complex component 6
1154,1154,212604_at,2.26e-15,4.77e-17,-11.905553,28.494397,-1.58465458,MRPS31,mitochondrial ribosomal protein S31
1155,1155,205612_at,2.26e-15,4.79e-17,-11.904237,28.489914,-3.99867855,MMRN1,multimerin 1
1157,1157,1555865_at,2.3e-15,4.86e-17,-11.8997974,28.474786,-1.8338053,TOLLIP-AS1,TOLLIP antisense RNA 1 (head to head)
1158,1158,208022_s_at,2.31e-15,4.89e-17,-11.8979569,28.468514,-1.91748017,CDC14B,cell division cycle 14B
1162,1162,202136_at,2.46e-15,5.23e-17,-11.8785045,28.402198,-1.34715312,ZMYND11,zinc finger MYND-type containing 11
1164,1164,1554582_a_at,2.48e-15,5.28e-17,-11.875973,28.393564,-1.14919353,ETFBKMT,electron transfer flavoprotein beta subunit lysine methyltransferase
1165,1165,209745_at,2.49e-15,5.31e-17,-11.8743156,28.387911,-1.19880036,COQ7,"coenzyme Q7, hydroxylase"
1166,1166,230578_at,2.54e-15,5.42e-17,-11.8678348,28.365803,-2.05531996,ZNF471,zinc finger protein 471
1167,1167,239319_at,2.54e-15,5.43e-17,-11.8677574,28.365539,-1.86309329,LINC00992,long intergenic non-protein coding RNA 992
1169,1169,244779_at,2.59e-15,5.55e-17,-11.8612541,28.343348,-2.27879866,ZDHHC2,zinc finger DHHC-type containing 2
1170,1170,1559571_a_at,2.67e-15,5.71e-17,-11.8527711,28.314395,-2.5979075,ATP13A4,ATPase 13A4
1172,1172,203026_at,2.78e-15,5.95e-17,-11.8406564,28.273029,-0.95202263,ZBTB5,zinc finger and BTB domain containing 5
1175,1175,202350_s_at,2.84e-15,6.12e-17,-11.8326874,28.245809,-4.548769,LOC100506558///MATN2,uncharacterized LOC100506558///matrilin 2
1176,1176,230780_at,2.84e-15,6.12e-17,-11.8325384,28.2453,-1.31247414,LINC00886,long intergenic non-protein coding RNA 886
1178,1178,226886_at,2.85e-15,6.15e-17,-11.8310309,28.240149,-1.65121223,GFPT1,glutamine--fructose-6-phosphate transaminase 1
1179,1179,227803_at,2.85e-15,6.15e-17,-11.8309902,28.24001,-4.77382776,ENPP5,ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)
1182,1182,1552711_a_at,2.96e-15,6.41e-17,-11.8190025,28.199045,-1.76476099,CYB5D1,cytochrome b5 domain containing 1
1183,1183,204042_at,2.96e-15,6.42e-17,-11.8187696,28.198249,-2.18732676,WASF3,WAS protein family member 3
1184,1184,242789_at,3e-15,6.49e-17,-11.8154148,28.186781,-2.12588891,PDE1A,phosphodiesterase 1A
1185,1185,204519_s_at,3.01e-15,6.52e-17,-11.8141614,28.182496,-2.49276854,PLLP,plasmolipin
1186,1186,230243_at,3.08e-15,6.69e-17,-11.806777,28.157248,-1.51196387,TRMT10A,tRNA methyltransferase 10A
1187,1187,236038_at,3.09e-15,6.71e-17,-11.8059978,28.154583,-2.57542578,RNF150,ring finger protein 150
1188,1188,239300_at,3.11e-15,6.77e-17,-11.8032208,28.145086,-1.68343948,PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3
1190,1190,213838_at,3.16e-15,6.88e-17,-11.7985467,28.129099,-1.1254473,NOL7,nucleolar protein 7
1193,1193,237054_at,3.25e-15,7.1e-17,-11.7894912,28.098118,-3.40091129,ENPP5,ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)
1194,1194,223582_at,3.27e-15,7.15e-17,-11.7871342,28.090052,-2.08112269,ADGRV1,adhesion G protein-coupled receptor V1
1196,1196,226010_at,3.39e-15,7.42e-17,-11.7766266,28.054086,-2.25356448,SLC25A23,solute carrier family 25 member 23
1198,1198,221452_s_at,3.41e-15,7.47e-17,-11.7744682,28.046697,-1.3897769,TMEM14B,transmembrane protein 14B
1199,1199,238746_at,3.41e-15,7.48e-17,-11.7742666,28.046007,-1.32172617,PXMP4,peroxisomal membrane protein 4
1200,1200,231043_at,3.41e-15,7.49e-17,-11.7737291,28.044166,-1.38322428,CFAP221,cilia and flagella associated protein 221
1201,1201,225179_at,3.44e-15,7.57e-17,-11.770873,28.034387,-0.95563532,UBE2K,ubiquitin conjugating enzyme E2 K
1202,1202,232251_at,3.45e-15,7.58e-17,-11.7701493,28.031909,-2.15051325,NUDT16P1,nudix hydrolase 16 pseudogene 1
1205,1205,218204_s_at,3.5e-15,7.72e-17,-11.7650135,28.01432,-1.41603746,FYCO1,FYVE and coiled-coil domain containing 1
1208,1208,1553030_a_at,3.62e-15,8e-17,-11.754786,27.979285,-1.12063199,SUOX,sulfite oxidase
1209,1209,213188_s_at,3.62e-15,8.02e-17,-11.7540307,27.976697,-1.50667737,MINA,MYC induced nuclear antigen
1211,1211,243634_at,3.64e-15,8.06e-17,-11.7524106,27.971146,-2.00905562,SMIM14,small integral membrane protein 14
1214,1214,226230_at,3.73e-15,8.3e-17,-11.7439574,27.942175,-1.06853397,PPP4R3B,protein phosphatase 4 regulatory subunit 3B
1215,1215,234317_s_at,3.73e-15,8.3e-17,-11.7438608,27.941844,-2.19025263,STOX2,storkhead box 2
1217,1217,201219_at,3.76e-15,8.38e-17,-11.7412381,27.932854,-1.16095157,CTBP2,C-terminal binding protein 2
1219,1219,205617_at,3.79e-15,8.45e-17,-11.7387035,27.924165,-1.0524063,PRRG2,proline rich and Gla domain 2
