,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
1020,1020,7982024,0.000518,1.59e-05,-8.0514777,3.15803,-3.5607794,SNORD115-24///SNORD115-44///SNORD115-43///SNORD115-42///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-38///SNORD115-36///SNORD115-34///SNORD115-31///SNORD115-30///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-21///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-16///SNORD115-15///SNORD115-14///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-10///SNORD115-9///SNORD115-8///SNORD115-7///SNORD115-6///SNORD115-5///SNORD115-4///SNORD115-3///SNORD115-1///SNRPN,"small nucleolar RNA, C/D box 115-24///small nucleolar RNA, C/D box 115-44///small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-42///small nucleolar RNA, C/D box 115-41///small nucleolar RNA, C/D box 115-40///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-38///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-34///small nucleolar RNA, C/D box 115-31///small nucleolar RNA, C/D box 115-30///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-25///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-21///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-19///small nucleolar RNA, C/D box 115-18///small nucleolar RNA, C/D box 115-17///small nucleolar RNA, C/D box 115-16///small nucleolar RNA, C/D box 115-15///small nucleolar RNA, C/D box 115-14///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-10///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-8///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 115-6///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-4///small nucleolar RNA, C/D box 115-3///small nucleolar RNA, C/D box 115-1///small nuclear ribonucleoprotein polypeptide N"
1021,1021,7982030,0.000518,1.59e-05,-8.0514777,3.15803,-3.5607794,SNORD115-24///SNORD115-44///SNORD115-43///SNORD115-42///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-38///SNORD115-36///SNORD115-34///SNORD115-31///SNORD115-30///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-21///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-16///SNORD115-15///SNORD115-14///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-10///SNORD115-9///SNORD115-8///SNORD115-7///SNORD115-6///SNORD115-5///SNORD115-4///SNORD115-3///SNORD115-1///SNRPN,"small nucleolar RNA, C/D box 115-24///small nucleolar RNA, C/D box 115-44///small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-42///small nucleolar RNA, C/D box 115-41///small nucleolar RNA, C/D box 115-40///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-38///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-34///small nucleolar RNA, C/D box 115-31///small nucleolar RNA, C/D box 115-30///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-25///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-21///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-19///small nucleolar RNA, C/D box 115-18///small nucleolar RNA, C/D box 115-17///small nucleolar RNA, C/D box 115-16///small nucleolar RNA, C/D box 115-15///small nucleolar RNA, C/D box 115-14///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-10///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-8///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 115-6///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-4///small nucleolar RNA, C/D box 115-3///small nucleolar RNA, C/D box 115-1///small nuclear ribonucleoprotein polypeptide N"
1022,1022,8014871,0.000518,1.59e-05,-8.0505537,3.15701,-1.5688901,PGAP3,post-GPI attachment to proteins 3
1024,1024,8043504,0.000521,1.61e-05,-8.0422486,3.14783,-2.9217205,MAL,"mal, T-cell differentiation protein"
1025,1025,8117207,0.000521,1.61e-05,-8.0416868,3.14721,-2.3266025,ALDH5A1,aldehyde dehydrogenase 5 family member A1
1026,1026,7901804,0.000526,1.63e-05,-8.0315565,3.13601,-2.9476435,PATJ,"PATJ, crumbs cell polarity complex component"
1027,1027,7930861,0.000527,1.63e-05,-8.0295485,3.13378,-2.3983973,CASC2,cancer susceptibility candidate 2 (non-protein coding)
1028,1028,7982050,0.000531,1.64e-05,-8.0214125,3.12478,-3.520747,SNORD115-24///SNORD115-44///SNORD115-43///SNORD115-42///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-38///SNORD115-36///SNORD115-34///SNORD115-31///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-21///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-16///SNORD115-15///SNORD115-14///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-10///SNORD115-9///SNORD115-8///SNORD115-7///SNORD115-6///SNORD115-5///SNORD115-4///SNORD115-3///SNORD115-1///SNRPN,"small nucleolar RNA, C/D box 115-24///small nucleolar RNA, C/D box 115-44///small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-42///small nucleolar RNA, C/D box 115-41///small nucleolar RNA, C/D box 115-40///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-38///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-34///small nucleolar RNA, C/D box 115-31///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-25///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-21///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-19///small nucleolar RNA, C/D box 115-18///small nucleolar RNA, C/D box 115-17///small nucleolar RNA, C/D box 115-16///small nucleolar RNA, C/D box 115-15///small nucleolar RNA, C/D box 115-14///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-10///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-8///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 115-6///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-4///small nucleolar RNA, C/D box 115-3///small nucleolar RNA, C/D box 115-1///small nuclear ribonucleoprotein polypeptide N"
1030,1030,8029693,0.000538,1.67e-05,-8.0057487,3.10741,-3.6856974,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit"
1031,1031,8007420,0.000538,1.67e-05,-8.0055164,3.10716,-1.4340923,AOC3,"amine oxidase, copper containing 3"
1032,1032,7940451,0.000539,1.67e-05,-8.0029011,3.10425,-0.8560226,TKFC,triokinase and FMN cyclase
1033,1033,8133300,0.000542,1.68e-05,-7.9970344,3.09774,-1.0700696,PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P2///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1,"PMS1 homolog 2, mismatch repair system component pseudogene 9///PMS1 homolog 2, mismatch repair system component pseudogene 7///PMS1 homolog 2, mismatch repair system component pseudogene 6///DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene///PMS1 homolog 2, mismatch repair system component pseudogene///PMS1 homolog 2, mismatch repair system component///PMS1 homolog 2, mismatch repair system component pseudogene 3///PMS1 homolog 2, mismatch repair system component pseudogene 5///PMS1 homolog 2, mismatch repair system component pseudogene 2///PMS1 homolog 2, mismatch repair system component pseudogene 1///PMS1 homolog 2, mismatch repair system component pseudogene 6///PMS1 homolog 2, mismatch repair system component pseudogene 3///PMS1 homolog 2, mismatch repair system component pseudogene 2///PMS1 homolog 2, mismatch repair system component pseudogene 1"
1038,1038,8013157,0.000545,1.7e-05,-7.9860655,3.08556,-1.6691815,TOM1L2,target of myb1 like 2 membrane trafficking protein
1039,1039,8133670,0.000546,1.71e-05,-7.9833716,3.08256,-1.4358096,POR,cytochrome p450 oxidoreductase
1040,1040,8156770,0.000547,1.71e-05,-7.9816129,3.08061,-2.1636276,GALNT12,polypeptide N-acetylgalactosaminyltransferase 12
1041,1041,8105084,0.000549,1.72e-05,-7.9777061,3.07626,-4.654322,C7,complement component 7
1042,1042,7959070,0.00055,1.72e-05,-7.9748454,3.07308,-2.2596948,PEBP1,phosphatidylethanolamine binding protein 1
1044,1044,7981427,0.000551,1.73e-05,-7.970928,3.06872,-2.8676865,CKB,creatine kinase B
1045,1045,7991695,0.000552,1.74e-05,-7.9687707,3.06632,-1.1457966,GOLGA8R///GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8B///GOLGA8EP///GOLGA8G///GOLGA8A,"golgin A8 family member R///golgin A8 family member D, pseudogene///golgin A8 family member F///golgin A8 family member C, pseudogene///golgin A8 family member O///golgin A8 family member M///golgin A8 family member K///golgin A8 family member J///golgin A8 family member S///golgin A8 family member N///golgin A8 family member B///golgin A8 family member E, pseudogene///golgin A8 family member G///golgin A8 family member A"
1047,1047,8113512,0.000553,1.74e-05,-7.9653775,3.06254,-3.1463297,EPB41L4A,erythrocyte membrane protein band 4.1 like 4A
1050,1050,7969179,0.000555,1.76e-05,-7.9577512,3.05404,-1.006836,RNASEH2B,ribonuclease H2 subunit B
1051,1051,8058627,0.000557,1.76e-05,-7.9539207,3.04977,-2.9347997,ERBB4,erb-b2 receptor tyrosine kinase 4
1053,1053,8098060,0.000563,1.78e-05,-7.942188,3.03668,-2.1689292,RXFP1,relaxin/insulin like family peptide receptor 1
1054,1054,7986642,0.000563,1.79e-05,-7.9413871,3.03579,-1.1659668,GOLGA8R///GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8B///GOLGA8EP///GOLGA8G///GOLGA8A,"golgin A8 family member R///golgin A8 family member D, pseudogene///golgin A8 family member F///golgin A8 family member C, pseudogene///golgin A8 family member O///golgin A8 family member M///golgin A8 family member K///golgin A8 family member J///golgin A8 family member S///golgin A8 family member N///golgin A8 family member B///golgin A8 family member E, pseudogene///golgin A8 family member G///golgin A8 family member A"
1057,1057,8061305,0.000565,1.8e-05,-7.9346021,3.02821,-1.306371,KIZ,kizuna centrosomal protein
1059,1059,8031650,0.000576,1.84e-05,-7.9144746,3.00571,-2.1969662,ZNF471,zinc finger protein 471
1063,1063,7956271,0.000582,1.86e-05,-7.9019225,2.99165,-4.3005506,HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
1064,1064,8090872,0.000582,1.86e-05,-7.9011425,2.99077,-2.0016471,KY,kyphoscoliosis peptidase
1065,1065,8034744,0.000582,1.86e-05,-7.9002596,2.98978,-1.2012061,PALM3,paralemmin 3
1067,1067,8023843,0.00059,1.9e-05,-7.884337,2.97192,-0.9309758,FBXO15,F-box protein 15
1068,1068,8078110,0.00059,1.9e-05,-7.8843088,2.97189,-1.0807767,CAPN7,calpain 7
1069,1069,8004081,0.00059,1.9e-05,-7.8831117,2.97055,-2.3239173,ZFP3,ZFP3 zinc finger protein
1070,1070,7955211,0.000593,1.91e-05,-7.8770512,2.96374,-1.4879825,DNAJC22,DnaJ heat shock protein family (Hsp40) member C22
1072,1072,8047248,0.000598,1.93e-05,-7.866704,2.95211,-1.6923682,PLCL1,phospholipase C like 1
1073,1073,8134036,0.000602,1.95e-05,-7.8598619,2.94441,-1.8658796,STEAP2,STEAP2 metalloreductase
1075,1075,8145669,0.000606,1.96e-05,-7.8527594,2.93642,-1.4877,RBPMS,RNA binding protein with multiple splicing
1077,1077,8135211,0.000612,1.99e-05,-7.8403999,2.92249,-1.9115755,FAM185A,family with sequence similarity 185 member A
1078,1078,7981874,0.000612,1.99e-05,-7.8402447,2.92232,-1.0956267,GOLGA8R///GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8EP///GOLGA8G,"golgin A8 family member R///golgin A8 family member D, pseudogene///golgin A8 family member F///golgin A8 family member C, pseudogene///golgin A8 family member O///golgin A8 family member M///golgin A8 family member K///golgin A8 family member J///golgin A8 family member S///golgin A8 family member N///golgin A8 family member E, pseudogene///golgin A8 family member G"
1080,1080,8114300,0.000612,1.99e-05,-7.8391656,2.9211,-2.4569882,KLHL3,kelch like family member 3
1081,1081,7911301,0.000612,1.99e-05,-7.8379956,2.91978,-1.0953802,PGBD2,piggyBac transposable element derived 2
1082,1082,8109333,0.000615,2e-05,-7.8324014,2.91347,-2.6216772,GPX3///GPX3,glutathione peroxidase 3///glutathione peroxidase 3
1083,1083,7939411,0.000617,2.01e-05,-7.8279863,2.90849,-1.8641861,C11orf74,chromosome 11 open reading frame 74
1084,1084,8063382,0.000617,2.01e-05,-7.8270371,2.90742,-1.2653403,SNAI1,snail family transcriptional repressor 1
1086,1086,8084895,0.000626,2.05e-05,-7.811163,2.88948,-1.4289317,MUC20,"mucin 20, cell surface associated"
1087,1087,7922727,0.000628,2.06e-05,-7.8078694,2.88576,-3.2569122,RGS8,regulator of G-protein signaling 8
1088,1088,7971015,0.000631,2.07e-05,-7.8026268,2.87982,-3.4077263,SMAD9,SMAD family member 9
1089,1089,7931204,0.000631,2.07e-05,-7.8019721,2.87908,-1.2119026,LHPP,phospholysine phosphohistidine inorganic pyrophosphate phosphatase
1091,1091,8135341,0.000633,2.08e-05,-7.797536,2.87406,-1.531053,CDHR3,cadherin related family member 3
1093,1093,8157700,0.000634,2.09e-05,-7.7940732,2.87014,-1.2918452,RABGAP1,RAB GTPase activating protein 1
1095,1095,7954065,0.000635,2.09e-05,-7.790001,2.86553,-3.1357158,GPRC5A,G protein-coupled receptor class C group 5 member A
1097,1097,7937039,0.000638,2.11e-05,-7.78345,2.8581,-1.4669281,EBF3,early B-cell factor 3
1098,1098,7982046,0.000638,2.11e-05,-7.7830701,2.85767,-3.4326051,SNORD115-44///SNORD115-43///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-36///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-16///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-9///SNORD115-7///SNORD115-5///SNORD115-3///SNORD115-2///SNORD115-1///SNRPN,"small nucleolar RNA, C/D box 115-44///small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-41///small nucleolar RNA, C/D box 115-40///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-25///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-19///small nucleolar RNA, C/D box 115-18///small nucleolar RNA, C/D box 115-17///small nucleolar RNA, C/D box 115-16///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-3///small nucleolar RNA, C/D box 115-2///small nucleolar RNA, C/D box 115-1///small nuclear ribonucleoprotein polypeptide N"
1099,1099,7967933,0.000641,2.12e-05,-7.7771223,2.85092,-1.8619199,IFT88,intraflagellar transport 88
1100,1100,8133983,0.000641,2.12e-05,-7.7768043,2.85056,-2.5319139,ADAM22,ADAM metallopeptidase domain 22
1102,1102,7959330,0.000642,2.13e-05,-7.7741278,2.84753,-1.2074913,WDR66,WD repeat domain 66
1105,1105,8008321,0.000643,2.14e-05,-7.7701094,2.84296,-2.5166824,ACSF2,acyl-CoA synthetase family member 2
1106,1106,7982688,0.000643,2.14e-05,-7.7695657,2.84235,-0.9226999,BUB1B-PAK6///PAK6,BUB1B-PAK6 readthrough///p21 (RAC1) activated kinase 6
1107,1107,8136580,0.000646,2.15e-05,-7.7645621,2.83666,-1.6041983,RAB19,"RAB19, member RAS oncogene family"
1109,1109,8023191,0.000646,2.16e-05,-7.762177,2.83395,-1.1020151,SMAD2,SMAD family member 2
1113,1113,8141950,0.000652,2.18e-05,-7.7511398,2.82141,-2.6416828,RELN,reelin
1114,1114,8005959,0.000655,2.2e-05,-7.745202,2.81465,-1.1657977,NEK8,NIMA related kinase 8
1116,1116,7982008,0.000655,2.2e-05,-7.7418032,2.81078,-3.7818988,SNORD115-24///SNORD115-44///SNORD115-43///SNORD115-42///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-38///SNORD115-36///SNORD115-34///SNORD115-30///SNORD115-29///SNORD115-26///SNORD115-22///SNORD115-21///SNORD115-20///SNORD115-16///SNORD115-15///SNORD115-14///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-10///SNORD115-9///SNORD115-8///SNORD115-6///SNORD115-5///SNORD115-4///SNORD115-1///SNRPN,"small nucleolar RNA, C/D box 115-24///small nucleolar RNA, C/D box 115-44///small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-42///small nucleolar RNA, C/D box 115-41///small nucleolar RNA, C/D box 115-40///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-38///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-34///small nucleolar RNA, C/D box 115-30///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-21///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-16///small nucleolar RNA, C/D box 115-15///small nucleolar RNA, C/D box 115-14///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-10///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-8///small nucleolar RNA, C/D box 115-6///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-4///small nucleolar RNA, C/D box 115-1///small nuclear ribonucleoprotein polypeptide N"
1117,1117,7982032,0.000655,2.2e-05,-7.7418032,2.81078,-3.7818988,SNORD115-24///SNORD115-44///SNORD115-43///SNORD115-42///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-38///SNORD115-36///SNORD115-34///SNORD115-30///SNORD115-29///SNORD115-26///SNORD115-22///SNORD115-21///SNORD115-20///SNORD115-16///SNORD115-15///SNORD115-14///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-10///SNORD115-9///SNORD115-8///SNORD115-6///SNORD115-5///SNORD115-4///SNORD115-1///SNRPN,"small nucleolar RNA, C/D box 115-24///small nucleolar RNA, C/D box 115-44///small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-42///small nucleolar RNA, C/D box 115-41///small nucleolar RNA, C/D box 115-40///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-38///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-34///small nucleolar RNA, C/D box 115-30///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-21///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-16///small nucleolar RNA, C/D box 115-15///small nucleolar RNA, C/D box 115-14///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-10///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-8///small nucleolar RNA, C/D box 115-6///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-4///small nucleolar RNA, C/D box 115-1///small nuclear ribonucleoprotein polypeptide N"
1118,1118,7982038,0.000655,2.2e-05,-7.7418032,2.81078,-3.7818988,SNORD115-24///SNORD115-44///SNORD115-43///SNORD115-42///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-38///SNORD115-36///SNORD115-34///SNORD115-30///SNORD115-29///SNORD115-26///SNORD115-22///SNORD115-21///SNORD115-20///SNORD115-16///SNORD115-15///SNORD115-14///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-10///SNORD115-9///SNORD115-8///SNORD115-6///SNORD115-5///SNORD115-4///SNORD115-1///SNRPN,"small nucleolar RNA, C/D box 115-24///small nucleolar RNA, C/D box 115-44///small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-42///small nucleolar RNA, C/D box 115-41///small nucleolar RNA, C/D box 115-40///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-38///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-34///small nucleolar RNA, C/D box 115-30///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-21///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-16///small nucleolar RNA, C/D box 115-15///small nucleolar RNA, C/D box 115-14///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-10///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-8///small nucleolar RNA, C/D box 115-6///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-4///small nucleolar RNA, C/D box 115-1///small nuclear ribonucleoprotein polypeptide N"
1119,1119,8081645,0.000655,2.21e-05,-7.7414227,2.81035,-2.5819528,C3orf52,chromosome 3 open reading frame 52
1120,1120,7921862,0.000655,2.21e-05,-7.7398584,2.80857,-1.236015,CFAP126,cilia and flagella associated protein 126
1122,1122,8140280,0.000656,2.22e-05,-7.7371523,2.80549,-1.059306,PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P4///PMS2P2///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1,"PMS1 homolog 2, mismatch repair system component pseudogene 9///PMS1 homolog 2, mismatch repair system component pseudogene 7///PMS1 homolog 2, mismatch repair system component pseudogene 6///DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene///PMS1 homolog 2, mismatch repair system component pseudogene///PMS1 homolog 2, mismatch repair system component///PMS1 homolog 2, mismatch repair system component pseudogene 3///PMS1 homolog 2, mismatch repair system component pseudogene 5///PMS1 homolog 2, mismatch repair system component pseudogene 4///PMS1 homolog 2, mismatch repair system component pseudogene 2///PMS1 homolog 2, mismatch repair system component pseudogene 1///PMS1 homolog 2, mismatch repair system component pseudogene 6///PMS1 homolog 2, mismatch repair system component pseudogene 3///PMS1 homolog 2, mismatch repair system component pseudogene 2///PMS1 homolog 2, mismatch repair system component pseudogene 1"
1124,1124,8027247,0.000665,2.25e-05,-7.7223963,2.78867,-1.2812989,ZNF93,zinc finger protein 93
1125,1125,7954398,0.000669,2.27e-05,-7.715096,2.78034,-4.2495159,SPX,spexin hormone
1126,1126,7920575,0.000669,2.27e-05,-7.7141827,2.77929,-1.3794773,PBXIP1,PBX homeobox interacting protein 1
1132,1132,8140269,0.000669,2.28e-05,-7.7102286,2.77478,-1.0775073,PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P4///PMS2P2///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1,"PMS1 homolog 2, mismatch repair system component pseudogene 9///PMS1 homolog 2, mismatch repair system component pseudogene 7///PMS1 homolog 2, mismatch repair system component pseudogene 6///DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene///PMS1 homolog 2, mismatch repair system component pseudogene///PMS1 homolog 2, mismatch repair system component///PMS1 homolog 2, mismatch repair system component pseudogene 3///PMS1 homolog 2, mismatch repair system component pseudogene 5///PMS1 homolog 2, mismatch repair system component pseudogene 4///PMS1 homolog 2, mismatch repair system component pseudogene 2///PMS1 homolog 2, mismatch repair system component pseudogene 1///PMS1 homolog 2, mismatch repair system component pseudogene 6///PMS1 homolog 2, mismatch repair system component pseudogene 3///PMS1 homolog 2, mismatch repair system component pseudogene 2///PMS1 homolog 2, mismatch repair system component pseudogene 1"
1133,1133,8039645,0.000679,2.32e-05,-7.6939429,2.75616,-1.5736878,ZNF772,zinc finger protein 772
1134,1134,8168387,0.000679,2.32e-05,-7.6937309,2.75592,-0.8021531,FAM226B///FAM226A,family with sequence similarity 226 member B (non-protein coding)///family with sequence similarity 226 member A (non-protein coding)
1136,1136,8021832,0.00068,2.32e-05,-7.6926287,2.75466,-0.9187028,ATP9B,ATPase phospholipid transporting 9B (putative)
1137,1137,8025978,0.000681,2.33e-05,-7.690165,2.75184,-1.6447079,ZNF763,zinc finger protein 763
1138,1138,8026877,0.000686,2.35e-05,-7.6826872,2.74328,-3.9196255,SLC5A5,solute carrier family 5 member 5
1139,1139,7965565,0.000686,2.35e-05,-7.6815842,2.74202,-1.0150669,USP44,ubiquitin specific peptidase 44
1140,1140,8140239,0.000686,2.35e-05,-7.6811038,2.74147,-1.0697651,PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P4///PMS2P2///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1,"PMS1 homolog 2, mismatch repair system component pseudogene 9///PMS1 homolog 2, mismatch repair system component pseudogene 7///PMS1 homolog 2, mismatch repair system component pseudogene 6///DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene///PMS1 homolog 2, mismatch repair system component pseudogene///PMS1 homolog 2, mismatch repair system component///PMS1 homolog 2, mismatch repair system component pseudogene 3///PMS1 homolog 2, mismatch repair system component pseudogene 5///PMS1 homolog 2, mismatch repair system component pseudogene 4///PMS1 homolog 2, mismatch repair system component pseudogene 2///PMS1 homolog 2, mismatch repair system component pseudogene 1///PMS1 homolog 2, mismatch repair system component pseudogene 6///PMS1 homolog 2, mismatch repair system component pseudogene 3///PMS1 homolog 2, mismatch repair system component pseudogene 2///PMS1 homolog 2, mismatch repair system component pseudogene 1"
1141,1141,8065202,0.000687,2.36e-05,-7.6782775,2.73823,-1.1536019,DZANK1,double zinc ribbon and ankyrin repeat domains 1
1144,1144,7996563,0.000691,2.38e-05,-7.6703207,2.72911,-1.6555113,HSD11B2,hydroxysteroid 11-beta dehydrogenase 2
1145,1145,7982004,0.000691,2.38e-05,-7.6697095,2.72841,-2.6141054,SNORD116-28,"small nucleolar RNA, C/D box 116-28"
1149,1149,8043522,0.000695,2.4e-05,-7.661023,2.71844,-1.5490878,PROM2,prominin 2
1151,1151,8023871,0.000696,2.41e-05,-7.6583174,2.71534,-1.3448771,ZADH2,zinc binding alcohol dehydrogenase domain containing 2
1152,1152,7993608,0.000696,2.42e-05,-7.6564343,2.71318,-1.0975775,COQ7,"coenzyme Q7, hydroxylase"
1155,1155,7948829,0.000698,2.43e-05,-7.6519256,2.708,-0.9043795,ZBTB3,zinc finger and BTB domain containing 3
