,Unnamed: 0,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
5563,5586,1567224_at,1.66e-09,1.7e-10,7.7740969,13.474837,1.81172073,HMGA2,high mobility group AT-hook 2
5571,5594,210841_s_at,1.69e-09,1.73e-10,7.7688759,13.455034,0.69027071,NRP2,neuropilin 2
5575,5598,201089_at,1.7e-09,1.75e-10,7.7670888,13.448255,1.01067738,ATP6V1B2,ATPase H+ transporting V1 subunit B2
5578,5601,226372_at,1.71e-09,1.75e-10,7.7659784,13.444043,1.73803109,CHST11,carbohydrate (chondroitin 4) sulfotransferase 11
5579,5602,216714_at,1.71e-09,1.75e-10,7.7658974,13.443736,0.83961325,CCL13,C-C motif chemokine ligand 13
5580,5603,210008_s_at,1.71e-09,1.75e-10,7.7657533,13.443189,0.8076665,MRPS12,mitochondrial ribosomal protein S12
5582,5605,215305_at,1.72e-09,1.76e-10,7.765031,13.440449,1.26966971,PDGFRA,platelet derived growth factor receptor alpha
5583,5608,212877_at,1.74e-09,1.78e-10,7.7619266,13.428673,1.25898363,KLC1,kinesin light chain 1
5584,5609,224721_at,1.74e-09,1.78e-10,7.76166,13.427662,0.70906382,WDR75,WD repeat domain 75
5594,5619,241700_at,1.76e-09,1.81e-10,7.7573523,13.411322,1.42977842,ZFHX4,zinc finger homeobox 4
5595,5620,220838_at,1.77e-09,1.82e-10,7.7567906,13.409191,0.53141753,EXD3,exonuclease 3'-5' domain containing 3
5596,5621,204493_at,1.77e-09,1.82e-10,7.7565585,13.408311,1.87262068,BID,BH3 interacting domain death agonist
5597,5622,226504_at,1.77e-09,1.82e-10,7.756498,13.408081,0.83675567,FAM109B,family with sequence similarity 109 member B
5598,5623,227645_at,1.77e-09,1.82e-10,7.756257,13.407167,1.95196327,PIK3R5,phosphoinositide-3-kinase regulatory subunit 5
5605,5631,235327_x_at,1.82e-09,1.88e-10,7.7482736,13.376883,1.03430526,UBXN2A,UBX domain protein 2A
5606,5632,226437_at,1.82e-09,1.88e-10,7.7479888,13.375802,0.94535903,YIF1B,"Yip1 interacting factor homolog B, membrane trafficking protein"
5609,5635,238464_at,1.84e-09,1.89e-10,7.7458028,13.36751,0.74029474,ANKRD36,ankyrin repeat domain 36
5610,5636,228733_at,1.84e-09,1.89e-10,7.7457492,13.367306,0.81251738,PUSL1,pseudouridylate synthase-like 1
5611,5637,201993_x_at,1.84e-09,1.9e-10,7.7454666,13.366234,0.54034597,HNRNPDL,heterogeneous nuclear ribonucleoprotein D like
5612,5638,220762_s_at,1.84e-09,1.9e-10,7.745099,13.36484,0.68651454,GNB1L,G protein subunit beta 1 like
5616,5642,228323_at,1.85e-09,1.91e-10,7.7438917,13.36026,2.73172688,KNL1,kinetochore scaffold 1
5618,5644,206805_at,1.85e-09,1.91e-10,7.7432502,13.357826,1.72638062,SEMA3A,semaphorin 3A
5619,5645,212636_at,1.86e-09,1.92e-10,7.7425805,13.355286,0.99341533,QKI,"QKI, KH domain containing RNA binding"
5621,5647,211708_s_at,1.86e-09,1.92e-10,7.742285,13.354164,1.16679208,SCD,stearoyl-CoA desaturase
5624,5650,213647_at,1.86e-09,1.93e-10,7.7412191,13.350121,1.36533928,DNA2,DNA replication helicase/nuclease 2
5625,5651,202573_at,1.87e-09,1.93e-10,7.741072,13.349563,0.5958619,CSNK1G2,casein kinase 1 gamma 2
5627,5653,1554897_s_at,1.88e-09,1.94e-10,7.7395462,13.343775,0.87040097,RHBDL2,rhomboid like 2
5629,5655,202276_at,1.88e-09,1.94e-10,7.7388709,13.341213,0.81470503,SHFM1,split hand/foot malformation (ectrodactyly) type 1
5630,5657,1570571_at,1.88e-09,1.95e-10,7.738133,13.338413,1.86036347,CCDC91,coiled-coil domain containing 91
5631,5658,232284_at,1.88e-09,1.95e-10,7.7380033,13.337921,0.5094301,PSMD6-AS2,PSMD6 antisense RNA 2
5632,5659,227154_at,1.89e-09,1.96e-10,7.7373621,13.335489,1.22795185,IGSF21,immunoglobin superfamily member 21
5633,5660,235793_at,1.89e-09,1.96e-10,7.7373243,13.335345,0.88250654,TPGS2,tubulin polyglutamylase complex subunit 2
5635,5662,201446_s_at,1.89e-09,1.96e-10,7.7369741,13.334017,1.09776011,TIA1,TIA1 cytotoxic granule-associated RNA binding protein
5636,5663,215640_at,1.9e-09,1.97e-10,7.7358359,13.329699,0.71757529,TBC1D2B,TBC1 domain family member 2B
5637,5664,211814_s_at,1.9e-09,1.97e-10,7.7356808,13.32911,1.53191115,CCNE2,cyclin E2
5644,5671,218400_at,1.92e-09,1.99e-10,7.7329611,13.318792,1.71699239,OAS3,2'-5'-oligoadenylate synthetase 3
5647,5674,228171_s_at,1.93e-09,2e-10,7.7315129,13.313298,0.92235398,PLEKHG4,pleckstrin homology and RhoGEF domain containing G4
5648,5675,202813_at,1.94e-09,2.02e-10,7.7291252,13.30424,0.69162022,TARBP1,TAR (HIV-1) RNA binding protein 1
5649,5676,1557352_at,1.95e-09,2.02e-10,7.7286019,13.302254,0.60090316,SQLE,squalene epoxidase
5650,5677,230422_at,1.95e-09,2.03e-10,7.7278063,13.299236,3.02357659,FPR3,formyl peptide receptor 3
5655,5682,57703_at,1.96e-09,2.04e-10,7.7264788,13.2942,0.88109976,SENP5,SUMO1/sentrin specific peptidase 5
5656,5683,201326_at,1.96e-09,2.04e-10,7.7259512,13.292198,0.64552344,CCT6A,chaperonin containing TCP1 subunit 6A
5658,5685,238797_at,1.99e-09,2.06e-10,7.7231681,13.281639,0.57921996,TRIM11,tripartite motif containing 11
5659,5686,226516_at,1.99e-09,2.07e-10,7.7230755,13.281288,0.74162483,MFSD12,major facilitator superfamily domain containing 12
5661,5688,222218_s_at,1.99e-09,2.07e-10,7.7223342,13.278475,1.51131566,PILRA,paired immunoglobin like type 2 receptor alpha
5662,5689,209430_at,1.99e-09,2.07e-10,7.7222486,13.278151,0.58947546,BTAF1,B-TFIID TATA-box binding protein associated factor 1
5663,5690,227443_at,1.99e-09,2.07e-10,7.7220606,13.277437,1.38208751,LURAP1L,leucine rich adaptor protein 1 like
5666,5693,229296_at,2.01e-09,2.09e-10,7.7197434,13.268646,0.86560541,LINC01503,long intergenic non-protein coding RNA 1503
5669,5696,207098_s_at,2.02e-09,2.1e-10,7.7186752,13.264593,0.7569574,MFN1,mitofusin 1
5671,5698,208918_s_at,2.02e-09,2.11e-10,7.7174806,13.260061,0.90883787,NADK,NAD kinase
5681,5708,222132_s_at,2.05e-09,2.14e-10,7.7135342,13.245088,0.53746021,AGK,acylglycerol kinase
5683,5710,208679_s_at,2.06e-09,2.15e-10,7.7121288,13.239755,1.02097872,ARPC2,actin related protein 2/3 complex subunit 2
5684,5711,213378_s_at,2.06e-09,2.16e-10,7.7117133,13.238179,1.00764274,LOC642846///DDX12P///DDX11,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11-like///DEAD/H-box helicase 12, pseudogene///DEAD/H-box helicase 11"
5685,5712,211974_x_at,2.07e-09,2.16e-10,7.7113871,13.236941,0.7203999,RBPJ,recombination signal binding protein for immunoglobulin kappa J region
5686,5713,220632_s_at,2.07e-09,2.16e-10,7.7112672,13.236486,0.5824056,POMT2,protein O-mannosyltransferase 2
5692,5719,211767_at,2.08e-09,2.18e-10,7.7089152,13.227562,1.36410191,GINS4,GINS complex subunit 4
5693,5720,224303_x_at,2.09e-09,2.19e-10,7.7082813,13.225157,1.09174131,NIN,ninein
5696,5723,1554830_a_at,2.1e-09,2.2e-10,7.7063549,13.217848,1.28761012,STEAP3,STEAP3 metalloreductase
5698,5725,242100_at,2.11e-09,2.21e-10,7.7056145,13.215039,1.60494771,CHSY3,chondroitin sulfate synthase 3
5701,5728,1559921_at,2.12e-09,2.23e-10,7.7034792,13.206937,0.78235973,PECAM1,platelet and endothelial cell adhesion molecule 1
5703,5731,1563497_at,2.13e-09,2.23e-10,7.7028716,13.204631,1.52569469,USP25,ubiquitin specific peptidase 25
5710,5738,218718_at,2.15e-09,2.26e-10,7.6999962,13.193721,0.89235623,PDGFC,platelet derived growth factor C
5711,5739,214771_x_at,2.15e-09,2.26e-10,7.6994145,13.191514,0.69094405,MPRIP,myosin phosphatase Rho interacting protein
5713,5741,227925_at,2.15e-09,2.26e-10,7.6992241,13.190792,0.73383812,ST3GAL4-AS1,ST3GAL4 antisense RNA 1 (head to head)
5715,5743,218299_at,2.16e-09,2.27e-10,7.6983393,13.187434,0.69829658,C11orf24,chromosome 11 open reading frame 24
5717,5745,217317_s_at,2.17e-09,2.28e-10,7.6977051,13.185028,0.88108963,HERC2P9///HERC2P2,hect domain and RLD 2 pseudogene 9///hect domain and RLD 2 pseudogene 2
5718,5746,222162_s_at,2.17e-09,2.28e-10,7.696783,13.181529,1.56954919,ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1
5719,5747,222749_at,2.2e-09,2.31e-10,7.6932269,13.168036,0.61406034,SUFU,SUFU negative regulator of hedgehog signaling
5722,5750,1559490_at,2.22e-09,2.33e-10,7.6912993,13.160722,1.80776555,LRCH3,leucine rich repeats and calponin homology domain containing 3
5723,5751,213046_at,2.22e-09,2.33e-10,7.6912991,13.160721,1.38678438,PABPN1,poly(A) binding protein nuclear 1
5724,5752,219493_at,2.23e-09,2.34e-10,7.6902253,13.156646,3.40314004,SHCBP1,SHC binding and spindle associated 1
5728,5756,217173_s_at,2.23e-09,2.35e-10,7.6889423,13.151778,0.87299731,LDLR,low density lipoprotein receptor
5731,5759,1556423_at,2.25e-09,2.37e-10,7.6869682,13.144287,1.14171094,VASH1,vasohibin 1
5734,5762,215812_s_at,2.26e-09,2.38e-10,7.6859683,13.140493,1.08370819,SLC6A10PB///SLC6A10P///SLC6A8,"solute carrier family 6 member 8 pseudogene///solute carrier family 6 member 10, pseudogene///solute carrier family 6 member 8"
5736,5764,228372_at,2.26e-09,2.38e-10,7.6858706,13.140122,1.65225293,C10orf128,chromosome 10 open reading frame 128
5740,5768,1569519_at,2.28e-09,2.4e-10,7.6834812,13.131056,1.8328785,LOC102724250///NBPF26///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF1///NBPF14,neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 26///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 12///neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 14
5742,5770,202944_at,2.28e-09,2.41e-10,7.6829626,13.129088,0.89892105,NAGA,alpha-N-acetylgalactosaminidase
5743,5771,217967_s_at,2.28e-09,2.41e-10,7.6829208,13.128929,1.67418382,FAM129A,family with sequence similarity 129 member A
5747,5775,201020_at,2.29e-09,2.42e-10,7.6813075,13.122807,1.14375076,YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
5751,5779,217043_s_at,2.3e-09,2.44e-10,7.6799281,13.117573,0.69498111,MFN1,mitofusin 1
5759,5787,223024_at,2.35e-09,2.49e-10,7.6741702,13.095723,0.89621885,AP1M1,adaptor related protein complex 1 mu 1 subunit
5761,5789,202199_s_at,2.36e-09,2.5e-10,7.6733056,13.092443,0.79588068,SRPK1,SRSF protein kinase 1
5762,5790,212127_at,2.36e-09,2.5e-10,7.6730895,13.091623,0.73774318,RANGAP1,Ran GTPase activating protein 1
5764,5792,214902_x_at,2.37e-09,2.51e-10,7.6719152,13.087167,1.33494754,LPP,LIM domain containing preferred translocation partner in lipoma
5769,5797,202205_at,2.4e-09,2.55e-10,7.6683256,13.073545,1.10739363,VASP,vasodilator-stimulated phosphoprotein
5770,5798,206499_s_at,2.4e-09,2.55e-10,7.6678542,13.071756,1.05316883,RCC1,regulator of chromosome condensation 1
5772,5800,210776_x_at,2.41e-09,2.56e-10,7.6668361,13.067892,1.07074643,TCF3,transcription factor 3
5777,5805,219073_s_at,2.42e-09,2.57e-10,7.6662124,13.065526,1.93778026,OSBPL10,oxysterol binding protein like 10
5779,5807,210089_s_at,2.42e-09,2.57e-10,7.6660878,13.065053,1.23231849,LAMA4,laminin subunit alpha 4
5785,5813,205379_at,2.43e-09,2.59e-10,7.6639183,13.05682,0.97363443,CBR3,carbonyl reductase 3
5786,5814,238245_at,2.44e-09,2.59e-10,7.6637599,13.056219,0.63297525,ENPP7,ectonucleotide pyrophosphatase/phosphodiesterase 7
5787,5815,210087_s_at,2.44e-09,2.6e-10,7.6632933,13.054448,1.04099372,MPZL1,myelin protein zero like 1
5788,5816,201476_s_at,2.45e-09,2.6e-10,7.6624864,13.051386,1.11400071,RRM1,ribonucleotide reductase catalytic subunit M1
5789,5817,223120_at,2.45e-09,2.61e-10,7.6616009,13.048025,0.59657315,FUCA2,"fucosidase, alpha-L- 2, plasma"
5791,5819,224714_at,2.47e-09,2.63e-10,7.6597322,13.040934,0.89934601,NIFK,nucleolar protein interacting with the FHA domain of MKI67
5792,5820,201875_s_at,2.48e-09,2.64e-10,7.658832,13.037518,0.6481955,MPZL1,myelin protein zero like 1
5793,5821,228559_at,2.48e-09,2.64e-10,7.6585358,13.036393,1.5115279,CENPN,centromere protein N
5795,5823,55093_at,2.49e-09,2.65e-10,7.6576511,13.033036,0.73680022,CHPF2,chondroitin polymerizing factor 2
5800,5828,1556007_s_at,2.5e-09,2.67e-10,7.6559649,13.026637,2.03400143,CSNK1A1,casein kinase 1 alpha 1
5801,5829,217888_s_at,2.5e-09,2.67e-10,7.6558644,13.026256,0.66025384,ARFGAP1,ADP ribosylation factor GTPase activating protein 1
5806,5834,222020_s_at,2.52e-09,2.69e-10,7.6536434,13.017827,2.03319013,LOC102725271///NTM,neurotrimin-like///neurotrimin
5810,5838,1561884_at,2.53e-09,2.71e-10,7.652353,13.01293,0.95078904,CEPT1,choline/ethanolamine phosphotransferase 1
5815,5843,214276_at,2.55e-09,2.73e-10,7.6503827,13.005453,1.00466328,KLF12,Kruppel like factor 12
5819,5847,202543_s_at,2.58e-09,2.76e-10,7.6473778,12.994049,1.07353875,GMFB,glia maturation factor beta
5820,5848,226456_at,2.58e-09,2.76e-10,7.6473239,12.993844,1.91665601,RMI2,RecQ mediated genome instability 2
5822,5850,224356_x_at,2.58e-09,2.77e-10,7.6466723,12.991372,2.68394843,MS4A6A,membrane spanning 4-domains A6A
5823,5851,203759_at,2.58e-09,2.77e-10,7.6466629,12.991336,0.70242403,ST3GAL4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4"
5824,5852,220023_at,2.59e-09,2.77e-10,7.6464037,12.990352,1.14017473,APOBR,apolipoprotein B receptor
5825,5853,202068_s_at,2.59e-09,2.77e-10,7.6459503,12.988632,2.47586141,LDLR,low density lipoprotein receptor
5827,5855,219385_at,2.59e-09,2.77e-10,7.6458805,12.988366,2.37420109,SLAMF8,SLAM family member 8
5828,5856,204819_at,2.59e-09,2.78e-10,7.6457611,12.987913,0.84948838,FGD1,"FYVE, RhoGEF and PH domain containing 1"
5836,5864,217104_at,2.65e-09,2.84e-10,7.6395386,12.964298,1.1397288,ST20,suppressor of tumorigenicity 20
5840,5868,221710_x_at,2.68e-09,2.88e-10,7.6363836,12.952324,0.76731458,EVA1B,eva-1 homolog B
5841,5869,216026_s_at,2.69e-09,2.89e-10,7.6350451,12.947244,0.7266774,POLE,"DNA polymerase epsilon, catalytic subunit"
5842,5870,203297_s_at,2.69e-09,2.89e-10,7.6348819,12.946625,0.80409198,JARID2,jumonji and AT-rich interaction domain containing 2
5845,5873,213011_s_at,2.72e-09,2.92e-10,7.6323333,12.936952,0.68525701,TPI1,triosephosphate isomerase 1
5853,5883,222999_s_at,2.78e-09,2.99e-10,7.6258609,12.912388,1.15492971,CCNL2,cyclin L2
5857,5887,236028_at,2.82e-09,3.04e-10,7.622045,12.897905,3.64359632,IBSP,integrin binding sialoprotein
5859,5889,236507_at,2.82e-09,3.04e-10,7.6217067,12.896621,0.57796009,ZDHHC3,zinc finger DHHC-type containing 3
5864,5894,218145_at,2.84e-09,3.06e-10,7.6203459,12.891456,1.30660032,TRIB3,tribbles pseudokinase 3
5865,5895,219392_x_at,2.84e-09,3.06e-10,7.6201216,12.890605,1.3463389,PRR11,proline rich 11
5878,5908,222701_s_at,2.9e-09,3.13e-10,7.6143859,12.868836,0.94404837,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7
5880,5910,222686_s_at,2.92e-09,3.16e-10,7.6116412,12.858418,0.8245286,CPPED1,calcineurin like phosphoesterase domain containing 1
5884,5915,244841_at,2.94e-09,3.18e-10,7.610106,12.852591,1.01416633,SEC24A,"SEC24 homolog A, COPII coat complex component"
5888,5919,224927_at,2.96e-09,3.2e-10,7.6084036,12.84613,1.82524323,PPP1R18,protein phosphatase 1 regulatory subunit 18
5890,5921,224513_s_at,2.97e-09,3.21e-10,7.6074457,12.842494,0.51752122,UBQLN4,ubiquilin 4
5892,5923,211434_s_at,2.97e-09,3.21e-10,7.6074151,12.842378,1.61636024,CCRL2,C-C motif chemokine receptor like 2
5894,5925,1554018_at,2.99e-09,3.25e-10,7.6048172,12.832518,2.70365097,GPNMB,glycoprotein nmb
5899,5931,215623_x_at,3.03e-09,3.29e-10,7.6013918,12.819516,0.99954421,SMC4,structural maintenance of chromosomes 4
5903,5935,217716_s_at,3.06e-09,3.32e-10,7.5987001,12.8093,0.66124642,SEC61A1,Sec61 translocon alpha 1 subunit
5905,5937,202107_s_at,3.07e-09,3.34e-10,7.5976362,12.805261,1.1701294,MCM2,minichromosome maintenance complex component 2
5910,5942,225231_at,3.11e-09,3.38e-10,7.5943611,12.792831,1.01190842,CBL,Cbl proto-oncogene
5912,5944,223195_s_at,3.11e-09,3.39e-10,7.5936711,12.790211,0.83833131,SESN2,sestrin 2
5914,5946,207031_at,3.13e-09,3.4e-10,7.5924887,12.785724,0.66919697,NKX3-2,NK3 homeobox 2
5917,5949,223458_at,3.16e-09,3.44e-10,7.5895707,12.774647,0.82445452,SEZ6L2,seizure related 6 homolog like 2
5926,5959,208502_s_at,3.2e-09,3.48e-10,7.5862435,12.762019,0.86605844,PITX1,paired like homeodomain 1
5928,5961,206673_at,3.22e-09,3.51e-10,7.5846087,12.755813,0.7946585,GPR176,G protein-coupled receptor 176
5930,5963,200746_s_at,3.23e-09,3.52e-10,7.5835181,12.751674,0.51199765,GNB1,G protein subunit beta 1
5931,5964,204715_at,3.23e-09,3.53e-10,7.5831144,12.750141,1.01589315,PANX1,pannexin 1
5935,5968,223617_x_at,3.25e-09,3.54e-10,7.5818384,12.745298,0.66226286,ATAD3B,"ATPase family, AAA domain containing 3B"
5936,5969,215760_s_at,3.25e-09,3.55e-10,7.5813705,12.743522,0.60696814,SBNO2,strawberry notch homolog 2
5939,5972,243750_x_at,3.29e-09,3.59e-10,7.5783227,12.731953,0.72617165,FAM207A,family with sequence similarity 207 member A
5942,5975,209434_s_at,3.29e-09,3.6e-10,7.5779934,12.730703,0.90288033,PPAT,phosphoribosyl pyrophosphate amidotransferase
5945,5979,212806_at,3.32e-09,3.63e-10,7.5755286,12.721347,0.97271414,PRUNE2,prune homolog 2
5946,5980,1555629_at,3.32e-09,3.64e-10,7.5751394,12.71987,0.55792309,HAVCR2,hepatitis A virus cellular receptor 2
5948,5982,241371_at,3.33e-09,3.64e-10,7.5745884,12.717779,1.25741542,TNFRSF10A,TNF receptor superfamily member 10a
5949,5983,236808_at,3.33e-09,3.65e-10,7.5740895,12.715885,1.1356028,FGFR1OP2,FGFR1 oncogene partner 2
5950,5984,228176_at,3.34e-09,3.65e-10,7.5738346,12.714917,2.24957479,S1PR3,sphingosine-1-phosphate receptor 3
5951,5985,225707_at,3.34e-09,3.66e-10,7.5735353,12.713781,1.06391901,ARL6IP6,ADP ribosylation factor like GTPase 6 interacting protein 6
5955,5989,209082_s_at,3.35e-09,3.67e-10,7.5729327,12.711494,1.06310367,COL18A1,collagen type XVIII alpha 1 chain
5956,5990,201202_at,3.37e-09,3.69e-10,7.5714119,12.705721,1.34009676,PCNA,proliferating cell nuclear antigen
5958,5992,205376_at,3.37e-09,3.69e-10,7.5711061,12.70456,1.93924856,INPP4B,inositol polyphosphate-4-phosphatase type II B
5960,5994,200808_s_at,3.38e-09,3.71e-10,7.5698814,12.699912,1.18103942,ZYX,zyxin
5961,5995,60471_at,3.39e-09,3.72e-10,7.5691338,12.697074,1.39643512,RIN3,Ras and Rab interactor 3
5962,5996,213836_s_at,3.4e-09,3.74e-10,7.5680673,12.693026,0.72900192,WIPI1,"WD repeat domain, phosphoinositide interacting 1"
5967,6001,1558930_at,3.46e-09,3.8e-10,7.5637086,12.676481,1.30120114,LINC00460,long intergenic non-protein coding RNA 460
5969,6004,209361_s_at,3.48e-09,3.82e-10,7.5623954,12.671496,0.64775372,PCBP4,poly(rC) binding protein 4
5973,6008,201897_s_at,3.54e-09,3.89e-10,7.5574226,12.652619,1.06625167,CKS1B,CDC28 protein kinase regulatory subunit 1B
5976,6011,203349_s_at,3.57e-09,3.92e-10,7.555128,12.643909,1.07490524,ETV5,ETS variant 5
5980,6015,201584_s_at,3.61e-09,3.97e-10,7.5522239,12.632885,1.65821002,DDX39A,DEAD-box helicase 39A
5981,6017,209365_s_at,3.61e-09,3.98e-10,7.5517586,12.631119,2.54154486,ECM1,extracellular matrix protein 1
5987,6023,213498_at,3.65e-09,4.02e-10,7.5488704,12.620156,0.61627079,CREB3L1,cAMP responsive element binding protein 3 like 1
6000,6037,200700_s_at,3.75e-09,4.14e-10,7.5411961,12.591024,1.28881515,KDELR2,KDEL endoplasmic reticulum protein retention receptor 2
6001,6038,221616_s_at,3.75e-09,4.14e-10,7.5410298,12.590392,0.9455207,TAF9B,TATA-box binding protein associated factor 9b
6004,6041,218193_s_at,3.77e-09,4.16e-10,7.5396599,12.585192,1.27928203,GOLT1B,golgi transport 1B
6005,6042,218575_at,3.77e-09,4.17e-10,7.5395554,12.584795,0.55894356,LOC730268///ANAPC1,anaphase-promoting complex subunit 1-like///anaphase promoting complex subunit 1
6006,6043,210225_x_at,3.77e-09,4.17e-10,7.5392213,12.583527,1.09799126,LILRB3,leukocyte immunoglobulin like receptor B3
6007,6044,236345_at,3.8e-09,4.2e-10,7.5373101,12.576272,0.89421939,TBXAS1,thromboxane A synthase 1
6009,6046,243108_at,3.81e-09,4.21e-10,7.5365654,12.573445,0.64570964,RANBP9,RAN binding protein 9
6012,6051,41856_at,3.85e-09,4.26e-10,7.5335501,12.561999,0.82532472,UNC5B,unc-5 netrin receptor B
6013,6052,202483_s_at,3.86e-09,4.27e-10,7.5328618,12.559386,0.8874657,RANBP1,RAN binding protein 1
6016,6056,203665_at,3.88e-09,4.3e-10,7.5315174,12.554283,1.90242293,HMOX1,heme oxygenase 1
6017,6057,200822_x_at,3.88e-09,4.3e-10,7.531244,12.553245,0.64977707,TPI1,triosephosphate isomerase 1
6020,6060,1554768_a_at,3.89e-09,4.31e-10,7.5307538,12.551384,2.3281853,MAD2L1,MAD2 mitotic arrest deficient-like 1 (yeast)
6027,6067,211026_s_at,3.96e-09,4.39e-10,7.5255769,12.531732,1.29493757,MGLL,monoglyceride lipase
6032,6073,202701_at,4.02e-09,4.47e-10,7.5212544,12.515324,0.78544168,BMP1,bone morphogenetic protein 1
6033,6074,220685_at,4.03e-09,4.48e-10,7.5208041,12.513614,0.6493693,FAM120C,family with sequence similarity 120C
6034,6075,218515_at,4.03e-09,4.48e-10,7.5206459,12.513013,0.66391741,PAXBP1,PAX3 and PAX7 binding protein 1
6036,6077,209934_s_at,4.05e-09,4.5e-10,7.5195099,12.508701,0.93761089,ATP2C1,ATPase secretory pathway Ca2+ transporting 1
6042,6083,222740_at,4.1e-09,4.56e-10,7.5160499,12.495566,1.98812657,ATAD2,"ATPase family, AAA domain containing 2"
6046,6087,238642_at,4.11e-09,4.58e-10,7.5148335,12.490949,0.91552088,ANKRD13D,ankyrin repeat domain 13D
6047,6088,219275_at,4.11e-09,4.58e-10,7.5145957,12.490046,0.91237855,PDCD5,programmed cell death 5
6048,6089,236029_at,4.12e-09,4.58e-10,7.5145329,12.489808,1.74096081,FAT3,FAT atypical cadherin 3
6049,6090,207345_at,4.12e-09,4.59e-10,7.5144017,12.48931,1.54600342,FST,follistatin
6050,6091,216236_s_at,4.12e-09,4.59e-10,7.5141051,12.488184,1.71525979,SLC2A14///SLC2A3,solute carrier family 2 member 14///solute carrier family 2 member 3
6051,6092,216755_at,4.13e-09,4.6e-10,7.5137628,12.486884,0.7691229,OSBPL10,oxysterol binding protein like 10
6052,6093,204653_at,4.13e-09,4.6e-10,7.5135916,12.486234,1.64226181,TFAP2A,transcription factor AP-2 alpha
6054,6095,206330_s_at,4.13e-09,4.61e-10,7.5130328,12.484113,0.77937291,SHC3,SHC adaptor protein 3
6062,6103,213213_at,4.19e-09,4.68e-10,7.5089976,12.468795,0.77900517,DIDO1,death inducer-obliterator 1
6065,6106,204122_at,4.19e-09,4.68e-10,7.5088988,12.46842,2.89107885,TYROBP,TYRO protein tyrosine kinase binding protein
6066,6107,227901_at,4.21e-09,4.7e-10,7.5080132,12.465058,0.78224318,LOC648987,uncharacterized LOC648987
6067,6108,203358_s_at,4.21e-09,4.71e-10,7.5076725,12.463765,2.95130531,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit
6069,6110,202182_at,4.22e-09,4.71e-10,7.5073179,12.462418,0.79078299,KAT2A,lysine acetyltransferase 2A
6070,6111,212072_s_at,4.23e-09,4.73e-10,7.5064221,12.459018,0.56366867,CSNK2A1,casein kinase 2 alpha 1
6071,6112,1559583_at,4.24e-09,4.74e-10,7.5059977,12.457407,0.8295194,CD276,CD276 molecule
6073,6114,203805_s_at,4.24e-09,4.74e-10,7.5055481,12.4557,1.13384252,FANCA,Fanconi anemia complementation group A
6074,6115,202009_at,4.24e-09,4.74e-10,7.5055372,12.455659,0.75626858,TWF2,twinfilin actin binding protein 2
6077,6119,208688_x_at,4.27e-09,4.78e-10,7.5035233,12.448013,0.6440845,EIF3B,eukaryotic translation initiation factor 3 subunit B
6078,6120,211787_s_at,4.28e-09,4.79e-10,7.5029873,12.445979,0.89325278,LOC101928634///SENP3-EIF4A1///SNORD10///SNORA48///SNORA67///EIF4A1,"uncharacterized LOC101928634///SENP3-EIF4A1 readthrough (NMD candidate)///small nucleolar RNA, C/D box 10///small nucleolar RNA, H/ACA box 48///small nucleolar RNA, H/ACA box 67///eukaryotic translation initiation factor 4A1"
6079,6121,1559582_at,4.28e-09,4.79e-10,7.5029575,12.445866,1.01722752,RHOQ,ras homolog family member Q
6081,6123,214016_s_at,4.28e-09,4.79e-10,7.5027601,12.445116,1.09620643,SFPQ,splicing factor proline and glutamine rich
6082,6124,239930_at,4.29e-09,4.8e-10,7.5022463,12.443166,1.06273563,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2
6084,6126,214129_at,4.29e-09,4.81e-10,7.5018427,12.441634,1.07344192,LOC101930416///LOC101929792///LOC100996724///PDE4DIP,myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein
6085,6127,223100_s_at,4.3e-09,4.81e-10,7.5016986,12.441086,0.75883972,NUDT5,nudix hydrolase 5
6086,6128,201505_at,4.3e-09,4.82e-10,7.5015615,12.440566,1.04310619,LAMB1,laminin subunit beta 1
6089,6131,223280_x_at,4.31e-09,4.84e-10,7.5004007,12.43616,2.57803918,MS4A6A,membrane spanning 4-domains A6A
6090,6132,242414_at,4.33e-09,4.85e-10,7.4995899,12.433082,1.25276907,QPRT,quinolinate phosphoribosyltransferase
6097,6139,219926_at,4.4e-09,4.95e-10,7.4946641,12.414382,2.05569739,POPDC3,popeye domain containing 3
