,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
242,213997_at,0.00146696,1.61e-05,-8.5,3.55648,-0.614,FAM189A1,family with sequence similarity 189 member A1
243,215643_at,0.00146696,1.62e-05,-8.49,3.55331,-0.511,SEMA3D,semaphorin 3D
245,219999_at,0.00146696,1.62e-05,-8.49,3.55135,-0.523,MAN2A2,mannosidase alpha class 2A member 2
246,203388_at,0.00146696,1.63e-05,8.49,3.54576,0.556,ARRB2,arrestin beta 2
248,205051_s_at,0.00147805,1.65e-05,-8.47,3.53272,-1.19,KIT,KIT proto-oncogene receptor tyrosine kinase
249,206912_at,0.00148638,1.69e-05,-8.45,3.50982,-1.31,FOXE1,forkhead box E1
250,202311_s_at,0.00148638,1.69e-05,8.45,3.50727,1.13,COL1A1,collagen type I alpha 1 chain
251,205164_at,0.00148638,1.7e-05,-8.44,3.50553,-0.937,GCAT,glycine C-acetyltransferase
253,204620_s_at,0.00148638,1.7e-05,8.44,3.50194,1.25,VCAN,versican
254,204286_s_at,0.00148638,1.7e-05,8.44,3.50137,1.16,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1
255,219310_at,0.00148638,1.71e-05,-8.44,3.49885,-0.549,SYNDIG1,synapse differentiation inducing 1
256,209470_s_at,0.00153374,1.77e-05,-8.4,3.46301,-0.694,GPM6A,glycoprotein M6A
257,204689_at,0.0015383,1.79e-05,-8.39,3.45238,-0.954,HHEX,hematopoietically expressed homeobox
258,221834_at,0.0015383,1.79e-05,-8.39,3.45212,-0.785,LOC100507577///LONP2,"uncharacterized LOC100507577///lon peptidase 2, peroxisomal"
259,208002_s_at,0.00156583,1.83e-05,8.36,3.43016,0.712,ACOT7,acyl-CoA thioesterase 7
261,48031_r_at,0.00160293,1.88e-05,-8.33,3.39854,-0.56,FAXDC2,fatty acid hydroxylase domain containing 2
262,203638_s_at,0.00160491,1.89e-05,-8.33,3.39341,-1.74,FGFR2,fibroblast growth factor receptor 2
263,221990_at,0.0016323,1.93e-05,-8.3,3.37232,-1.3,PAX8,paired box 8
264,209737_at,0.00164804,1.96e-05,-8.29,3.35871,-0.7,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2"
265,202870_s_at,0.00165419,1.97e-05,8.28,3.35108,1.12,CDC20,cell division cycle 20
266,218755_at,0.00166409,1.99e-05,8.27,3.34119,1.25,KIF20A,kinesin family member 20A
267,213307_at,0.00168185,2.02e-05,-8.26,3.32657,-0.529,SHANK2,SH3 and multiple ankyrin repeat domains 2
269,215933_s_at,0.00170526,2.07e-05,-8.23,3.30123,-1.08,HHEX,hematopoietically expressed homeobox
270,212013_at,0.00170526,2.07e-05,8.23,3.30114,1.04,PXDN,peroxidasin
271,203391_at,0.00171776,2.1e-05,-8.22,3.28995,-0.52,FKBP2,FK506 binding protein 2
272,201588_at,0.00173486,2.13e-05,-8.2,3.27517,-0.535,TXNL1,thioredoxin like 1
274,203516_at,0.00173657,2.14e-05,-8.2,3.26767,-0.621,SNTA1,syntrophin alpha 1
275,204793_at,0.00174246,2.16e-05,-8.19,3.25895,-1.13,GPRASP1,G protein-coupled receptor associated sorting protein 1
277,210194_at,0.00175406,2.19e-05,-8.17,3.24368,-0.587,PLA2R1,phospholipase A2 receptor 1
279,210967_x_at,0.00176427,2.22e-05,8.16,3.23316,0.533,CACNB1,calcium voltage-gated channel auxiliary subunit beta 1
280,206702_at,0.0017962,2.27e-05,-8.14,3.21124,-0.605,TEK,TEK receptor tyrosine kinase
281,212481_s_at,0.00184497,2.34e-05,8.11,3.18003,0.78,TPM4,tropomyosin 4
283,218009_s_at,0.00184843,2.36e-05,8.1,3.17115,0.994,PRC1,protein regulator of cytokinesis 1
285,217940_s_at,0.00186707,2.4e-05,-8.08,3.15353,-0.508,NAXD,NAD(P)HX dehydratase
286,217414_x_at,0.00186707,2.41e-05,-8.08,3.14947,-1.94,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
290,65630_at,0.00189237,2.48e-05,-8.05,3.12077,-0.517,TMEM80,transmembrane protein 80
291,212914_at,0.00189237,2.49e-05,-8.04,3.1128,-1.08,CBX7,chromobox 7
292,209447_at,0.00189237,2.5e-05,-8.04,3.11249,-0.685,SYNE1,spectrin repeat containing nuclear envelope protein 1
293,209324_s_at,0.00189237,2.5e-05,-8.04,3.11183,-1.02,RGS16,regulator of G-protein signaling 16
294,219951_s_at,0.00190764,2.53e-05,-8.02,3.09861,-0.588,DZANK1,double zinc ribbon and ankyrin repeat domains 1
295,205249_at,0.00190764,2.53e-05,-8.02,3.09669,-1.16,EGR2,early growth response 2
296,211941_s_at,0.00191059,2.55e-05,-8.02,3.09167,-0.609,PEBP1,phosphatidylethanolamine binding protein 1
297,220927_s_at,0.0019554,2.62e-05,-7.99,3.06455,-0.661,HPSE2,heparanase 2 (inactive)
298,217691_x_at,0.0019702,2.65e-05,7.98,3.05265,0.942,MIR6787///SLC16A3,microRNA 6787///solute carrier family 16 member 3
299,204718_at,0.0019702,2.66e-05,-7.97,3.04547,-0.505,EPHB6,EPH receptor B6
300,216733_s_at,0.0019702,2.66e-05,-7.97,3.04546,-0.92,GATM,glycine amidinotransferase
301,200660_at,0.0019702,2.67e-05,7.97,3.04321,0.708,S100A11,S100 calcium binding protein A11
302,218039_at,0.00197031,2.68e-05,7.97,3.03977,0.973,NUSAP1,nucleolar and spindle associated protein 1
303,211562_s_at,0.00198284,2.71e-05,-7.96,3.02925,-0.612,LMOD1,leiomodin 1
304,203682_s_at,0.00198284,2.71e-05,-7.95,3.02656,-0.576,IVD,isovaleryl-CoA dehydrogenase
305,43427_at,0.00202016,2.77e-05,-7.93,3.00415,-0.631,ACACB,acetyl-CoA carboxylase beta
306,215047_at,0.00203702,2.81e-05,-7.92,2.99231,-0.747,TRIM58,tripartite motif containing 58
307,219148_at,0.00203802,2.82e-05,7.91,2.98848,0.825,PBK,PDZ binding kinase
308,212014_x_at,0.00204979,2.84e-05,7.91,2.97928,0.505,CD44,CD44 molecule (Indian blood group)
311,203755_at,0.002087,2.92e-05,7.88,2.95098,0.761,BUB1B,BUB1 mitotic checkpoint serine/threonine kinase B
312,210819_x_at,0.00208878,2.93e-05,-7.87,2.94683,-0.504,DIO2,"deiodinase, iodothyronine, type II"
313,209956_s_at,0.00210269,2.98e-05,-7.86,2.93021,-0.726,CAMK2B,calcium/calmodulin dependent protein kinase II beta
314,203117_s_at,0.00210269,2.99e-05,-7.85,2.92799,-0.533,PAN2,PAN2 poly(A) specific ribonuclease subunit
315,205139_s_at,0.00210269,2.99e-05,-7.85,2.92745,-0.559,UST,uronyl 2-sulfotransferase
316,213664_at,0.00210269,2.99e-05,-7.85,2.92703,-0.955,SLC1A1,solute carrier family 1 member 1
317,207415_at,0.00211899,3.04e-05,-7.84,2.91197,-0.597,PLA2R1,phospholipase A2 receptor 1
318,209900_s_at,0.00211899,3.04e-05,7.84,2.91192,0.723,SLC16A1,solute carrier family 16 member 1
319,205160_at,0.00211899,3.04e-05,-7.84,2.90949,-0.701,PEX11A,peroxisomal biogenesis factor 11 alpha
321,210006_at,0.00212573,3.08e-05,-7.83,2.89833,-0.526,ABHD14A///ACY1,abhydrolase domain containing 14A///aminoacylase 1
322,210473_s_at,0.00212573,3.09e-05,-7.82,2.89524,-0.528,ADGRA3,adhesion G protein-coupled receptor A3
323,209398_at,0.00212573,3.09e-05,-7.82,2.89247,-0.598,HIST1H1C,"histone cluster 1, H1c"
328,203761_at,0.00212573,3.15e-05,7.8,2.87508,0.673,SLA,Src-like-adaptor
329,213071_at,0.00212573,3.15e-05,-7.8,2.87472,-1.16,DPT,dermatopontin
330,200783_s_at,0.00214458,3.19e-05,7.79,2.86093,0.714,STMN1,stathmin 1
331,202744_at,0.00214458,3.21e-05,-7.78,2.85603,-0.687,SLC20A2,solute carrier family 20 member 2
332,212843_at,0.00214458,3.22e-05,-7.78,2.8513,-0.897,NCAM1,neural cell adhesion molecule 1
333,213746_s_at,0.00214458,3.23e-05,7.78,2.84956,0.681,FLNA,filamin A
334,205549_at,0.00214458,3.23e-05,-7.78,2.84929,-1.58,PCP4,Purkinje cell protein 4
335,221539_at,0.00214458,3.23e-05,7.78,2.84721,0.834,EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1
336,203764_at,0.00214789,3.26e-05,7.77,2.83918,0.923,DLGAP5,DLG associated protein 5
337,203085_s_at,0.00214789,3.27e-05,7.77,2.83686,0.817,TGFB1,transforming growth factor beta 1
338,213924_at,0.00214789,3.27e-05,-7.76,2.83634,-0.78,GNAL,G protein subunit alpha L
339,206108_s_at,0.00214789,3.28e-05,7.76,2.8335,0.546,SRSF6,serine and arginine rich splicing factor 6
340,210299_s_at,0.00215223,3.31e-05,-7.75,2.82459,-0.868,FHL1,four and a half LIM domains 1
342,218308_at,0.00215223,3.32e-05,7.75,2.81979,0.638,TACC3,transforming acidic coiled-coil containing protein 3
343,209172_s_at,0.00215223,3.32e-05,7.75,2.81944,0.67,CENPF,centromere protein F
344,219947_at,0.00215336,3.34e-05,7.74,2.81317,0.565,CLEC4A,C-type lectin domain family 4 member A
346,207069_s_at,0.00215435,3.36e-05,-7.74,2.80694,-0.999,SMAD6,SMAD family member 6
347,218115_at,0.00215435,3.36e-05,7.74,2.80658,0.716,ASF1B,anti-silencing function 1B histone chaperone
348,212543_at,0.0021652,3.39e-05,7.73,2.79802,0.623,AIM1,absent in melanoma 1
350,211215_x_at,0.00217097,3.42e-05,-7.72,2.7899,-0.543,DIO2,"deiodinase, iodothyronine, type II"
352,205227_at,0.00218799,3.47e-05,7.71,2.77606,0.737,IL1RAP,interleukin 1 receptor accessory protein
353,202954_at,0.00218815,3.48e-05,7.7,2.77309,0.835,UBE2C,ubiquitin conjugating enzyme E2 C
356,209293_x_at,0.002225,3.56e-05,-7.68,2.7473,-1.34,ID4,"inhibitor of DNA binding 4, HLH protein"
358,214581_x_at,0.00224231,3.62e-05,7.66,2.73236,0.623,TNFRSF21,TNF receptor superfamily member 21
359,205672_at,0.00224231,3.62e-05,-7.66,2.73076,-0.523,XPA,"XPA, DNA damage recognition and repair factor"
360,204199_at,0.00227584,3.7e-05,-7.64,2.70951,-0.903,RALGPS1,Ral GEF with PH domain and SH3 binding motif 1
361,208018_s_at,0.00227584,3.71e-05,7.64,2.70716,0.654,HCK,"HCK proto-oncogene, Src family tyrosine kinase"
364,212980_at,0.00227584,3.74e-05,-7.63,2.69902,-0.56,AHSA2,"AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)"
365,204612_at,0.00227584,3.74e-05,-7.63,2.69857,-0.881,PKIA,"protein kinase (cAMP-dependent, catalytic) inhibitor alpha"
366,204724_s_at,0.00227874,3.75e-05,-7.63,2.69445,-1.58,COL9A3,collagen type IX alpha 3 chain
368,219077_s_at,0.00231614,3.84e-05,-7.61,2.67216,-0.737,WWOX,WW domain containing oxidoreductase
370,40093_at,0.00233128,3.88e-05,-7.59,2.65901,-0.862,BCAM,basal cell adhesion molecule (Lutheran blood group)
371,205499_at,0.00233128,3.9e-05,7.59,2.65582,0.821,SRPX2,"sushi repeat containing protein, X-linked 2"
372,205200_at,0.00233128,3.91e-05,-7.59,2.65221,-1.06,EXOSC7///CLEC3B,exosome component 7///C-type lectin domain family 3 member B
374,212998_x_at,0.00233128,3.93e-05,7.58,2.64636,0.714,LOC101060835///HLA-DQB1,"HLA class II histocompatibility antigen, DQ beta 1 chain-like///major histocompatibility complex, class II, DQ beta 1"
375,217739_s_at,0.00233128,3.93e-05,7.58,2.64617,0.598,NAMPT,nicotinamide phosphoribosyltransferase
376,205343_at,0.00233619,3.96e-05,-7.58,2.64054,-0.528,SULT1C2,sulfotransferase family 1C member 2
380,202180_s_at,0.00236789,4.05e-05,7.55,2.6166,0.596,MVP,major vault protein
381,202208_s_at,0.00236903,4.06e-05,7.55,2.61341,0.931,ARL4C,ADP ribosylation factor like GTPase 4C
383,204917_s_at,0.00238721,4.11e-05,-7.54,2.60019,-0.615,MLLT3,"MLLT3, super elongation complex subunit"
384,212328_at,0.00240285,4.15e-05,-7.53,2.5908,-0.926,LIMCH1,LIM and calponin homology domains 1
385,213392_at,0.00241168,4.18e-05,-7.52,2.58343,-0.549,IQCK,IQ motif containing K
387,208540_x_at,0.00244551,4.26e-05,7.5,2.56371,0.572,,
388,211979_at,0.00244551,4.27e-05,-7.5,2.56127,-0.61,GPR107,G protein-coupled receptor 107
389,49452_at,0.00244551,4.29e-05,-7.5,2.55815,-0.583,ACACB,acetyl-CoA carboxylase beta
392,217986_s_at,0.0025025,4.41e-05,7.47,2.52789,0.603,BAZ1A,bromodomain adjacent to zinc finger domain 1A
394,208079_s_at,0.00253313,4.49e-05,7.45,2.51015,0.838,AURKA,aurora kinase A
395,206093_x_at,0.00253717,4.52e-05,-7.44,2.50326,-0.685,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene)
397,201743_at,0.00253717,4.53e-05,7.44,2.50073,0.811,CD14,CD14 molecule
399,203234_at,0.00256809,4.62e-05,7.42,2.48072,0.762,UPP1,uridine phosphorylase 1
402,218668_s_at,0.00259281,4.69e-05,7.41,2.46481,0.501,RAP2C,"RAP2C, member of RAS oncogene family"
403,209586_s_at,0.00259281,4.7e-05,-7.41,2.46302,-0.507,PRUNE1,prune exopolyphosphatase
405,219493_at,0.00264315,4.82e-05,7.38,2.43814,0.763,SHCBP1,SHC binding and spindle associated 1
407,204971_at,0.00267036,4.89e-05,7.37,2.42254,1.05,CSTA,cystatin A
408,219945_at,0.00267291,4.91e-05,-7.37,2.41904,-0.542,DDX25,DEAD-box helicase 25
409,208130_s_at,0.00271145,4.99e-05,7.35,2.40178,0.874,TBXAS1,thromboxane A synthase 1
410,218585_s_at,0.00271234,5e-05,7.35,2.39894,0.838,DTL,denticleless E3 ubiquitin protein ligase homolog
412,207447_s_at,0.00273371,5.07e-05,-7.33,2.38585,-0.747,MGAT4C,MGAT4 family member C
413,200727_s_at,0.00275792,5.12e-05,7.32,2.37428,0.646,ACTR2,ARP2 actin related protein 2 homolog
416,202234_s_at,0.0027677,5.18e-05,7.31,2.3632,0.696,SLC16A1,solute carrier family 16 member 1
417,219328_at,0.00282377,5.3e-05,-7.29,2.34007,-0.501,DDX31,DEAD-box helicase 31
418,205240_at,0.00289927,5.45e-05,7.26,2.31042,0.92,GPSM2,G-protein signaling modulator 2
419,205046_at,0.00294534,5.55e-05,7.25,2.29171,0.984,CENPE,centromere protein E
421,202338_at,0.00294727,5.58e-05,7.24,2.28614,0.76,TK1,thymidine kinase 1
422,202259_s_at,0.00298295,5.66e-05,-7.23,2.27129,-0.521,N4BP2L2,NEDD4 binding protein 2 like 2
425,212225_at,0.00301757,5.77e-05,-7.21,2.25211,-0.773,EIF1,eukaryotic translation initiation factor 1
427,202908_at,0.00302115,5.8e-05,-7.21,2.24606,-0.502,WFS1,wolframin ER transmembrane glycoprotein
428,217755_at,0.0030361,5.85e-05,7.2,2.23855,0.872,HN1,hematological and neurological expressed 1
429,201666_at,0.00305074,5.89e-05,7.19,2.23119,0.811,TIMP1,TIMP metallopeptidase inhibitor 1
430,201954_at,0.00308107,5.96e-05,7.18,2.21859,0.574,ARPC1B,actin related protein 2/3 complex subunit 1B
431,204256_at,0.00310583,6.02e-05,7.17,2.20794,0.734,ELOVL6,ELOVL fatty acid elongase 6
432,213603_s_at,0.00310971,6.04e-05,7.17,2.20427,0.732,RAC2,"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)"
433,221922_at,0.00311153,6.06e-05,7.16,2.20129,0.811,GPSM2,G-protein signaling modulator 2
435,210809_s_at,0.00313395,6.14e-05,7.15,2.18826,1.16,POSTN,periostin
437,218471_s_at,0.00313481,6.18e-05,-7.15,2.18179,-0.51,BBS1,Bardet-Biedl syndrome 1
441,215193_x_at,0.0031812,6.32e-05,7.12,2.1575,0.512,LOC101060835///LOC100996809///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1,"HLA class II histocompatibility antigen, DQ beta 1 chain-like///HLA class II histocompatibility antigen, DRB1-10 beta chain-like///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 3///major histocompatibility complex, class II, DR beta 1///major histocompatibility complex, class II, DQ beta 1"
445,203178_at,0.00323092,6.49e-05,-7.1,2.13061,-0.784,GATM,glycine amidinotransferase
446,210978_s_at,0.00323092,6.51e-05,7.1,2.12794,0.526,TAGLN2,transgelin 2
447,221951_at,0.00323092,6.52e-05,-7.1,2.12643,-0.657,TMEM80,transmembrane protein 80
448,200872_at,0.00323092,6.52e-05,7.1,2.1251,0.681,S100A10,S100 calcium binding protein A10
450,204266_s_at,0.00323092,6.57e-05,-7.09,2.11764,-0.566,CHKA,choline kinase alpha
452,203386_at,0.00323092,6.59e-05,-7.09,2.11544,-0.557,TBC1D4,TBC1 domain family member 4
453,211668_s_at,0.00323092,6.59e-05,7.09,2.11459,1.02,PLAU,"plasminogen activator, urokinase"
454,210524_x_at,0.00323092,6.6e-05,-7.08,2.11351,-0.859,,
455,218883_s_at,0.00323092,6.61e-05,7.08,2.11139,0.81,CENPU,centromere protein U
457,219836_at,0.0032407,6.68e-05,-7.07,2.10136,-1.46,ZBED2,zinc finger BED-type containing 2
458,214602_at,0.0032407,6.69e-05,-7.07,2.09957,-0.542,COL4A4,collagen type IV alpha 4 chain
460,211470_s_at,0.00324594,6.72e-05,-7.07,2.09534,-0.929,SULT1C2,sulfotransferase family 1C member 2
462,220330_s_at,0.00326775,6.79e-05,7.06,2.08371,0.731,SAMSN1,"SAM domain, SH3 domain and nuclear localization signals 1"
463,201014_s_at,0.00326775,6.8e-05,7.06,2.08173,0.555,PAICS,phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase
465,207981_s_at,0.00327238,6.84e-05,-7.05,2.07582,-0.772,ESRRG,estrogen related receptor gamma
466,212021_s_at,0.00330242,6.92e-05,7.04,2.06417,0.59,MKI67,marker of proliferation Ki-67
467,219276_x_at,0.00330598,6.94e-05,-7.04,2.06084,-0.527,CAAP1,caspase activity and apoptosis inhibitor 1
468,211712_s_at,0.00332396,7.01e-05,-7.03,2.05029,-0.584,ANXA9,annexin A9
471,210751_s_at,0.00337343,7.17e-05,-7.01,2.02743,-0.766,RGN,regucalcin
472,201560_at,0.00337343,7.17e-05,7.01,2.0273,0.546,CLIC4,chloride intracellular channel 4
476,210916_s_at,0.00340833,7.3e-05,6.99,2.00881,0.6,CD44,CD44 molecule (Indian blood group)
478,204570_at,0.00341235,7.34e-05,-6.99,2.00412,-1.08,COX7A1,cytochrome c oxidase subunit 7A1
479,218542_at,0.00341984,7.37e-05,6.98,1.9997,1.13,CEP55,centrosomal protein 55
480,205798_at,0.00345192,7.46e-05,6.97,1.98708,0.578,IL7R,interleukin 7 receptor
481,213733_at,0.00345192,7.47e-05,6.97,1.98575,0.618,MYO1F,myosin IF
482,202003_s_at,0.00346548,7.51e-05,-6.96,1.97955,-1.25,ACAA2,acetyl-CoA acyltransferase 2
483,219587_at,0.0035777,7.78e-05,-6.93,1.94367,-0.662,TTC12,tetratricopeptide repeat domain 12
484,210527_x_at,0.0035777,7.79e-05,6.93,1.94233,0.541,TUBA3D///TUBA3C,tubulin alpha 3d///tubulin alpha 3c
485,218552_at,0.00359964,7.85e-05,-6.92,1.93388,-0.84,ECHDC2,enoyl-CoA hydratase domain containing 2
486,206320_s_at,0.00360541,7.88e-05,-6.92,1.9301,-0.722,SMAD9,SMAD family member 9
487,207165_at,0.00362078,7.94e-05,6.91,1.92258,0.968,HMMR,hyaluronan mediated motility receptor
488,208940_at,0.00362078,7.95e-05,-6.91,1.92146,-0.614,SEPHS1,selenophosphate synthetase 1
489,204825_at,0.00363252,7.99e-05,6.91,1.916,1.14,MELK,maternal embryonic leucine zipper kinase
490,204606_at,0.00365271,8.08e-05,-6.9,1.90435,-0.969,CCL21,C-C motif chemokine ligand 21
491,37512_at,0.00365271,8.08e-05,-6.9,1.90413,-0.963,HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
493,213418_at,0.00365271,8.1e-05,6.9,1.90186,0.643,HSPA6,heat shock protein family A (Hsp70) member 6
495,206364_at,0.00366423,8.16e-05,6.89,1.89442,0.72,KIF14,kinesin family member 14
496,209850_s_at,0.00366853,8.18e-05,-6.89,1.89113,-0.735,CDC42EP2,CDC42 effector protein 2
497,215527_at,0.0036698,8.2e-05,-6.88,1.88869,-0.528,KHDRBS2,"KH RNA binding domain containing, signal transduction associated 2"
498,215800_at,0.00372871,8.35e-05,-6.87,1.86986,-0.67,DUOX1,dual oxidase 1
502,202068_s_at,0.00379727,8.57e-05,6.84,1.843,0.519,LDLR,low density lipoprotein receptor
504,204767_s_at,0.00382483,8.67e-05,6.83,1.83143,0.755,FEN1,flap structure-specific endonuclease 1
505,205952_at,0.00383865,8.73e-05,-6.83,1.82394,-0.634,KCNK3,potassium two pore domain channel subfamily K member 3
508,212814_at,0.00384358,8.78e-05,-6.82,1.81821,-0.538,AHCYL2,adenosylhomocysteinase like 2
510,211990_at,0.00387357,8.89e-05,6.81,1.80476,0.508,HLA-DPA1,"major histocompatibility complex, class II, DP alpha 1"
512,209732_at,0.00388411,8.96e-05,6.8,1.79757,0.731,CLEC2B,C-type lectin domain family 2 member B
514,210517_s_at,0.0038909,8.99e-05,-6.8,1.79341,-0.557,AKAP12,A-kinase anchoring protein 12
515,212680_x_at,0.00391162,9.06e-05,6.79,1.7859,0.768,PPP1R14B,protein phosphatase 1 regulatory inhibitor subunit 14B
517,202350_s_at,0.00393127,9.14e-05,-6.78,1.77671,-1.23,LOC100506558///MATN2,uncharacterized LOC100506558///matrilin 2
518,205076_s_at,0.00395374,9.21e-05,6.78,1.76881,0.604,MTMR11,myotubularin related protein 11
519,209613_s_at,0.00396033,9.24e-05,-6.77,1.76509,-0.691,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide"
521,209552_at,0.00397693,9.32e-05,-6.77,1.75679,-1.38,PAX8,paired box 8
523,206544_x_at,0.00399519,9.39e-05,-6.76,1.74808,-0.518,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
524,219607_s_at,0.00401128,9.45e-05,6.75,1.74194,0.993,MS4A4A,membrane spanning 4-domains A4A
525,211596_s_at,0.00401281,9.49e-05,-6.75,1.73807,-0.507,LRIG1,leucine rich repeats and immunoglobulin like domains 1
526,205083_at,0.00401281,9.5e-05,-6.75,1.73657,-0.681,AOX1,aldehyde oxidase 1
528,214528_s_at,0.00401281,9.53e-05,-6.75,1.73369,-1.35,PAX8,paired box 8
529,204822_at,0.00401374,9.55e-05,6.75,1.73149,0.794,TTK,TTK protein kinase
530,210629_x_at,0.00403005,9.6e-05,6.74,1.72534,0.58,LST1,leukocyte specific transcript 1
535,202856_s_at,0.00415003,9.98e-05,6.71,1.68524,1.16,MIR6787///SLC16A3,microRNA 6787///solute carrier family 16 member 3
537,222036_s_at,0.00415391,0.000101,6.7,1.67721,0.725,MCM4,minichromosome maintenance complex component 4
540,209344_at,0.00415479,0.000101,6.7,1.67443,0.701,TPM4,tropomyosin 4
541,215443_at,0.0041899,0.000102,-6.69,1.6638,-1.38,TSHR,thyroid stimulating hormone receptor
542,212020_s_at,0.00422444,0.000103,6.68,1.65178,0.511,MKI67,marker of proliferation Ki-67
543,222256_s_at,0.00422444,0.000103,-6.68,1.65147,-0.706,JMJD7///JMJD7-PLA2G4B,jumonji domain containing 7///JMJD7-PLA2G4B readthrough
545,205167_s_at,0.00423832,0.000104,6.67,1.64427,0.593,CDC25C,cell division cycle 25C
546,204774_at,0.00425215,0.000105,6.66,1.6374,0.54,EVI2A,ecotropic viral integration site 2A
550,214930_at,0.00427483,0.000106,-6.65,1.62467,-0.579,SLITRK5,SLIT and NTRK like family member 5
551,214823_at,0.00427483,0.000106,-6.65,1.62406,-0.538,ZNF204P,"zinc finger protein 204, pseudogene"
553,202094_at,0.00427543,0.000106,6.65,1.62016,0.611,BIRC5,baculoviral IAP repeat containing 5
554,203961_at,0.00428324,0.000107,-6.65,1.6164,-1.3,NEBL,nebulette
557,206385_s_at,0.00428635,0.000107,-6.64,1.60918,-0.889,ANK3,"ankyrin 3, node of Ranvier (ankyrin G)"
558,222171_s_at,0.00428635,0.000108,-6.64,1.60706,-0.903,PKNOX2,PBX/knotted 1 homeobox 2
563,203370_s_at,0.00435779,0.00011,6.62,1.58183,0.689,PDLIM7,PDZ and LIM domain 7
564,220203_at,0.00436162,0.000111,-6.61,1.57909,-0.793,BMP8A,bone morphogenetic protein 8a
566,205259_at,0.00439132,0.000112,-6.6,1.56838,-1.04,NR3C2,nuclear receptor subfamily 3 group C member 2
570,219049_at,0.00441422,0.000113,-6.59,1.5557,-1.13,CSGALNACT1,chondroitin sulfate N-acetylgalactosaminyltransferase 1
571,218854_at,0.00442428,0.000114,6.59,1.55102,0.707,DSE,dermatan sulfate epimerase
574,213558_at,0.00447842,0.000116,-6.57,1.53148,-0.509,PCLO,piccolo presynaptic cytomatrix protein
575,214177_s_at,0.00447842,0.000116,-6.57,1.53019,-0.518,PBXIP1,PBX homeobox interacting protein 1
576,211160_x_at,0.00447842,0.000116,6.57,1.52868,0.959,ACTN1,actinin alpha 1
577,201645_at,0.00447842,0.000116,6.57,1.52809,1.63,TNC,tenascin C
579,214505_s_at,0.0045094,0.000117,-6.56,1.51736,-0.763,FHL1,four and a half LIM domains 1
581,203815_at,0.00452206,0.000118,-6.55,1.50896,-1.44,GSTT1,glutathione S-transferase theta 1
582,214745_at,0.00452206,0.000118,-6.55,1.50758,-0.505,PLCH1,phospholipase C eta 1
583,215076_s_at,0.00452206,0.000119,6.55,1.50732,0.797,COL3A1,collagen type III alpha 1 chain
584,210895_s_at,0.004555,0.00012,6.54,1.49802,0.769,CD86,CD86 molecule
585,217763_s_at,0.00455776,0.00012,6.54,1.49562,0.567,RAB31,"RAB31, member RAS oncogene family"
587,205353_s_at,0.00456595,0.00012,-6.54,1.49022,-0.711,PEBP1,phosphatidylethanolamine binding protein 1
588,205394_at,0.00457238,0.000121,6.54,1.48699,0.54,CHEK1,checkpoint kinase 1
590,203249_at,0.00457709,0.000122,-6.53,1.47969,-0.67,EZH1,enhancer of zeste 1 polycomb repressive complex 2 subunit
591,219787_s_at,0.00457709,0.000122,6.53,1.47945,0.734,ECT2,epithelial cell transforming 2
593,214071_at,0.00457709,0.000123,-6.52,1.47295,-0.565,GNAL,G protein subunit alpha L
595,217966_s_at,0.00457709,0.000123,6.52,1.47274,0.609,FAM129A,family with sequence similarity 129 member A
598,207921_x_at,0.00466606,0.000126,-6.5,1.44733,-1.21,PAX8,paired box 8
602,206584_at,0.00470072,0.000127,6.49,1.43389,0.766,LY96,lymphocyte antigen 96
603,220917_s_at,0.00470704,0.000128,-6.49,1.42907,-0.574,WDR19,WD repeat domain 19
604,212012_at,0.00470704,0.000128,6.48,1.42766,0.815,PXDN,peroxidasin
605,204675_at,0.00470704,0.000128,6.48,1.42721,0.578,SRD5A1,steroid 5 alpha-reductase 1
606,205859_at,0.00470704,0.000128,6.48,1.42457,0.631,LY86,lymphocyte antigen 86
610,204962_s_at,0.0047148,0.000129,6.48,1.41711,0.865,SLC35F6///CENPA,solute carrier family 35 member F6///centromere protein A
613,211654_x_at,0.00475696,0.000131,6.46,1.40097,0.53,HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1"
614,201720_s_at,0.00475696,0.000131,6.46,1.40036,0.838,LAPTM5,lysosomal protein transmembrane 5
615,204122_at,0.00475696,0.000132,6.46,1.39941,0.753,TYROBP,TYRO protein tyrosine kinase binding protein
