,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
4454,1560720_at,1.76e-10,1.43e-11,8.4240646,15.933251,0.95568755,MKNK1,MAP kinase interacting serine/threonine kinase 1
4455,234902_s_at,1.76e-10,1.43e-11,-8.4239325,15.932754,-1.10841326,ZNF416,zinc finger protein 416
4456,201620_at,1.76e-10,1.43e-11,-8.4239245,15.932724,-0.72012757,MBTPS1,"membrane bound transcription factor peptidase, site 1"
4457,221732_at,1.76e-10,1.43e-11,8.4238241,15.932345,0.59773406,CANT1,calcium activated nucleotidase 1
4458,242923_at,1.76e-10,1.43e-11,-8.4237022,15.931886,-1.13643084,ZNF678,zinc finger protein 678
4459,201116_s_at,1.77e-10,1.44e-11,-8.4223708,15.926869,-2.04794055,CPE,carboxypeptidase E
4460,225267_at,1.78e-10,1.45e-11,8.4211794,15.92238,0.86350392,KPNA4,karyopherin subunit alpha 4
4461,228089_x_at,1.78e-10,1.45e-11,-8.4211603,15.922308,-0.66402957,MIR6748///TMEM179B,microRNA 6748///transmembrane protein 179B
4462,224848_at,1.78e-10,1.45e-11,8.4209417,15.921484,1.31677868,CDK6,cyclin dependent kinase 6
4463,217842_at,1.78e-10,1.45e-11,-8.4204656,15.91969,-0.90218533,C7orf55-LUC7L2///LUC7L2,"C7orf55-LUC7L2 readthrough///LUC7 like 2, pre-mRNA splicing factor"
4464,201234_at,1.78e-10,1.45e-11,8.4203198,15.919141,0.57853458,ILK,integrin linked kinase
4465,1557918_s_at,1.79e-10,1.46e-11,8.4186045,15.912677,1.41479986,SLC16A1,solute carrier family 16 member 1
4466,1565638_at,1.79e-10,1.46e-11,8.4185756,15.912568,0.69066451,PMP22,peripheral myelin protein 22
4467,205514_at,1.8e-10,1.47e-11,-8.4178134,15.909696,-1.97665172,ZNF415,zinc finger protein 415
4468,239937_at,1.8e-10,1.47e-11,8.4174903,15.908478,1.72513976,ZNF207,zinc finger protein 207
4469,1553297_a_at,1.8e-10,1.47e-11,8.4170894,15.906968,1.32315012,CSF3R,colony stimulating factor 3 receptor
4470,241890_at,1.81e-10,1.48e-11,-8.4154564,15.900814,-1.14588263,,
4471,227284_at,1.81e-10,1.48e-11,-8.4154109,15.900643,-0.58552461,ZNF766,zinc finger protein 766
4472,202843_at,1.81e-10,1.48e-11,-8.4153618,15.900457,-1.55028998,DNAJB9,DnaJ heat shock protein family (Hsp40) member B9
4473,229854_at,1.82e-10,1.49e-11,-8.4139696,15.895211,-0.97564522,OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"
4474,228834_at,1.83e-10,1.5e-11,-8.4119504,15.887601,-1.93557137,TOB1,"transducer of ERBB2, 1"
4475,212809_at,1.84e-10,1.51e-11,8.4107663,15.883139,1.15067223,NFATC2IP,nuclear factor of activated T-cells 2 interacting protein
4476,203504_s_at,1.85e-10,1.51e-11,8.4097625,15.879356,1.22024992,ABCA1,ATP binding cassette subfamily A member 1
4477,226634_at,1.86e-10,1.52e-11,-8.4080097,15.87275,-1.48707963,METTL10,methyltransferase like 10
4478,235840_at,1.87e-10,1.53e-11,-8.4068894,15.868528,-0.92915076,ZKSCAN3,zinc finger with KRAB and SCAN domains 3
4479,226651_at,1.87e-10,1.53e-11,-8.4067133,15.867864,-1.31798907,HOMER1,homer scaffolding protein 1
4480,211382_s_at,1.87e-10,1.53e-11,-8.4065501,15.867249,-1.66402152,TACC2,transforming acidic coiled-coil containing protein 2
4481,61732_r_at,1.88e-10,1.54e-11,-8.40515,15.861972,-1.10590458,IFT74,intraflagellar transport 74
4482,224763_at,1.89e-10,1.55e-11,-8.4038264,15.856983,-1.35472018,LOC100506548///RPL37,uncharacterized LOC100506548///ribosomal protein L37
4483,219024_at,1.89e-10,1.55e-11,-8.4035229,15.855839,-0.94955445,PLEKHA1,pleckstrin homology domain containing A1
4484,218150_at,1.9e-10,1.56e-11,-8.4017074,15.848997,-0.71881687,LOC101929356///ARL5A,uncharacterized LOC101929356///ADP ribosylation factor like GTPase 5A
4485,212324_s_at,1.9e-10,1.56e-11,-8.4016289,15.8487,-0.98994504,VPS13D,vacuolar protein sorting 13 homolog D
4486,226529_at,1.9e-10,1.56e-11,-8.4012416,15.847241,-1.19092674,TMEM106B,transmembrane protein 106B
4487,204010_s_at,1.91e-10,1.57e-11,-8.4007481,15.84538,-1.17015758,KRAS,"KRAS proto-oncogene, GTPase"
4488,227251_at,1.91e-10,1.57e-11,-8.3995478,15.840856,-0.72882817,DCAF5,DDB1 and CUL4 associated factor 5
4489,212400_at,1.92e-10,1.57e-11,-8.3994653,15.840545,-0.9093578,FAM102A,family with sequence similarity 102 member A
4490,205070_at,1.92e-10,1.57e-11,-8.3991672,15.839422,-0.81524231,ING3,inhibitor of growth family member 3
4491,226661_at,1.92e-10,1.58e-11,8.3985094,15.836942,2.43019266,CDCA2,cell division cycle associated 2
4492,213098_at,1.92e-10,1.58e-11,8.3983415,15.83631,0.76797079,CNOT9,CCR4-NOT transcription complex subunit 9
4493,241938_at,1.93e-10,1.59e-11,8.3965304,15.829483,1.96351345,QKI,"QKI, KH domain containing RNA binding"
4494,219951_s_at,1.94e-10,1.59e-11,-8.3961626,15.828096,-1.28216946,DZANK1,double zinc ribbon and ankyrin repeat domains 1
4495,210568_s_at,1.94e-10,1.6e-11,8.39556,15.825825,1.34573326,RECQL,RecQ like helicase
4496,1556658_a_at,1.95e-10,1.6e-11,8.3944823,15.821762,2.23569819,,
4497,207550_at,1.96e-10,1.61e-11,-8.3932775,15.817221,-1.09398222,MPL,"MPL proto-oncogene, thrombopoietin receptor"
4498,205171_at,1.97e-10,1.62e-11,-8.3916195,15.81097,-1.52969259,PTPN4,"protein tyrosine phosphatase, non-receptor type 4"
4499,229735_s_at,1.97e-10,1.62e-11,-8.3914007,15.810146,-1.28672848,NIPAL3,NIPA like domain containing 3
4500,223747_x_at,1.97e-10,1.62e-11,-8.3910816,15.808943,-0.82168762,WWOX,WW domain containing oxidoreductase
4501,205959_at,1.98e-10,1.63e-11,8.3903448,15.806165,3.19581974,MMP13,matrix metallopeptidase 13
4502,225435_at,1.98e-10,1.63e-11,-8.3900943,15.805221,-1.4090714,SSR1,signal sequence receptor subunit 1
4503,231175_at,1.98e-10,1.63e-11,8.3900873,15.805195,1.6137741,BEND6,BEN domain containing 6
4504,1559882_at,1.98e-10,1.63e-11,8.3898143,15.804165,1.26523793,SAMHD1,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
4505,218677_at,1.98e-10,1.63e-11,-8.3895425,15.803141,-2.32535007,S100A14,S100 calcium binding protein A14
4506,234953_x_at,1.99e-10,1.64e-11,-8.3889128,15.800767,-0.99893869,ZNF19,zinc finger protein 19
4507,226317_at,1.99e-10,1.64e-11,-8.3885732,15.799487,-0.7908485,PPP4R2,protein phosphatase 4 regulatory subunit 2
4508,220615_s_at,1.99e-10,1.64e-11,8.3876853,15.796139,1.73264969,FAR2,fatty acyl-CoA reductase 2
4509,1558662_s_at,1.99e-10,1.64e-11,-8.3876387,15.795964,-1.92165843,BANK1,B-cell scaffold protein with ankyrin repeats 1
4510,202582_s_at,2e-10,1.65e-11,8.3870845,15.793874,0.60854923,RANBP9,RAN binding protein 9
4511,217986_s_at,2e-10,1.65e-11,8.3869919,15.793525,1.74232092,BAZ1A,bromodomain adjacent to zinc finger domain 1A
4512,208868_s_at,2e-10,1.65e-11,-8.3867795,15.792724,-1.17274102,GABARAPL1,GABA type A receptor associated protein like 1
4513,228238_at,2e-10,1.65e-11,8.3864439,15.791459,1.52831373,SNORD77///SNORD76///SNORD74///GAS5///SNORD44///SNORD47///SNORD80///SNORD79///SNORD81,"small nucleolar RNA, C/D box 77///small nucleolar RNA, C/D box 76///small nucleolar RNA, C/D box 74///growth arrest specific 5 (non-protein coding)///small nucleolar RNA, C/D box 44///small nucleolar RNA, C/D box 47///small nucleolar RNA, C/D box 80///small nucleolar RNA, C/D box 79///small nucleolar RNA, C/D box 81"
4514,221496_s_at,2.01e-10,1.66e-11,-8.3856175,15.788344,-1.26524981,TOB2,"transducer of ERBB2, 2"
4515,229627_at,2.01e-10,1.66e-11,-8.385571,15.788168,-1.08293332,CCDC180///LOC100499484-C9ORF174,coiled-coil domain containing 180///LOC100499484-C9orf174 readthrough
4516,213260_at,2.01e-10,1.66e-11,8.385497,15.787889,0.92157088,FOXC1,forkhead box C1
4517,205860_x_at,2.01e-10,1.66e-11,8.3852013,15.786774,1.49485674,FOLH1B///FOLH1,folate hydrolase 1B///folate hydrolase (prostate-specific membrane antigen) 1
4518,218263_s_at,2.02e-10,1.67e-11,-8.3843281,15.783482,-0.56660954,ZBED5,zinc finger BED-type containing 5
4519,225401_at,2.02e-10,1.67e-11,8.3840193,15.782318,0.83103872,GLMP,glycosylated lysosomal membrane protein
4520,203628_at,2.02e-10,1.67e-11,-8.3838366,15.781629,-2.10908001,IGF1R,insulin like growth factor 1 receptor
4521,204994_at,2.02e-10,1.67e-11,8.3833,15.779606,1.99303945,MX2,MX dynamin like GTPase 2
4522,226148_at,2.02e-10,1.67e-11,-8.383036,15.778611,-0.91549653,ZBTB44,zinc finger and BTB domain containing 44
4524,223466_x_at,2.03e-10,1.68e-11,-8.3823338,15.775963,-1.31051075,COL4A3BP,collagen type IV alpha 3 binding protein
4525,208476_s_at,2.03e-10,1.68e-11,8.3819208,15.774407,1.28735163,FRMD4A,FERM domain containing 4A
4526,227075_at,2.04e-10,1.69e-11,-8.3805832,15.769364,-0.69933155,ELP3,elongator acetyltransferase complex subunit 3
4527,223229_at,2.05e-10,1.69e-11,8.379794,15.766388,2.43387873,UBE2T,ubiquitin conjugating enzyme E2 T
4528,208957_at,2.05e-10,1.7e-11,-8.3792712,15.764417,-0.73543356,ERP44,endoplasmic reticulum protein 44
4529,209180_at,2.05e-10,1.7e-11,8.3787226,15.762348,0.99785286,RABGGTB,Rab geranylgeranyltransferase beta subunit
4530,229593_at,2.05e-10,1.7e-11,8.3784738,15.76141,1.29995142,H2AFY,H2A histone family member Y
4531,237413_at,2.06e-10,1.71e-11,-8.3778345,15.759,-1.19336036,MAPK10,mitogen-activated protein kinase 10
4532,206053_at,2.06e-10,1.71e-11,-8.3775567,15.757952,-0.79428491,ZNF510,zinc finger protein 510
4533,44696_at,2.06e-10,1.71e-11,-8.3775053,15.757759,-0.63123817,TBC1D13,TBC1 domain family member 13
4534,210891_s_at,2.06e-10,1.71e-11,-8.3774405,15.757514,-0.93706372,GTF2IP4///GTF2IP1///GTF2I,general transcription factor IIi pseudogene 4///general transcription factor IIi pseudogene 1///general transcription factor IIi
4535,211135_x_at,2.06e-10,1.71e-11,8.3773651,15.75723,1.32502791,LILRB3,leukocyte immunoglobulin like receptor B3
4536,207661_s_at,2.07e-10,1.72e-11,8.3763113,15.753256,0.89208067,SH3PXD2A,SH3 and PX domains 2A
4537,225291_at,2.07e-10,1.72e-11,8.375825,15.751423,0.86100534,PNPT1,polyribonucleotide nucleotidyltransferase 1
4538,1569898_a_at,2.07e-10,1.72e-11,-8.3757445,15.75112,-0.84288776,PAXIP1-AS2,PAXIP1 antisense RNA 2
4539,239517_at,2.09e-10,1.74e-11,-8.3733731,15.742178,-1.73457173,LOC100505984///ITGB6,uncharacterized LOC100505984///integrin subunit beta 6
4540,215813_s_at,2.11e-10,1.75e-11,8.3711375,15.733748,1.89262131,PTGS1,prostaglandin-endoperoxide synthase 1
4541,221078_s_at,2.11e-10,1.75e-11,8.3705851,15.731665,1.18873365,CCDC88A,coiled-coil domain containing 88A
4542,225096_at,2.11e-10,1.75e-11,-8.3705813,15.73165,-0.85549798,COPRS,coordinator of PRMT5 and differentiation stimulator
4543,232720_at,2.11e-10,1.76e-11,-8.3704526,15.731165,-1.87351794,LINGO2,leucine rich repeat and Ig domain containing 2
4544,218516_s_at,2.12e-10,1.76e-11,8.3696655,15.728197,1.04186904,IMPAD1,inositol monophosphatase domain containing 1
4545,212450_at,2.12e-10,1.76e-11,-8.3694533,15.727397,-0.97905134,SECISBP2L,SECIS binding protein 2 like
4546,202352_s_at,2.12e-10,1.76e-11,8.3690883,15.72602,0.73379917,PSMD12,"proteasome 26S subunit, non-ATPase 12"
4547,206332_s_at,2.12e-10,1.77e-11,8.3687557,15.724766,2.16476044,IFI16,interferon gamma inducible protein 16
4549,208018_s_at,2.13e-10,1.78e-11,8.3673433,15.71944,2.63896376,HCK,"HCK proto-oncogene, Src family tyrosine kinase"
4550,243336_at,2.14e-10,1.78e-11,-8.3668313,15.717509,-1.07489471,LOC101928042///LOC101927579,uncharacterized LOC101928042///dynamin-1-like
4551,219316_s_at,2.15e-10,1.79e-11,8.3658699,15.713884,1.51480647,FLVCR2,feline leukemia virus subgroup C cellular receptor family member 2
4552,228309_at,2.15e-10,1.79e-11,-8.3657705,15.713509,-0.97401521,APMAP,adipocyte plasma membrane associated protein
4553,201874_at,2.16e-10,1.8e-11,8.3644208,15.708419,0.57522526,MPZL1,myelin protein zero like 1
4554,212691_at,2.16e-10,1.8e-11,8.3641377,15.707352,0.59252027,NUP188,nucleoporin 188
4555,230131_x_at,2.18e-10,1.81e-11,-8.361908,15.698943,-1.42384003,ARSD,arylsulfatase D
4556,226373_at,2.18e-10,1.82e-11,8.361087,15.695847,0.61903127,SFXN5,sideroflexin 5
4557,201916_s_at,2.19e-10,1.82e-11,-8.3602861,15.692826,-0.67791544,SEC63,"SEC63 homolog, protein translocation regulator"
4558,218838_s_at,2.19e-10,1.83e-11,8.3594633,15.689723,0.56297862,TTC31,tetratricopeptide repeat domain 31
4559,204301_at,2.19e-10,1.83e-11,-8.3594309,15.689601,-1.99168578,KBTBD11,kelch repeat and BTB domain containing 11
4560,234290_x_at,2.2e-10,1.83e-11,-8.3589159,15.687659,-1.19341903,MYH14,"myosin, heavy chain 14, non-muscle"
4561,225050_at,2.2e-10,1.84e-11,-8.3587107,15.686884,-0.68366606,ZNF512,zinc finger protein 512
4562,228320_x_at,2.2e-10,1.84e-11,-8.3587071,15.686871,-1.28671508,BICDL1,BICD family like cargo adaptor 1
4563,226791_at,2.21e-10,1.84e-11,8.3574624,15.682177,1.12672584,KIFC2,kinesin family member C2
4564,236458_at,2.22e-10,1.86e-11,-8.3559069,15.67631,-1.07524488,,
4565,208966_x_at,2.23e-10,1.86e-11,8.3552077,15.673673,2.13019983,IFI16,interferon gamma inducible protein 16
4566,203366_at,2.23e-10,1.86e-11,8.3546283,15.671487,0.8228796,POLG,"DNA polymerase gamma, catalytic subunit"
4567,236579_at,2.23e-10,1.86e-11,-8.3546075,15.671409,-0.99692382,NKX2-1-AS1,NKX2-1 antisense RNA 1
4568,224668_at,2.25e-10,1.88e-11,-8.3524867,15.66341,-0.60859569,SYS1,Sys1 golgi trafficking protein
4569,204811_s_at,2.25e-10,1.88e-11,-8.352471,15.663351,-0.92646219,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2
4570,228692_at,2.26e-10,1.89e-11,-8.3513393,15.659082,-1.47600217,PREX2,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"
4571,217201_at,2.27e-10,1.9e-11,8.3499503,15.653843,0.61698621,RASAL2,RAS protein activator like 2
4572,206241_at,2.28e-10,1.91e-11,-8.3483602,15.647845,-1.31749084,KPNA5,karyopherin subunit alpha 5
4573,213100_at,2.28e-10,1.91e-11,8.3483219,15.647701,1.16954753,UNC5B,unc-5 netrin receptor B
4574,202085_at,2.28e-10,1.91e-11,-8.3481637,15.647104,-1.57681641,TJP2,tight junction protein 2
4575,219381_at,2.29e-10,1.91e-11,-8.3475632,15.644839,-1.20255826,C5orf42,chromosome 5 open reading frame 42
4576,1555938_x_at,2.31e-10,1.93e-11,8.3449501,15.634982,2.08436471,VIM,vimentin
4577,222946_s_at,2.31e-10,1.94e-11,8.3444198,15.632982,0.8552223,AUNIP,aurora kinase A and ninein interacting protein
4578,229440_at,2.32e-10,1.94e-11,-8.3435033,15.629524,-1.26515428,RBM47,RNA binding motif protein 47
4579,230779_at,2.32e-10,1.95e-11,-8.3433954,15.629117,-1.40282315,TNRC6B,trinucleotide repeat containing 6B
4580,213464_at,2.33e-10,1.95e-11,-8.3429013,15.627253,-1.2319184,SHC2,SHC adaptor protein 2
4581,227449_at,2.33e-10,1.95e-11,-8.3425553,15.625948,-2.83639155,EPHA4,EPH receptor A4
4582,210644_s_at,2.34e-10,1.96e-11,8.3413366,15.621351,2.39395946,LAIR1,leukocyte associated immunoglobulin like receptor 1
4583,209016_s_at,2.35e-10,1.97e-11,-8.3404035,15.617831,-3.19988209,KRT7,keratin 7
4584,218594_at,2.35e-10,1.97e-11,8.3396993,15.615174,0.87824999,HEATR1,HEAT repeat containing 1
4585,1556338_at,2.35e-10,1.97e-11,8.3394503,15.614235,1.93966069,,
4586,206208_at,2.36e-10,1.98e-11,-8.3390497,15.612724,-1.75668958,CA4,carbonic anhydrase 4
4587,212938_at,2.36e-10,1.98e-11,8.3389054,15.612179,1.10545953,COL6A1,collagen type VI alpha 1 chain
4588,213440_at,2.36e-10,1.98e-11,-8.3388376,15.611924,-0.79198554,RAB1A,"RAB1A, member RAS oncogene family"
4589,205662_at,2.37e-10,1.99e-11,-8.3377968,15.607997,-1.17935124,B9D1,B9 domain containing 1
4590,205613_at,2.37e-10,1.99e-11,-8.3376823,15.607565,-1.59251354,SYT17,synaptotagmin 17
4591,1562289_at,2.37e-10,1.99e-11,8.3376766,15.607544,0.77599817,,
4592,235676_at,2.37e-10,1.99e-11,-8.3372257,15.605843,-1.27688158,SEC11C,"SEC11 homolog C, signal peptidase complex subunit"
4593,201065_s_at,2.37e-10,1.99e-11,-8.3368877,15.604568,-0.93454922,GTF2IP4///GTF2IP1///GTF2I,general transcription factor IIi pseudogene 4///general transcription factor IIi pseudogene 1///general transcription factor IIi
4594,219938_s_at,2.38e-10,2e-11,8.3364089,15.602761,1.66826137,PSTPIP2,proline-serine-threonine phosphatase interacting protein 2
4595,215051_x_at,2.38e-10,2e-11,8.336294,15.602328,2.25269328,AIF1,allograft inflammatory factor 1
4596,1559391_s_at,2.38e-10,2e-11,8.3358991,15.600838,1.87824919,,
4597,238428_at,2.39e-10,2.01e-11,-8.3350206,15.597524,-2.15509358,KCNJ15,potassium voltage-gated channel subfamily J member 15
4598,203860_at,2.39e-10,2.01e-11,-8.3344587,15.595404,-1.15916462,PCCA,propionyl-CoA carboxylase alpha subunit
4599,203213_at,2.4e-10,2.02e-11,8.3337016,15.592547,2.66811544,CDK1,cyclin dependent kinase 1
4600,205678_at,2.41e-10,2.03e-11,-8.3325707,15.588281,-0.70990996,AP3B2,adaptor related protein complex 3 beta 2 subunit
4601,218392_x_at,2.43e-10,2.04e-11,8.3304405,15.580244,0.73794988,SFXN1,sideroflexin 1
4602,241881_at,2.43e-10,2.05e-11,-8.3301084,15.578991,-1.40499338,TRIM58,tripartite motif containing 58
4603,242260_at,2.43e-10,2.05e-11,8.329515,15.576752,1.72956305,MATR3,matrin 3
4604,212928_at,2.45e-10,2.06e-11,-8.3277219,15.569987,-0.91718235,TSPYL4,TSPY like 4
4605,1557167_at,2.46e-10,2.07e-11,-8.3268033,15.566521,-1.90886997,HCG11,HLA complex group 11 (non-protein coding)
4606,214668_at,2.47e-10,2.08e-11,-8.3258438,15.5629,-1.05413549,SPRYD7,SPRY domain containing 7
4607,1557411_s_at,2.47e-10,2.08e-11,8.3256979,15.56235,1.78737171,SLC25A43,solute carrier family 25 member 43
4608,230440_at,2.47e-10,2.08e-11,8.3255371,15.561743,1.08678596,ZNF469,zinc finger protein 469
4609,233985_x_at,2.47e-10,2.08e-11,-8.3253752,15.561132,-1.24860846,PPP1R9A,protein phosphatase 1 regulatory subunit 9A
4610,1555483_x_at,2.47e-10,2.08e-11,8.3252832,15.560785,0.80620193,FBLIM1,filamin binding LIM protein 1
4611,1565705_x_at,2.47e-10,2.09e-11,8.3250812,15.560023,1.10891541,,
4612,208647_at,2.48e-10,2.09e-11,-8.3238527,15.555387,-0.60537747,FDFT1,farnesyl-diphosphate farnesyltransferase 1
4613,230727_at,2.48e-10,2.1e-11,-8.3237519,15.555007,-1.01163537,CISD3,CDGSH iron sulfur domain 3
4614,219956_at,2.49e-10,2.1e-11,8.323522,15.55414,1.98225231,GALNT6,polypeptide N-acetylgalactosaminyltransferase 6
4615,235458_at,2.49e-10,2.11e-11,8.3224687,15.550165,2.57631472,HAVCR2,hepatitis A virus cellular receptor 2
4616,211557_x_at,2.5e-10,2.11e-11,8.3223078,15.549558,1.14855542,SLCO2B1,solute carrier organic anion transporter family member 2B1
4617,244297_at,2.5e-10,2.11e-11,-8.3221733,15.54905,-1.87135213,ANKRD18A,ankyrin repeat domain 18A
4618,228445_at,2.5e-10,2.11e-11,-8.3217446,15.547433,-0.85904474,AIFM2,"apoptosis inducing factor, mitochondria associated 2"
4619,202638_s_at,2.5e-10,2.11e-11,8.3216447,15.547056,2.70806787,ICAM1,intercellular adhesion molecule 1
4620,222414_at,2.51e-10,2.12e-11,-8.3202196,15.541679,-1.30079795,KMT2C,lysine methyltransferase 2C
4621,225058_at,2.51e-10,2.12e-11,-8.3201197,15.541302,-0.71033284,MIR6791///GPR108,microRNA 6791///G protein-coupled receptor 108
4622,241834_at,2.52e-10,2.13e-11,-8.3197826,15.540029,-1.57353898,LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNRPN///IPW,"uncharacterized LOC101930404///small nucleolar RNA, C/D box 116-28///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 116-22///small nucleolar RNA, C/D box 116-4///Prader Willi/Angelman region RNA, SNRPN neighbor///small nucleolar RNA, C/D box 107///small nuclear ribonucleoprotein polypeptide N///imprinted in Prader-Willi syndrome (non-protein coding)"
4623,232021_at,2.53e-10,2.14e-11,-8.3182378,15.5342,-1.30613324,GXYLT1,glucoside xylosyltransferase 1
4624,209773_s_at,2.53e-10,2.14e-11,8.3179917,15.533272,4.67479299,RRM2,ribonucleotide reductase regulatory subunit M2
4625,222540_s_at,2.54e-10,2.15e-11,-8.3173856,15.530984,-1.06735799,RSF1,remodeling and spacing factor 1
4626,205233_s_at,2.54e-10,2.15e-11,-8.3170015,15.529535,-1.14850332,PAFAH2,platelet activating factor acetylhydrolase 2
4627,226873_at,2.54e-10,2.15e-11,-8.3168398,15.528925,-1.08114168,FAM63B,family with sequence similarity 63 member B
4628,244687_at,2.54e-10,2.15e-11,-8.3166469,15.528197,-0.81206888,DBT,dihydrolipoamide branched chain transacylase E2
4629,229782_at,2.55e-10,2.16e-11,-8.3163374,15.527029,-3.48803108,RMST,rhabdomyosarcoma 2 associated transcript (non-protein coding)
4630,240154_at,2.55e-10,2.16e-11,8.3162649,15.526756,1.62730852,,
4631,202320_at,2.55e-10,2.16e-11,-8.3159321,15.525499,-0.97412171,GTF3C1,general transcription factor IIIC subunit 1
4632,243013_at,2.55e-10,2.16e-11,-8.3151945,15.522716,-1.00337603,,
4633,222820_at,2.56e-10,2.17e-11,-8.3150679,15.522238,-1.26581705,TNRC6C,trinucleotide repeat containing 6C
4634,243502_at,2.56e-10,2.17e-11,8.3143915,15.519686,1.36466538,GJC1,gap junction protein gamma 1
4635,222302_at,2.56e-10,2.17e-11,8.3140582,15.518428,0.83716675,,
4636,217154_s_at,2.59e-10,2.2e-11,-8.3108775,15.506424,-1.67441033,EDN3,endothelin 3
4637,225893_at,2.6e-10,2.2e-11,-8.3106502,15.505567,-0.82684044,RC3H1,ring finger and CCCH-type domains 1
4638,244788_at,2.6e-10,2.2e-11,8.3103891,15.504582,1.26766745,,
4639,201179_s_at,2.6e-10,2.21e-11,8.3101614,15.503722,1.14046622,GNAI3,G protein subunit alpha i3
4640,227615_at,2.61e-10,2.22e-11,-8.30883,15.498697,-0.96412847,SRRD,SRR1 domain containing
4641,222791_at,2.61e-10,2.22e-11,-8.3087398,15.498357,-1.30184874,RSBN1,round spermatid basic protein 1
4642,228570_at,2.62e-10,2.22e-11,-8.3084381,15.497218,-2.56360153,BTBD11,BTB domain containing 11
4643,1568696_at,2.62e-10,2.22e-11,-8.3079957,15.495549,-1.23994543,CDNF,cerebral dopamine neurotrophic factor
4644,238689_at,2.64e-10,2.24e-11,-8.3057404,15.487037,-2.3843005,ADGRF1,adhesion G protein-coupled receptor F1
4645,211729_x_at,2.64e-10,2.25e-11,8.3053244,15.485467,0.8633095,BLVRA,biliverdin reductase A
4646,227611_at,2.65e-10,2.25e-11,-8.304613,15.482782,-1.1084255,TARSL2,threonyl-tRNA synthetase like 2
4647,205228_at,2.66e-10,2.26e-11,8.3033499,15.478015,0.83560856,RBMS2,RNA binding motif single stranded interacting protein 2
4648,220295_x_at,2.66e-10,2.27e-11,8.3032728,15.477724,2.36840477,DEPDC1,DEP domain containing 1
4649,209294_x_at,2.67e-10,2.27e-11,8.3026799,15.475486,1.07114137,TNFRSF10B,TNF receptor superfamily member 10b
4650,213920_at,2.67e-10,2.28e-11,-8.3020998,15.473297,-2.78877476,CUX2,cut like homeobox 2
4651,236679_x_at,2.68e-10,2.28e-11,8.3014701,15.47092,1.01600481,,
4652,223212_at,2.71e-10,2.3e-11,8.2988758,15.461128,0.5587838,ZDHHC16,zinc finger DHHC-type containing 16
4653,226909_at,2.71e-10,2.3e-11,-8.298693,15.460438,-1.69005044,ZNF518B,zinc finger protein 518B
4654,217369_at,2.71e-10,2.31e-11,8.2983774,15.459246,1.26023101,LOC101930405///IGHG1,uncharacterized LOC101930405///immunoglobulin heavy constant gamma 1 (G1m marker)
4655,218115_at,2.71e-10,2.31e-11,8.2978809,15.457373,1.68058299,ASF1B,anti-silencing function 1B histone chaperone
4656,220578_at,2.72e-10,2.32e-11,8.2971642,15.454667,0.5819541,ADAMTSL4,ADAMTS like 4
4657,222400_s_at,2.73e-10,2.33e-11,-8.2963873,15.451735,-0.7392677,ADI1,acireductone dioxygenase 1
4658,221326_s_at,2.73e-10,2.33e-11,-8.2957958,15.449502,-1.43844558,TUBD1,tubulin delta 1
4659,217591_at,2.74e-10,2.33e-11,8.2953999,15.448008,2.07437185,SKIL,SKI-like proto-oncogene
4660,209893_s_at,2.74e-10,2.34e-11,8.2948206,15.445821,0.76460775,FUT4,fucosyltransferase 4
4661,201335_s_at,2.74e-10,2.34e-11,-8.294781,15.445672,-1.30342487,ARHGEF12,Rho guanine nucleotide exchange factor 12
4662,206932_at,2.76e-10,2.35e-11,8.2934362,15.440595,2.42558656,CH25H,cholesterol 25-hydroxylase
4663,244289_at,2.77e-10,2.37e-11,-8.2918926,15.434769,-2.0656773,ZNF300P1,zinc finger protein 300 pseudogene 1
4664,217951_s_at,2.78e-10,2.37e-11,-8.291407,15.432936,-1.1862144,PHF3,PHD finger protein 3
4665,203819_s_at,2.79e-10,2.38e-11,8.2905724,15.429785,2.41073149,IGF2BP3,insulin like growth factor 2 mRNA binding protein 3
4666,219098_at,2.79e-10,2.38e-11,8.290422,15.429217,0.76665994,MYBBP1A,MYB binding protein 1a
4667,212959_s_at,2.79e-10,2.38e-11,8.2901267,15.428103,1.08313853,GNPTAB,N-acetylglucosamine-1-phosphate transferase alpha and beta subunits
4668,210432_s_at,2.81e-10,2.4e-11,-8.2881462,15.420626,-2.23830382,SCN3A,sodium voltage-gated channel alpha subunit 3
4669,243718_at,2.83e-10,2.42e-11,-8.2859425,15.412307,-1.21489471,,
4670,229015_at,2.85e-10,2.44e-11,-8.2841862,15.405677,-0.93990092,,
4672,227439_at,2.86e-10,2.45e-11,-8.2830921,15.401546,-1.35857569,ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B
