ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID
216272_x_at	5.46e-01	1.68e-01	-1.43	-5.3539255	-7.45e-02	SYDE1	synapse defective Rho GTPase homolog 1	85360
203082_at	5.46e-01	1.68e-01	1.43	-5.3541818	8.73e-02	BMS1	BMS1, ribosome biogenesis factor	9790
215798_at	5.46e-01	1.68e-01	1.43	-5.3543238	7.59e-02	ALDH1L1	aldehyde dehydrogenase 1 family member L1	10840
205794_s_at	5.46e-01	1.68e-01	-1.43	-5.3546689	-1.23e-01	NOVA1	NOVA alternative splicing regulator 1	4857
219127_at	5.46e-01	1.68e-01	-1.43	-5.3548029	-1.50e-01	PRR15L	proline rich 15 like	79170
207724_s_at	5.46e-01	1.68e-01	1.43	-5.3548178	1.11e-01	SPAST	spastin	6683
221446_at	5.46e-01	1.68e-01	1.43	-5.3549965	8.81e-02	ADAM30	ADAM metallopeptidase domain 30	11085
203884_s_at	5.46e-01	1.69e-01	-1.43	-5.3551226	-9.55e-02	RAB11FIP2	RAB11 family interacting protein 2	22841
211880_x_at	5.46e-01	1.69e-01	-1.43	-5.3552175	-9.15e-02	PCDHGA1	protocadherin gamma subfamily A, 1	56114
216422_at	5.46e-01	1.69e-01	1.43	-5.3554732	8.43e-02			
214469_at	5.46e-01	1.69e-01	1.43	-5.3555381	2.13e-01	HIST1H2AE	histone cluster 1, H2ae	3012
212550_at	5.46e-01	1.69e-01	1.43	-5.3560151	9.27e-02	STAT5B	signal transducer and activator of transcription 5B	6777
201873_s_at	5.46e-01	1.69e-01	-1.43	-5.3560327	-6.22e-02	ABCE1	ATP binding cassette subfamily E member 1	6059
212227_x_at	5.46e-01	1.69e-01	-1.43	-5.3560487	-1.04e-01	EIF1	eukaryotic translation initiation factor 1	10209
218815_s_at	5.46e-01	1.69e-01	1.43	-5.3560977	1.10e-01	TMEM51	transmembrane protein 51	55092
207454_at	5.46e-01	1.69e-01	-1.43	-5.3562389	-1.09e-01	GRIK3	glutamate ionotropic receptor kainate type subunit 3	2899
204146_at	5.46e-01	1.69e-01	1.43	-5.3564737	9.73e-02	RAD51AP1	RAD51 associated protein 1	10635
AFFX-TrpnX-M_at	5.46e-01	1.69e-01	1.43	-5.3565073	7.38e-02			
220830_at	5.46e-01	1.69e-01	1.43	-5.3565972	9.76e-02	IMPG2	interphotoreceptor matrix proteoglycan 2	50939
216065_at	5.46e-01	1.69e-01	1.43	-5.3571259	7.33e-02	B3GALT4	beta-1,3-galactosyltransferase 4	8705
205728_at	5.46e-01	1.69e-01	1.43	-5.3572714	4.17e-01	TENM1	teneurin transmembrane protein 1	10178
216766_at	5.46e-01	1.69e-01	1.43	-5.3573025	1.94e-01			
213772_s_at	5.46e-01	1.69e-01	1.43	-5.3574524	1.77e-01	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	23062
205921_s_at	5.46e-01	1.69e-01	1.43	-5.3578166	7.58e-02	SLC6A6	solute carrier family 6 member 6	6533
201309_x_at	5.47e-01	1.69e-01	1.43	-5.3581212	1.24e-01	NREP	neuronal regeneration related protein	9315
204393_s_at	5.47e-01	1.69e-01	1.43	-5.3581899	8.89e-02	ACPP	acid phosphatase, prostate	55
215459_at	5.47e-01	1.69e-01	-1.43	-5.358854	-9.60e-02	CTNS	cystinosin, lysosomal cystine transporter	1497
202376_at	5.47e-01	1.69e-01	-1.43	-5.3589207	-1.87e-01	SERPINA3	serpin family A member 3	12
216773_at	5.47e-01	1.69e-01	1.43	-5.3589365	7.39e-02			
214207_s_at	5.47e-01	1.69e-01	-1.43	-5.3589529	-1.32e-01	CARD10	caspase recruitment domain family member 10	29775
202961_s_at	5.47e-01	1.70e-01	1.43	-5.3596746	7.18e-02	ARMC2-AS1///ATP5J2	ARMC2 antisense RNA 1///ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2	101929716///9551
209738_x_at	5.47e-01	1.70e-01	1.43	-5.3596911	7.91e-02	PSG6	pregnancy specific beta-1-glycoprotein 6	5675
205352_at	5.47e-01	1.70e-01	-1.43	-5.3598005	-1.67e-01	SERPINI1	serpin family I member 1	5274
215748_at	5.47e-01	1.70e-01	-1.43	-5.3603243	-7.17e-02	KLHL35	kelch like family member 35	283212
213450_s_at	5.48e-01	1.70e-01	-1.43	-5.3607015	-9.91e-02	ICOSLG	inducible T-cell costimulator ligand	23308
221208_s_at	5.48e-01	1.70e-01	-1.43	-5.3609176	-1.44e-01	MSANTD2	Myb/SANT DNA binding domain containing 2	79684
206581_at	5.48e-01	1.70e-01	1.43	-5.3610743	7.64e-02	BNC1	basonuclin 1	646
202727_s_at	5.48e-01	1.70e-01	1.43	-5.3612062	1.08e-01	IFNGR1	interferon gamma receptor 1	3459
213670_x_at	5.48e-01	1.70e-01	1.43	-5.3613862	1.67e-01	NSUN5P1	NOP2/Sun RNA methyltransferase family member 5 pseudogene 1	155400
209176_at	5.48e-01	1.70e-01	1.43	-5.3614026	1.06e-01	SEC23IP	SEC23 interacting protein	11196
219400_at	5.48e-01	1.70e-01	-1.43	-5.3616594	-9.77e-02	CNTNAP1	contactin associated protein 1	8506
208731_at	5.48e-01	1.70e-01	-1.43	-5.3617632	-7.36e-02	RAB2A	RAB2A, member RAS oncogene family	5862
202200_s_at	5.48e-01	1.70e-01	1.43	-5.3619499	7.14e-02	SRPK1	SRSF protein kinase 1	6732
213708_s_at	5.48e-01	1.70e-01	1.43	-5.3620103	8.77e-02	MLX	MLX, MAX dimerization protein	6945
202263_at	5.48e-01	1.70e-01	-1.43	-5.3620647	-7.64e-02	CYB5R1	cytochrome b5 reductase 1	51706
203156_at	5.48e-01	1.70e-01	-1.43	-5.3623173	-1.03e-01	AKAP11	A-kinase anchoring protein 11	11215
219455_at	5.48e-01	1.70e-01	-1.43	-5.3623639	-1.26e-01	CFAP69	cilia and flagella associated protein 69	79846
218349_s_at	5.48e-01	1.70e-01	-1.43	-5.3626009	-9.20e-02	ZWILCH	zwilch kinetochore protein	55055
207376_at	5.48e-01	1.70e-01	-1.43	-5.3629094	-1.15e-01	VENTX	VENT homeobox	27287
210153_s_at	5.48e-01	1.70e-01	-1.43	-5.3632141	-8.23e-02	ME2	malic enzyme 2	4200
205189_s_at	5.48e-01	1.70e-01	-1.43	-5.3632328	-7.13e-02	FANCC	Fanconi anemia complementation group C	2176
206843_at	5.48e-01	1.70e-01	-1.43	-5.3633616	-1.35e-01	CRYBA4	crystallin beta A4	1413
214315_x_at	5.48e-01	1.70e-01	-1.43	-5.3634689	-1.67e-01	CALR	calreticulin	811
215957_at	5.48e-01	1.70e-01	-1.43	-5.3637227	-6.80e-02	UBE2D1	ubiquitin conjugating enzyme E2 D1	7321
210267_at	5.48e-01	1.70e-01	1.43	-5.3638073	1.05e-01	NIPAL3	NIPA like domain containing 3	57185
203632_s_at	5.48e-01	1.70e-01	1.43	-5.3640323	1.28e-01	GPRC5B	G protein-coupled receptor class C group 5 member B	51704
219917_at	5.48e-01	1.70e-01	-1.43	-5.3640813	-7.12e-02	ZCCHC4	zinc finger CCHC-type containing 4	29063
206614_at	5.48e-01	1.70e-01	1.43	-5.3640986	2.57e-01	GDF5	growth differentiation factor 5	8200
218057_x_at	5.48e-01	1.70e-01	1.43	-5.3641003	9.69e-02	EMC8	ER membrane protein complex subunit 8	10328
206866_at	5.48e-01	1.71e-01	1.43	-5.364332	1.72e-01	CDH4	cadherin 4	1002
218905_at	5.48e-01	1.71e-01	1.43	-5.3643653	1.27e-01	INTS8	integrator complex subunit 8	55656
209755_at	5.48e-01	1.71e-01	1.42	-5.3647014	2.61e-01	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	23057
218628_at	5.48e-01	1.71e-01	-1.42	-5.3649616	-1.04e-01	CCDC53	coiled-coil domain containing 53	51019
215014_at	5.48e-01	1.71e-01	-1.42	-5.3650579	-1.07e-01	KCND3	potassium voltage-gated channel subfamily D member 3	3752
221123_x_at	5.48e-01	1.71e-01	-1.42	-5.36506	-1.48e-01	FBXO16///ZNF395	F-box protein 16///zinc finger protein 395	157574///55893
212086_x_at	5.48e-01	1.71e-01	-1.42	-5.3655187	-1.27e-01	LMNA	lamin A/C	4000
214055_x_at	5.48e-01	1.71e-01	1.42	-5.3656223	1.84e-01	PRRC2C	proline rich coiled-coil 2C	23215
218803_at	5.49e-01	1.71e-01	1.42	-5.3658746	7.40e-02	CHFR	checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase	55743
214474_at	5.49e-01	1.71e-01	1.42	-5.3659638	7.89e-02	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2	5565
36554_at	5.49e-01	1.71e-01	-1.42	-5.3661538	-1.05e-01	ASMTL	acetylserotonin O-methyltransferase-like	8623
211527_x_at	5.49e-01	1.71e-01	-1.42	-5.3662083	-1.94e-01	VEGFA	vascular endothelial growth factor A	7422
216430_x_at	5.49e-01	1.71e-01	-1.42	-5.366223	-2.18e-01	IGLV1-44	immunoglobulin lambda variable 1-44	28823
51200_at	5.49e-01	1.71e-01	1.42	-5.3665031	9.52e-02	C19orf60	chromosome 19 open reading frame 60	55049
206311_s_at	5.49e-01	1.71e-01	-1.42	-5.3667027	-9.68e-02	PLA2G1B	phospholipase A2 group IB	5319
212197_x_at	5.49e-01	1.71e-01	1.42	-5.3668386	9.31e-02	MPRIP	myosin phosphatase Rho interacting protein	23164
221578_at	5.49e-01	1.71e-01	1.42	-5.366924	2.39e-01	RASSF4	Ras association domain family member 4	83937
218725_at	5.49e-01	1.71e-01	1.42	-5.367137	1.38e-01	SLC25A22	solute carrier family 25 member 22	79751
204388_s_at	5.49e-01	1.71e-01	1.42	-5.3673861	1.09e-01	MAOA	monoamine oxidase A	4128
218326_s_at	5.49e-01	1.71e-01	-1.42	-5.3673927	-1.16e-01	LGR4	leucine rich repeat containing G protein-coupled receptor 4	55366
219869_s_at	5.49e-01	1.71e-01	1.42	-5.3676364	2.84e-01	SLC39A8	solute carrier family 39 member 8	64116
216144_at	5.49e-01	1.71e-01	1.42	-5.3677335	1.15e-01			
220115_s_at	5.49e-01	1.71e-01	-1.42	-5.3681357	-8.96e-02	CDH10	cadherin 10	1008
203598_s_at	5.49e-01	1.71e-01	1.42	-5.3681486	8.72e-02	WBP4	WW domain binding protein 4	11193
220329_s_at	5.49e-01	1.71e-01	1.42	-5.368419	8.25e-02	RMND1	required for meiotic nuclear division 1 homolog	55005
207555_s_at	5.49e-01	1.71e-01	-1.42	-5.3684564	-6.65e-02	TBXA2R	thromboxane A2 receptor	6915
210330_at	5.49e-01	1.72e-01	-1.42	-5.3688535	-1.56e-01	SGCD	sarcoglycan delta	6444
222338_x_at	5.49e-01	1.72e-01	1.42	-5.369253	8.23e-02			
218418_s_at	5.49e-01	1.72e-01	-1.42	-5.3693248	-1.23e-01	KANK2	KN motif and ankyrin repeat domains 2	25959
210512_s_at	5.49e-01	1.72e-01	-1.42	-5.3696281	-9.52e-02	VEGFA	vascular endothelial growth factor A	7422
216661_x_at	5.49e-01	1.72e-01	1.42	-5.3697496	7.41e-02	CYP2C9	cytochrome P450 family 2 subfamily C member 9	1559
208137_x_at	5.49e-01	1.72e-01	1.42	-5.369777	1.80e-01	ZNF611	zinc finger protein 611	81856
200918_s_at	5.49e-01	1.72e-01	1.42	-5.3699419	7.18e-02	SRPRA	SRP receptor alpha subunit	6734
213762_x_at	5.49e-01	1.72e-01	-1.42	-5.3699507	-8.76e-02	LOC101928747///RBMX///SNORD61	uncharacterized LOC101928747///RNA binding motif protein, X-linked///small nucleolar RNA, C/D box 61	101928747///27316///26787
214904_at	5.49e-01	1.72e-01	1.42	-5.3700147	8.48e-02	ZNF41	zinc finger protein 41	7592
221860_at	5.49e-01	1.72e-01	1.42	-5.3701435	1.94e-01			
218460_at	5.49e-01	1.72e-01	-1.42	-5.3703673	-6.98e-02	DNAAF5	dynein axonemal assembly factor 5	54919
205749_at	5.49e-01	1.72e-01	1.42	-5.3704199	7.77e-02	CYP1A1	cytochrome P450 family 1 subfamily A member 1	1543
218703_at	5.50e-01	1.72e-01	-1.42	-5.370804	-7.12e-02	SEC22A	SEC22 homolog A, vesicle trafficking protein	26984
201134_x_at	5.50e-01	1.72e-01	1.42	-5.3708897	6.63e-02	COX7C	cytochrome c oxidase subunit 7C	1350
205863_at	5.50e-01	1.72e-01	-1.42	-5.3710565	-8.11e-02	S100A12	S100 calcium binding protein A12	6283
201984_s_at	5.50e-01	1.72e-01	1.42	-5.37117	1.14e-01	EGFR	epidermal growth factor receptor	1956
204986_s_at	5.50e-01	1.72e-01	1.42	-5.3713191	9.33e-02	TAOK2	TAO kinase 2	9344
221048_x_at	5.50e-01	1.72e-01	-1.42	-5.3713269	-1.32e-01	C17orf80	chromosome 17 open reading frame 80	55028
209273_s_at	5.50e-01	1.72e-01	-1.42	-5.3715376	-9.93e-02	ISCA1	iron-sulfur cluster assembly 1	81689
214812_s_at	5.50e-01	1.72e-01	1.42	-5.3719353	8.37e-02	MOB1A	MOB kinase activator 1A	55233
209968_s_at	5.50e-01	1.72e-01	1.42	-5.3719405	1.45e-01	NCAM1	neural cell adhesion molecule 1	4684
204480_s_at	5.50e-01	1.72e-01	1.42	-5.3720551	7.36e-02	C9orf16	chromosome 9 open reading frame 16	79095
205651_x_at	5.50e-01	1.72e-01	1.42	-5.372342	1.30e-01	RAPGEF4	Rap guanine nucleotide exchange factor 4	11069
210810_s_at	5.50e-01	1.72e-01	1.42	-5.3724427	8.40e-02	SLC6A5	solute carrier family 6 member 5	9152
201587_s_at	5.50e-01	1.72e-01	1.42	-5.3727108	1.38e-01	IRAK1	interleukin 1 receptor associated kinase 1	3654
216040_x_at	5.50e-01	1.72e-01	1.42	-5.3727787	5.99e-02			
204053_x_at	5.50e-01	1.72e-01	1.42	-5.3728165	1.23e-01	PTEN	phosphatase and tensin homolog	5728
221685_s_at	5.50e-01	1.72e-01	-1.42	-5.3732036	-9.90e-02	SPDL1	spindle apparatus coiled-coil protein 1	54908
203040_s_at	5.50e-01	1.72e-01	1.42	-5.3733193	7.75e-02	HMBS	hydroxymethylbilane synthase	3145
217430_x_at	5.50e-01	1.73e-01	-1.42	-5.3735254	-8.08e-02	COL1A1	collagen type I alpha 1 chain	1277
217018_at	5.50e-01	1.73e-01	-1.42	-5.3735744	-7.49e-02	PDSS2	prenyl (decaprenyl) diphosphate synthase, subunit 2	57107
215573_at	5.50e-01	1.73e-01	1.42	-5.3738077	8.36e-02	CAT	catalase	847
203478_at	5.50e-01	1.73e-01	-1.42	-5.3740607	-9.58e-02	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	4717
207161_at	5.50e-01	1.73e-01	1.42	-5.3741739	1.12e-01	KIAA0087	KIAA0087	9808
220628_s_at	5.50e-01	1.73e-01	1.42	-5.3742897	7.23e-02	SDK2	sidekick cell adhesion molecule 2	54549
208859_s_at	5.50e-01	1.73e-01	1.42	-5.3743158	1.22e-01	ATRX	ATRX, chromatin remodeler	546
65517_at	5.50e-01	1.73e-01	1.42	-5.3743478	8.69e-02	AP1M2	adaptor related protein complex 1 mu 2 subunit	10053
201854_s_at	5.50e-01	1.73e-01	1.42	-5.3743808	8.72e-02	ATMIN	ATM interactor	23300
208713_at	5.50e-01	1.73e-01	1.42	-5.374426	8.23e-02	HNRNPUL1	heterogeneous nuclear ribonucleoprotein U like 1	11100
203357_s_at	5.50e-01	1.73e-01	-1.42	-5.3745404	-1.18e-01	CAPN7	calpain 7	23473
216068_at	5.50e-01	1.73e-01	-1.42	-5.3748117	-6.14e-02			
214039_s_at	5.50e-01	1.73e-01	-1.42	-5.3748491	-1.48e-01	LAPTM4B	lysosomal protein transmembrane 4 beta	55353
221669_s_at	5.50e-01	1.73e-01	1.42	-5.3752289	9.74e-02	ACAD8	acyl-CoA dehydrogenase family member 8	27034
213709_at	5.50e-01	1.73e-01	-1.42	-5.3753062	-9.93e-02	BHLHB9	basic helix-loop-helix domain containing, class B, 9	80823
209015_s_at	5.50e-01	1.73e-01	1.42	-5.3754615	2.31e-01	DNAJB6	DnaJ heat shock protein family (Hsp40) member B6	10049
216903_s_at	5.50e-01	1.73e-01	1.42	-5.3756374	8.28e-02	MICU1	mitochondrial calcium uptake 1	10367
219171_s_at	5.51e-01	1.73e-01	1.42	-5.3759153	8.94e-02	ZNF236	zinc finger protein 236	7776
202864_s_at	5.51e-01	1.73e-01	-1.42	-5.3762272	-1.50e-01	SP100	SP100 nuclear antigen	6672
213261_at	5.51e-01	1.73e-01	-1.42	-5.3763718	-7.48e-02	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1	9881
220306_at	5.51e-01	1.73e-01	-1.42	-5.3766244	-1.44e-01	FAM46C	family with sequence similarity 46 member C	54855
220832_at	5.51e-01	1.73e-01	-1.42	-5.3766939	-1.00e-01	TLR8	toll like receptor 8	51311
203646_at	5.51e-01	1.73e-01	-1.42	-5.3767264	-1.09e-01	FDX1	ferredoxin 1	2230
217643_x_at	5.51e-01	1.73e-01	1.42	-5.376747	1.44e-01			
214697_s_at	5.51e-01	1.73e-01	1.42	-5.3768013	1.23e-01	PTBP3	polypyrimidine tract binding protein 3	9991
214785_at	5.51e-01	1.73e-01	1.42	-5.3768248	8.48e-02	VPS13A	vacuolar protein sorting 13 homolog A	23230
218861_at	5.51e-01	1.73e-01	1.42	-5.3771613	1.51e-01	RNF25	ring finger protein 25	64320
201055_s_at	5.51e-01	1.73e-01	1.41	-5.3777697	9.97e-02	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0	10949
209729_at	5.51e-01	1.73e-01	-1.41	-5.3778803	-8.81e-02	GAS2L1	growth arrest specific 2 like 1	10634
201407_s_at	5.51e-01	1.74e-01	1.41	-5.3781064	9.93e-02	PPP1CB	protein phosphatase 1 catalytic subunit beta	5500
209981_at	5.52e-01	1.74e-01	1.41	-5.3787385	1.42e-01	CSDC2	cold shock domain containing C2	27254
204572_s_at	5.52e-01	1.74e-01	-1.41	-5.3788173	-6.63e-02	PIN4	peptidylprolyl cis/trans isomerase, NIMA-interacting 4	5303
212495_at	5.52e-01	1.74e-01	1.41	-5.3790648	1.10e-01	KDM4B	lysine demethylase 4B	23030
213793_s_at	5.52e-01	1.74e-01	1.41	-5.3792112	1.54e-01	HOMER1	homer scaffolding protein 1	9456
205932_s_at	5.52e-01	1.74e-01	-1.41	-5.3793469	-9.27e-02	MSX1	msh homeobox 1	4487
212902_at	5.52e-01	1.74e-01	1.41	-5.3794574	9.99e-02	SEC24A	SEC24 homolog A, COPII coat complex component	10802
218890_x_at	5.52e-01	1.74e-01	-1.41	-5.3794764	-1.55e-01	MRPL35	mitochondrial ribosomal protein L35	51318
215112_x_at	5.52e-01	1.74e-01	1.41	-5.3795903	5.96e-02	MCF2L2	MCF.2 cell line derived transforming sequence-like 2	23101
202133_at	5.52e-01	1.74e-01	-1.41	-5.3796489	-1.34e-01	WWTR1	WW domain containing transcription regulator 1	25937
40189_at	5.52e-01	1.74e-01	-1.41	-5.3799852	-7.19e-02	SETSIP///SET	SET-like protein///SET nuclear proto-oncogene	646817///6418
222382_x_at	5.52e-01	1.74e-01	1.41	-5.3800154	9.50e-02	NUP205	nucleoporin 205	23165
206423_at	5.52e-01	1.74e-01	-1.41	-5.3800776	-1.19e-01	ANGPTL7	angiopoietin like 7	10218
202452_at	5.52e-01	1.74e-01	1.41	-5.3800892	1.06e-01	ZER1	zyg-11 related cell cycle regulator	10444
217801_at	5.52e-01	1.74e-01	1.41	-5.3804418	6.12e-02	ATP5E	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	514
210377_at	5.52e-01	1.74e-01	1.41	-5.3806037	7.26e-02	ACSM3	acyl-CoA synthetase medium-chain family member 3	6296
203420_at	5.52e-01	1.74e-01	-1.41	-5.3809043	-7.55e-02	FAM8A1	family with sequence similarity 8 member A1	51439
216594_x_at	5.52e-01	1.74e-01	-1.41	-5.3814094	-2.01e-01	AKR1C1	aldo-keto reductase family 1 member C1	1645
210119_at	5.52e-01	1.74e-01	-1.41	-5.3815231	-1.64e-01	KCNJ15	potassium voltage-gated channel subfamily J member 15	3772
203855_at	5.52e-01	1.74e-01	-1.41	-5.3815941	-8.69e-02	WDR47	WD repeat domain 47	22911
220411_x_at	5.52e-01	1.74e-01	1.41	-5.3817018	2.24e-01	PODNL1	podocan like 1	79883
201328_at	5.52e-01	1.74e-01	-1.41	-5.3817668	-9.89e-02	ETS2	ETS proto-oncogene 2, transcription factor	2114
209504_s_at	5.52e-01	1.74e-01	-1.41	-5.3822466	-2.26e-01	PLEKHB1	pleckstrin homology domain containing B1	58473
209353_s_at	5.52e-01	1.74e-01	1.41	-5.3823133	9.11e-02			
219190_s_at	5.52e-01	1.75e-01	1.41	-5.382471	9.12e-02	AGO4	argonaute 4, RISC catalytic component	192670
205005_s_at	5.52e-01	1.75e-01	-1.41	-5.3827368	-6.82e-02	NMT2	N-myristoyltransferase 2	9397
204164_at	5.52e-01	1.75e-01	1.41	-5.3830178	1.93e-01	SIPA1	signal-induced proliferation-associated 1	6494
206067_s_at	5.52e-01	1.75e-01	1.41	-5.3830578	1.21e-01	WT1	Wilms tumor 1	7490
219533_at	5.52e-01	1.75e-01	1.41	-5.3831457	1.07e-01	CDKN1C	cyclin dependent kinase inhibitor 1C	1028
209194_at	5.52e-01	1.75e-01	-1.41	-5.3831547	-1.13e-01	CETN2	centrin 2	1069
207157_s_at	5.52e-01	1.75e-01	1.41	-5.3831642	7.59e-02	GNG5	G protein subunit gamma 5	2787
209552_at	5.52e-01	1.75e-01	-1.41	-5.383165	-2.05e-01	PAX8	paired box 8	7849
206110_at	5.52e-01	1.75e-01	1.41	-5.3832328	1.61e-01	HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A	histone cluster 1, H3f///histone cluster 1, H3b///histone cluster 1, H3h///histone cluster 1, H3j///histone cluster 1, H3g///histone cluster 1, H3i///histone cluster 1, H3e///histone cluster 1, H3c///histone cluster 1, H3d///histone cluster 1, H3a	8968///8358///8357///8356///8355///8354///8353///8352///8351///8350
216263_s_at	5.52e-01	1.75e-01	1.41	-5.3832685	9.79e-02	NGDN	neuroguidin	25983
215502_at	5.52e-01	1.75e-01	-1.41	-5.3832775	-1.28e-01			
200937_s_at	5.52e-01	1.75e-01	-1.41	-5.3833218	-6.63e-02	RPL5///SNORD21	ribosomal protein L5///small nucleolar RNA, C/D box 21	6125///6083
208570_at	5.52e-01	1.75e-01	-1.41	-5.3833721	-9.34e-02	WNT1	Wnt family member 1	7471
222241_at	5.52e-01	1.75e-01	1.41	-5.3835935	8.47e-02	MVB12B	multivesicular body subunit 12B	89853
203447_at	5.52e-01	1.75e-01	-1.41	-5.3836093	-8.26e-02	PSMD5	proteasome 26S subunit, non-ATPase 5	5711
204985_s_at	5.52e-01	1.75e-01	-1.41	-5.3837951	-1.04e-01	TRAPPC6A	trafficking protein particle complex 6A	79090
203089_s_at	5.52e-01	1.75e-01	-1.41	-5.3840564	-6.66e-02	HTRA2	HtrA serine peptidase 2	27429
207849_at	5.53e-01	1.75e-01	-1.41	-5.384659	-8.27e-02	IL2	interleukin 2	3558
212653_s_at	5.53e-01	1.75e-01	-1.41	-5.3849088	-8.84e-02	EHBP1	EH domain binding protein 1	23301
216721_at	5.53e-01	1.75e-01	1.41	-5.3851006	1.00e-01	SLC25A30	solute carrier family 25 member 30	253512
218595_s_at	5.53e-01	1.75e-01	1.41	-5.3851401	6.00e-02	HEATR1	HEAT repeat containing 1	55127
201659_s_at	5.53e-01	1.75e-01	-1.41	-5.385422	-1.21e-01	ARL1	ADP ribosylation factor like GTPase 1	400
205536_at	5.53e-01	1.75e-01	1.41	-5.3854729	1.15e-01	VAV2	vav guanine nucleotide exchange factor 2	7410
219499_at	5.53e-01	1.75e-01	1.41	-5.3855711	1.05e-01	SEC61A2	Sec61 translocon alpha 2 subunit	55176
204952_at	5.53e-01	1.75e-01	-1.41	-5.3857039	-1.20e-01	LYPD3	LY6/PLAUR domain containing 3	27076
201989_s_at	5.53e-01	1.75e-01	1.41	-5.3858899	8.88e-02	CREBL2	cAMP responsive element binding protein like 2	1389
201742_x_at	5.53e-01	1.75e-01	-1.41	-5.3861081	-1.41e-01	SRSF1	serine and arginine rich splicing factor 1	6426
216970_at	5.53e-01	1.75e-01	1.41	-5.3861102	8.79e-02	RGS7	regulator of G-protein signaling 7	6000
222335_at	5.53e-01	1.75e-01	1.41	-5.3861802	7.06e-02			
218838_s_at	5.53e-01	1.75e-01	-1.41	-5.3863117	-6.95e-02	TTC31	tetratricopeptide repeat domain 31	64427
211750_x_at	5.53e-01	1.75e-01	1.41	-5.3863493	6.94e-02	TUBA1C	tubulin alpha 1c	84790
206495_s_at	5.53e-01	1.75e-01	1.41	-5.3866671	8.13e-02	HINFP	histone H4 transcription factor	25988
214598_at	5.53e-01	1.76e-01	-1.41	-5.3870231	-2.58e-01	CLDN8	claudin 8	9073
219407_s_at	5.53e-01	1.76e-01	1.41	-5.3870659	1.49e-01	LAMC3	laminin subunit gamma 3	10319
202153_s_at	5.53e-01	1.76e-01	1.41	-5.3871361	1.06e-01	NUP62	nucleoporin 62	23636
210213_s_at	5.53e-01	1.76e-01	1.41	-5.3872346	8.52e-02	EIF6	eukaryotic translation initiation factor 6	3692
217895_at	5.53e-01	1.76e-01	-1.41	-5.3873831	-7.67e-02	PTCD3	pentatricopeptide repeat domain 3	55037
212892_at	5.53e-01	1.76e-01	1.41	-5.3876508	6.32e-02	ZNF282	zinc finger protein 282	8427
214675_at	5.53e-01	1.76e-01	1.41	-5.3879483	8.82e-02	NUP188	nucleoporin 188	23511
44040_at	5.53e-01	1.76e-01	1.41	-5.3879558	1.30e-01	LOC101927826///FBXO41	uncharacterized LOC101927826///F-box protein 41	101927826///150726
214662_at	5.53e-01	1.76e-01	1.41	-5.3879589	8.54e-02	WDR43	WD repeat domain 43	23160
219067_s_at	5.53e-01	1.76e-01	-1.41	-5.3881583	-1.23e-01	NSMCE4A	NSE4 homolog A, SMC5-SMC6 complex component	54780
206845_s_at	5.53e-01	1.76e-01	1.41	-5.3882494	7.52e-02	RNF40	ring finger protein 40	9810
216130_at	5.53e-01	1.76e-01	-1.41	-5.3885115	-7.71e-02			
205013_s_at	5.53e-01	1.76e-01	1.41	-5.388686	7.74e-02	SPECC1L-ADORA2A///ADORA2A	SPECC1L-ADORA2A readthrough (NMD candidate)///adenosine A2a receptor	101730217///135
207859_s_at	5.53e-01	1.76e-01	1.41	-5.3889622	7.70e-02	CHRNB3	cholinergic receptor nicotinic beta 3 subunit	1142
218487_at	5.53e-01	1.76e-01	1.41	-5.3890556	8.80e-02	ALAD	aminolevulinate dehydratase	210
209127_s_at	5.53e-01	1.76e-01	1.41	-5.3890796	1.24e-01	SART3	squamous cell carcinoma antigen recognized by T-cells 3	9733
216139_s_at	5.53e-01	1.76e-01	1.41	-5.3894132	1.09e-01	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	23162
210952_at	5.53e-01	1.76e-01	-1.41	-5.3894212	-1.03e-01	AP4S1	adaptor related protein complex 4 sigma 1 subunit	11154
214147_at	5.53e-01	1.76e-01	-1.41	-5.3894739	-1.61e-01	MROH7	maestro heat like repeat family member 7	374977
210201_x_at	5.53e-01	1.76e-01	-1.41	-5.3894771	-7.40e-02	BIN1	bridging integrator 1	274
207591_s_at	5.53e-01	1.76e-01	1.41	-5.3895993	8.05e-02	ARID1A	AT-rich interaction domain 1A	8289
204671_s_at	5.53e-01	1.76e-01	1.41	-5.3897248	1.13e-01	ANKRD6	ankyrin repeat domain 6	22881
216715_at	5.53e-01	1.76e-01	-1.41	-5.3898323	-1.05e-01			
