ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID
206028_s_at	0.2064932	2.83e-02	2.25713019	-3.84231	3.25e-01	MERTK	MER proto-oncogene, tyrosine kinase	10461
206951_at	0.2065022	2.83e-02	2.25697291	-3.84263	6.36e-01	HIST1H4E	histone cluster 1, H4e	8367
212715_s_at	0.20681	2.83e-02	-2.25620305	-3.84417	-6.25e-01	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3	57553
212240_s_at	0.2069348	2.84e-02	2.25576766	-3.84504	3.80e-01	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	5295
41660_at	0.2069348	2.84e-02	-2.25543598	-3.8457	-6.44e-01	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1	9620
217469_at	0.2069348	2.84e-02	-2.25539909	-3.84578	-5.84e-01	IGH	immunoglobulin heavy locus	3492
220552_at	0.2069348	2.84e-02	2.25539281	-3.84579	9.45e-01	TRPC5	transient receptor potential cation channel subfamily C member 5	7224
205305_at	0.2070022	2.84e-02	-2.25511613	-3.84635	-3.79e-01	FGL1	fibrinogen like 1	2267
218768_at	0.2070096	2.84e-02	-2.25482679	-3.84692	-1.46e-01	NUP107	nucleoporin 107	57122
212090_at	0.2070096	2.84e-02	2.2548238	-3.84693	2.87e-01	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1	2907
203047_at	0.2070402	2.84e-02	2.25454652	-3.84749	6.91e-01	STK10	serine/threonine kinase 10	6793
215852_x_at	0.2070402	2.85e-02	2.25448435	-3.84761	3.18e-01	SOGA1	suppressor of glucose, autophagy associated 1	140710
217767_at	0.2072817	2.85e-02	-2.25383003	-3.84892	-1.81	C3	complement component 3	718
222207_x_at	0.2072817	2.85e-02	-2.25368674	-3.84921	-2.61e-01			
209109_s_at	0.2072817	2.85e-02	-2.25343643	-3.84971	-3.71e-01	TSPAN6	tetraspanin 6	7105
220816_at	0.2072817	2.85e-02	2.25317259	-3.85024	3.12e-01	LPAR3	lysophosphatidic acid receptor 3	23566
217956_s_at	0.2072817	2.85e-02	2.25317021	-3.85024	2.54e-01	ENOPH1	enolase-phosphatase 1	58478
209772_s_at	0.2072817	2.85e-02	-2.2531601	-3.85026	-8.95e-01	CD24	CD24 molecule	100133941
203436_at	0.2077789	2.86e-02	-2.25200591	-3.85257	-1.61e-01	RPP30	ribonuclease P/MRP subunit p30	10556
201208_s_at	0.2078096	2.86e-02	2.25177808	-3.85303	2.88e-01	TNFAIP1	TNF alpha induced protein 1	7126
201664_at	0.2078096	2.86e-02	2.25166683	-3.85325	2.78e-01	SMC4	structural maintenance of chromosomes 4	10051
203453_at	0.2078635	2.87e-02	-2.25141872	-3.85375	-1.40	SCNN1A	sodium channel epithelial 1 alpha subunit	6337
216896_at	0.2078824	2.87e-02	-2.25103207	-3.85452	-8.21e-01	COL4A3	collagen type IV alpha 3 chain	1285
218271_s_at	0.2078824	2.87e-02	-2.25099352	-3.8546	-1.63e-01	PARL	presenilin associated rhomboid like	55486
218773_s_at	0.2078824	2.87e-02	-2.25087919	-3.85483	-3.38e-01	MSRB2	methionine sulfoxide reductase B2	22921
220024_s_at	0.2078824	2.87e-02	-2.25046394	-3.85566	-4.89e-01	PRX	periaxin	57716
209795_at	0.2078824	2.87e-02	-2.25037281	-3.85584	-9.03e-01	CD69	CD69 molecule	969
217679_x_at	0.2078824	2.87e-02	-2.25029308	-3.856	-3.29e-01			
208146_s_at	0.2078824	2.87e-02	-2.25015977	-3.85626	-7.49e-01	CPVL	carboxypeptidase, vitellogenic like	54504
219346_at	0.2078824	2.88e-02	2.25001571	-3.85655	2.15e-01	LRFN3	leucine rich repeat and fibronectin type III domain containing 3	79414
204463_s_at	0.2078824	2.88e-02	2.2499813	-3.85662	5.23e-01	EDNRA	endothelin receptor type A	1909
212381_at	0.2078824	2.88e-02	2.24998074	-3.85662	3.03e-01	USP24	ubiquitin specific peptidase 24	23358
211906_s_at	0.2078824	2.88e-02	-2.24986357	-3.85686	-7.59e-01	SERPINB4	serpin family B member 4	6318
201199_s_at	0.2080461	2.88e-02	2.24930099	-3.85798	1.66e-01	PSMD1	proteasome 26S subunit, non-ATPase 1	5707
221957_at	0.2080461	2.88e-02	2.24925422	-3.85807	2.54e-01	PDK3	pyruvate dehydrogenase kinase 3	5165
59625_at	0.2080933	2.88e-02	2.24892509	-3.85873	3.68e-01	NOL3	nucleolar protein 3	8996
217164_at	0.2080933	2.88e-02	2.24878529	-3.85901	3.04e-01			
203603_s_at	0.2080933	2.88e-02	-2.24874536	-3.85909	-5.05e-01	ZEB2	zinc finger E-box binding homeobox 2	9839
204918_s_at	0.2082755	2.89e-02	-2.24812557	-3.86033	-3.88e-01	MLLT3	MLLT3, super elongation complex subunit	4300
202282_at	0.2082755	2.89e-02	-2.24809876	-3.86038	-2.90e-01	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	3028
200787_s_at	0.2088002	2.90e-02	2.24689288	-3.86279	2.72e-01	PEA15	phosphoprotein enriched in astrocytes 15	8682
212673_at	0.208831	2.90e-02	-2.24664609	-3.86328	-1.63e-01	METAP1	methionyl aminopeptidase 1	23173
204710_s_at	0.208831	2.90e-02	2.2464353	-3.8637	1.99e-01	WIPI2	WD repeat domain, phosphoinositide interacting 2	26100
212206_s_at	0.208831	2.90e-02	-2.24620224	-3.86417	-2.42e-01	H2AFV	H2A histone family member V	94239
220982_s_at	0.208831	2.90e-02	-2.2460702	-3.86443	-3.97e-01	SPACA1	sperm acrosome associated 1	81833
200761_s_at	0.208831	2.90e-02	2.24594405	-3.86469	2.16e-01	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5	10550
218527_at	0.208831	2.90e-02	2.2458952	-3.86478	1.49e-01	APTX	aprataxin	54840
209362_at	0.208831	2.90e-02	-2.24568326	-3.86521	-1.97e-01	LOC101928625///MED21	uncharacterized LOC101928625///mediator complex subunit 21	101928625///9412
221655_x_at	0.208831	2.91e-02	2.24560814	-3.86536	2.23e-01	EPS8L1	EPS8 like 1	54869
215467_x_at	0.208831	2.91e-02	2.24559522	-3.86538	2.25e-01	LOC647070	nascent polypeptide-associated complex subunit alpha, muscle-specific form-like	647070
202554_s_at	0.208842	2.91e-02	-2.24543579	-3.8657	-6.30e-01	GSTM3	glutathione S-transferase mu 3	2947
205348_s_at	0.2088847	2.91e-02	-2.24521177	-3.86615	-3.37e-01	DYNC1I1	dynein cytoplasmic 1 intermediate chain 1	1780
214958_s_at	0.2088934	2.91e-02	2.24505288	-3.86646	6.03e-01	TMC6	transmembrane channel like 6	11322
210441_at	0.2088934	2.91e-02	2.24492018	-3.86673	4.62e-01	CDC14A	cell division cycle 14A	8556
209004_s_at	0.2089413	2.91e-02	-2.24468591	-3.8672	-2.42e-01	FBXL5	F-box and leucine rich repeat protein 5	26234
217545_at	0.2090154	2.91e-02	2.24439843	-3.86777	6.07e-01	MYH14	myosin, heavy chain 14, non-muscle	79784
219465_at	0.2091824	2.92e-02	-2.24387552	-3.86881	-6.26e-01	APOA2	apolipoprotein A2	336
214371_at	0.2091824	2.92e-02	2.24370934	-3.86914	5.03e-01	TSSK2	testis specific serine kinase 2	23617
208380_at	0.2091824	2.92e-02	2.24364851	-3.86927	3.31e-01	LBX1	ladybird homeobox 1	10660
211653_x_at	0.2092133	2.92e-02	-2.24344894	-3.86966	-7.48e-01	LOC101930400///AKR1C2	aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2	101930400///1646
213455_at	0.2093348	2.92e-02	-2.24297298	-3.87061	-2.68e-01	FAM114A1	family with sequence similarity 114 member A1	92689
200693_at	0.2093348	2.92e-02	-2.24275757	-3.87104	-1.90e-01	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	10971
204207_s_at	0.2093348	2.92e-02	-2.24273214	-3.87109	-2.24e-01	RNGTT	RNA guanylyltransferase and 5'-phosphatase	8732
204439_at	0.2093348	2.93e-02	-2.24265568	-3.87125	-8.80e-01	IFI44L	interferon induced protein 44 like	10964
206985_at	0.2099056	2.93e-02	-2.24136094	-3.87383	-5.30e-01	HSD17B3	hydroxysteroid 17-beta dehydrogenase 3	3293
217912_at	0.2099883	2.94e-02	2.24105699	-3.87443	2.77e-01	DUS1L	dihydrouridine synthase 1 like	64118
204314_s_at	0.2100361	2.94e-02	2.24079051	-3.87496	2.87e-01	CREB1	cAMP responsive element binding protein 1	1385
212680_x_at	0.2100361	2.94e-02	2.240687	-3.87517	3.25e-01	PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B	26472
211792_s_at	0.2102118	2.94e-02	2.24018403	-3.87617	5.10e-01	CDKN2C	cyclin dependent kinase inhibitor 2C	1031
200039_s_at	0.2102118	2.94e-02	2.24005847	-3.87642	2.25e-01	PSMB2	proteasome subunit beta 2	5690
208009_s_at	0.2102203	2.94e-02	2.2398457	-3.87685	2.17e-01	ARHGEF16	Rho guanine nucleotide exchange factor 16	27237
209671_x_at	0.2102203	2.95e-02	-2.23976851	-3.877	-9.81e-01	TRAC	T-cell receptor alpha constant	28755
220927_s_at	0.2103273	2.95e-02	2.23941572	-3.8777	5.62e-01	HPSE2	heparanase 2 (inactive)	60495
211381_x_at	0.2104491	2.95e-02	2.23902666	-3.87848	5.77e-01	SPAG11A///SPAG11B	sperm associated antigen 11A///sperm associated antigen 11B	653423///10407
214196_s_at	0.2104491	2.95e-02	2.23889674	-3.87874	3.43e-01	TPP1	tripeptidyl peptidase 1	1200
214326_x_at	0.2105571	2.95e-02	-2.23849099	-3.87954	-5.07e-01	JUND	JunD proto-oncogene, AP-1 transcription factor subunit	3727
202421_at	0.2105571	2.95e-02	2.23840604	-3.87971	4.79e-01	IGSF3	immunoglobulin superfamily member 3	3321
210106_at	0.2106345	2.96e-02	2.23811352	-3.8803	8.20e-01	BLOC1S1-RDH5///RDH5	BLOC1S1-RDH5 readthrough///retinol dehydrogenase 5	100528022///5959
209579_s_at	0.2111846	2.97e-02	2.23677348	-3.88296	3.53e-01	MBD4	methyl-CpG binding domain 4, DNA glycosylase	8930
202452_at	0.2111846	2.97e-02	-2.23659688	-3.88331	-2.38e-01	ZER1	zyg-11 related cell cycle regulator	10444
202150_s_at	0.2111846	2.97e-02	-2.23654353	-3.88342	-3.36e-01	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	4739
219374_s_at	0.2111846	2.97e-02	-2.23645864	-3.88359	-1.71e-01	ALG9	ALG9, alpha-1,2-mannosyltransferase	79796
220777_at	0.2115284	2.97e-02	2.23562741	-3.88524	2.87e-01	KIF13A	kinesin family member 13A	63971
213505_s_at	0.2115284	2.98e-02	-2.23547739	-3.88554	-2.35e-01	SUGP2	SURP and G-patch domain containing 2	10147
221791_s_at	0.2115284	2.98e-02	2.23529024	-3.88591	2.15e-01	TMA7	translation machinery associated 7 homolog	51372
205221_at	0.2115284	2.98e-02	-2.23522186	-3.88605	-1.37	HGD	homogentisate 1,2-dioxygenase	3081
210541_s_at	0.2118025	2.98e-02	2.23453419	-3.88742	2.02e-01	TRIM27	tripartite motif containing 27	5987
202005_at	0.2118492	2.98e-02	2.23430439	-3.88787	3.47e-01	ST14	suppression of tumorigenicity 14	6768
215404_x_at	0.2119992	2.99e-02	-2.23386697	-3.88874	-3.50e-01	FGFR1	fibroblast growth factor receptor 1	2260
220007_at	0.2120736	2.99e-02	-2.23358175	-3.88931	-7.72e-01	METTL8	methyltransferase like 8	79828
220369_at	0.2121595	2.99e-02	2.23327333	-3.88992	7.35e-01	PPP4R3A	protein phosphatase 4 regulatory subunit 3A	55671
218403_at	0.2121801	2.99e-02	2.23302412	-3.89042	2.02e-01	TRIAP1	TP53 regulated inhibitor of apoptosis 1	51499
204740_at	0.2121801	2.99e-02	2.23296062	-3.89054	2.37e-01	CNKSR1	connector enhancer of kinase suppressor of Ras 1	10256
217190_x_at	0.2124298	3.00e-02	-2.23212479	-3.8922	-5.15e-01	ESR1	estrogen receptor 1	2099
203884_s_at	0.2124298	3.00e-02	-2.23194374	-3.89256	-2.68e-01	RAB11FIP2	RAB11 family interacting protein 2	22841
210345_s_at	0.2124298	3.00e-02	2.23191891	-3.89261	4.18e-01	DNAH9	dynein axonemal heavy chain 9	1770
207914_x_at	0.2124298	3.00e-02	-2.23183616	-3.89278	-4.25e-01	EVX1	even-skipped homeobox 1	2128
218349_s_at	0.2124298	3.00e-02	2.23167932	-3.89309	8.91e-01	ZWILCH	zwilch kinetochore protein	55055
215207_x_at	0.2124298	3.00e-02	-2.23164585	-3.89315	-3.34e-01	NUS1///NUS1P3	NUS1 dehydrodolichyl diphosphate synthase subunit///NUS1 dehydrodolichyl diphosphate synthase subunit pseudogene 3	116150///11049
208406_s_at	0.2124563	3.00e-02	-2.23145714	-3.89353	-4.55e-01	GRAP2	GRB2-related adaptor protein 2	9402
205329_s_at	0.2126277	3.01e-02	-2.23097779	-3.89448	-3.32e-01	SNX4	sorting nexin 4	8723
214905_at	0.2126729	3.01e-02	-2.23075178	-3.89493	-6.64e-01	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1	5923
213001_at	0.2128386	3.01e-02	-2.23014054	-3.89614	-2.44e-01	ANGPTL2	angiopoietin like 2	23452
200925_at	0.2128386	3.01e-02	2.23003626	-3.89635	2.66e-01	COX6A1	cytochrome c oxidase subunit 6A1	1337
213159_at	0.2128386	3.01e-02	2.22991059	-3.8966	4.16e-01	PCNX1	pecanex homolog 1 (Drosophila)	22990
206886_x_at	0.2128386	3.02e-02	2.22979151	-3.89684	5.18e-01	GH1	growth hormone 1	2688
208944_at	0.2128386	3.02e-02	-2.2297432	-3.89693	-3.37e-01	TGFBR2	transforming growth factor beta receptor 2	7048
220788_s_at	0.2128476	3.02e-02	2.22959005	-3.89724	2.44e-01	RNF31///IRF9	ring finger protein 31///interferon regulatory factor 9	55072///10379
201749_at	0.2130588	3.02e-02	2.22902425	-3.89836	3.30e-01	ECE1	endothelin converting enzyme 1	1889
206743_s_at	0.2130588	3.02e-02	-2.22889654	-3.89861	-8.48e-01	ASGR1	asialoglycoprotein receptor 1	432
209450_at	0.2130808	3.02e-02	2.22862839	-3.89914	2.25e-01	OSGEP	O-sialoglycoprotein endopeptidase	55644
214176_s_at	0.2130808	3.02e-02	2.22858257	-3.89923	2.64e-01	PBXIP1	PBX homeobox interacting protein 1	57326
220271_x_at	0.2133079	3.03e-02	-2.2278888	-3.90061	-6.05e-01	EFCAB6	EF-hand calcium binding domain 6	64800
220041_at	0.2133079	3.03e-02	2.22785791	-3.90067	2.66e-01	PIGZ	phosphatidylinositol glycan anchor biosynthesis class Z	80235
205200_at	0.2133818	3.03e-02	-2.22757504	-3.90123	-5.31e-01	EXOSC7///CLEC3B	exosome component 7///C-type lectin domain family 3 member B	23016///7123
207025_at	0.2134165	3.03e-02	-2.22737069	-3.90164	-3.54e-01	GJC2	gap junction protein gamma 2	57165
212810_s_at	0.2137693	3.04e-02	2.22653055	-3.9033	2.91e-01	SLC1A4	solute carrier family 1 member 4	6509
203004_s_at	0.2141665	3.05e-02	2.2255283	-3.90529	5.32e-01	MEF2D	myocyte enhancer factor 2D	4209
203230_at	0.2141665	3.05e-02	2.22546801	-3.90541	2.46e-01	DVL1	dishevelled segment polarity protein 1	1855
204725_s_at	0.2141932	3.05e-02	-2.22527991	-3.90578	-1.94e-01	NCK1	NCK adaptor protein 1	4690
211213_at	0.2143132	3.05e-02	2.22473501	-3.90686	1.09	ORC5	origin recognition complex subunit 5	5001
213465_s_at	0.2143132	3.05e-02	2.22472791	-3.90688	3.57e-01	PPP1R7	protein phosphatase 1 regulatory subunit 7	5510
210034_s_at	0.2143132	3.05e-02	2.22463648	-3.90706	3.49e-01	RPL5///SNORD21	ribosomal protein L5///small nucleolar RNA, C/D box 21	6125///6083
213176_s_at	0.2144149	3.05e-02	-2.22429909	-3.90773	-8.16e-01	LTBP4	latent transforming growth factor beta binding protein 4	8425
205601_s_at	0.2146301	3.06e-02	2.22364451	-3.90902	2.62e-01	HOXB5	homeobox B5	3215
214359_s_at	0.2146301	3.06e-02	-2.22333824	-3.90963	-2.50e-01	HSP90AB1	heat shock protein 90 alpha family class B member 1	3326
213980_s_at	0.2146301	3.06e-02	2.22330561	-3.90969	1.98e-01	CTBP1	C-terminal binding protein 1	1487
218072_at	0.2146301	3.06e-02	2.22323129	-3.90984	2.82e-01	COMMD9	COMM domain containing 9	29099
213278_at	0.2146301	3.06e-02	-2.22319753	-3.90991	-1.71e-01	MTMR9	myotubularin related protein 9	66036
215219_at	0.2147841	3.07e-02	2.22267658	-3.91094	6.97e-01	DOPEY2	dopey family member 2	9980
201728_s_at	0.2147841	3.07e-02	2.22247625	-3.91133	2.99e-01	KIAA0100	KIAA0100	9703
214011_s_at	0.2147841	3.07e-02	2.22236967	-3.91155	2.33e-01	NOP16	NOP16 nucleolar protein	51491
222255_at	0.2147841	3.07e-02	2.2223534	-3.91158	4.87e-01	PRX	periaxin	57716
218646_at	0.2150735	3.07e-02	-2.22151852	-3.91323	-2.25e-01	HPF1	histone PARylation factor 1	54969
206870_at	0.2150735	3.07e-02	2.22141165	-3.91344	3.91e-01	PPARA	peroxisome proliferator activated receptor alpha	5465
209014_at	0.2150735	3.08e-02	-2.22137467	-3.91351	-3.45e-01	MAGED1	MAGE family member D1	9500
221360_s_at	0.2150803	3.08e-02	2.22112835	-3.914	3.93e-01	GHSR	growth hormone secretagogue receptor	2693
221223_x_at	0.2150803	3.08e-02	2.22101611	-3.91422	3.69e-01	CISH	cytokine inducible SH2 containing protein	1154
202551_s_at	0.2150803	3.08e-02	-2.22077728	-3.9147	-3.76e-01	LOC101929500///CRIM1	uncharacterized LOC101929500///cysteine rich transmembrane BMP regulator 1	101929500///51232
217881_s_at	0.2150803	3.08e-02	-2.22073586	-3.91478	-2.97e-01	CDC27	cell division cycle 27	996
210069_at	0.2150803	3.08e-02	2.22069047	-3.91487	4.52e-01	CHKB-CPT1B///CPT1B	CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B	386593///1375
215061_at	0.2151613	3.08e-02	-2.2203953	-3.91545	-3.76e-01	METTL10	methyltransferase like 10	399818
209250_at	0.2153646	3.09e-02	2.21985728	-3.91652	4.15e-01	DEGS1	delta 4-desaturase, sphingolipid 1	8560
204267_x_at	0.2157317	3.09e-02	2.21894146	-3.91833	2.20e-01	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1	9088
203667_at	0.2157317	3.09e-02	2.21886055	-3.91849	1.66e-01	TBCA	tubulin folding cofactor A	6902
218019_s_at	0.2160271	3.10e-02	-2.21814095	-3.91991	-2.40e-01	PDXK	pyridoxal (pyridoxine, vitamin B6) kinase	8566
212224_at	0.2161324	3.10e-02	-2.21775347	-3.92067	-9.19e-01	ALDH1A1	aldehyde dehydrogenase 1 family member A1	216
216235_s_at	0.2161324	3.10e-02	2.2176646	-3.92085	4.66e-01	EDNRA	endothelin receptor type A	1909
38766_at	0.2162781	3.11e-02	2.21720815	-3.92175	2.61e-01	TMEM265///SRCAP	transmembrane protein 265///Snf2-related CREBBP activator protein	100862671///10847
209091_s_at	0.2162781	3.11e-02	2.21710006	-3.92196	2.20e-01	SH3GLB1	SH3 domain containing GRB2 like endophilin B1	51100
204286_s_at	0.2162781	3.11e-02	2.21697462	-3.92221	1.42	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	5366
213957_s_at	0.2164382	3.11e-02	2.21648342	-3.92318	2.82e-01	CEP350	centrosomal protein 350	9857
217486_s_at	0.2164382	3.11e-02	-2.21626513	-3.92361	-6.57e-01	ZDHHC17	zinc finger DHHC-type containing 17	23390
217459_at	0.2164382	3.11e-02	2.21609887	-3.92394	7.30e-01			
209188_x_at	0.2164382	3.11e-02	2.21606502	-3.92401	1.84e-01	DR1	down-regulator of transcription 1	1810
204592_at	0.2164382	3.11e-02	2.21591482	-3.92431	3.63e-01	DLG4	discs large MAGUK scaffold protein 4	1742
200702_s_at	0.2164382	3.12e-02	2.21585573	-3.92442	3.85e-01	DDX24	DEAD-box helicase 24	57062
214685_at	0.2167842	3.12e-02	-2.21503782	-3.92604	-7.31e-01	NOP14-AS1	NOP14 antisense RNA 1	317648
209300_s_at	0.2168132	3.12e-02	-2.21484701	-3.92641	-2.13e-01	NECAP1	NECAP endocytosis associated 1	25977
205231_s_at	0.2169159	3.12e-02	-2.21451061	-3.92708	-3.05e-01	EPM2A	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)	7957
204017_at	0.216974	3.13e-02	2.21426233	-3.92757	4.55e-01	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3	11015
209528_s_at	0.2171506	3.13e-02	2.21369793	-3.92868	5.82e-01	TELO2	telomere maintenance 2	9894
210358_x_at	0.2171506	3.13e-02	2.21346245	-3.92915	2.04e-01	GATA2	GATA binding protein 2	2624
218921_at	0.2171506	3.13e-02	2.21340566	-3.92926	2.85e-01	SIGIRR	single Ig and TIR domain containing	59307
219155_at	0.2171506	3.13e-02	2.21338024	-3.92931	2.68e-01	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1	26207
218686_s_at	0.2172931	3.14e-02	2.21296575	-3.93012	2.68e-01	RHBDF1	rhomboid 5 homolog 1	64285
212521_s_at	0.2176091	3.14e-02	2.21220937	-3.93162	2.63e-01	PDE8A	phosphodiesterase 8A	5151
212201_at	0.217648	3.14e-02	2.2119996	-3.93203	2.77e-01	ANKLE2	ankyrin repeat and LEM domain containing 2	23141
205412_at	0.2177911	3.15e-02	-2.21158459	-3.93285	-3.12e-01	ACAT1	acetyl-CoA acetyltransferase 1	38
204271_s_at	0.2177989	3.15e-02	2.2112791	-3.93345	4.11e-01	EDNRB	endothelin receptor type B	1910
205459_s_at	0.2177989	3.15e-02	2.21120409	-3.9336	5.13e-01	NPAS2	neuronal PAS domain protein 2	4862
221669_s_at	0.2177989	3.15e-02	2.21115932	-3.93369	4.94e-01	ACAD8	acyl-CoA dehydrogenase family member 8	27034
218856_at	0.2177989	3.15e-02	2.21098862	-3.93402	1.08	TNFRSF21	TNF receptor superfamily member 21	27242
201072_s_at	0.2177989	3.15e-02	2.21079602	-3.9344	3.30e-01	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1	6599
201996_s_at	0.2177989	3.15e-02	2.21069947	-3.93459	3.70e-01	SPEN	spen family transcriptional repressor	23013
211887_x_at	0.2177989	3.15e-02	2.21056422	-3.93486	6.70e-01	MSR1	macrophage scavenger receptor 1	4481
220696_at	0.2177989	3.15e-02	2.2104564	-3.93507	5.76e-01			
221891_x_at	0.2177989	3.16e-02	-2.21027471	-3.93543	-2.45e-01	SNORD14D///SNORD14C///HSPA8	small nucleolar RNA, C/D box 14D///small nucleolar RNA, C/D box 14C///heat shock protein family A (Hsp70) member 8	85390///85389///3312
214598_at	0.2177989	3.16e-02	-2.21016574	-3.93564	-6.03e-01	CLDN8	claudin 8	9073
215336_at	0.2177989	3.16e-02	-2.21010595	-3.93576	-3.80e-01	AKAP11	A-kinase anchoring protein 11	11215
209106_at	0.2178777	3.16e-02	-2.20981808	-3.93633	-3.88e-01	NCOA1	nuclear receptor coactivator 1	8648
204739_at	0.2179226	3.16e-02	-2.20920614	-3.93753	-2.05e-01	CENPC	centromere protein C	1060
217877_s_at	0.2179226	3.16e-02	2.20917546	-3.9376	1.84e-01	GPBP1L1	GC-rich promoter binding protein 1 like 1	60313
212724_at	0.2179226	3.17e-02	-2.20898145	-3.93798	-4.92e-01	RND3	Rho family GTPase 3	390
201765_s_at	0.2179226	3.17e-02	2.208854	-3.93823	1.52e-01	HEXA	hexosaminidase subunit alpha	3073
215116_s_at	0.2179226	3.17e-02	-2.20873375	-3.93847	-3.79e-01	DNM1	dynamin 1	1759
201671_x_at	0.2179226	3.17e-02	-2.20868396	-3.93856	-2.97e-01	USP14	ubiquitin specific peptidase 14	9097
205354_at	0.2179226	3.17e-02	2.20856919	-3.93879	4.92e-01	GAMT	guanidinoacetate N-methyltransferase	2593
206742_at	0.2179226	3.17e-02	-2.20843648	-3.93905	-4.80e-01	PIR-FIGF///FIGF	PIR-FIGF readthrough///c-fos induced growth factor	100532742///2277
215133_s_at	0.2179226	3.17e-02	-2.20840549	-3.93911	-8.79e-01	LOC102725213///LOC100507387///FAM153A///FAM153B	uncharacterized LOC102725213///uncharacterized LOC100507387///family with sequence similarity 153 member A///family with sequence similarity 153 member B	102725213///100507387///285596///202134
222265_at	0.2179226	3.17e-02	2.2084036	-3.93912	7.55e-01	TNS4	tensin 4	84951
205936_s_at	0.2179779	3.17e-02	-2.20816211	-3.93959	-2.23e-01	HK3	hexokinase 3	3101
212519_at	0.2182078	3.18e-02	2.20733239	-3.94122	1.32e-01	UBE2E1	ubiquitin conjugating enzyme E2 E1	7324
211574_s_at	0.2182078	3.18e-02	2.2072993	-3.94129	3.51e-01	CD46	CD46 molecule	4179
34858_at	0.2182078	3.18e-02	-2.20709614	-3.94169	-2.60e-01	KCTD2	potassium channel tetramerization domain containing 2	23510
200800_s_at	0.2182078	3.18e-02	-2.20708863	-3.9417	-4.14e-01	HSPA1L///HSPA1B///HSPA1A	heat shock protein family A (Hsp70) member 1 like///heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A	3305///3304///3303
201146_at	0.2182078	3.18e-02	-2.20698622	-3.94191	-1.94e-01	NFE2L2	nuclear factor, erythroid 2 like 2	4780
208732_at	0.2182078	3.18e-02	-2.20691586	-3.94204	-2.25e-01	RAB2A	RAB2A, member RAS oncogene family	5862
219171_s_at	0.218224	3.18e-02	2.2067518	-3.94237	3.19e-01	ZNF236	zinc finger protein 236	7776
207738_s_at	0.2182304	3.18e-02	2.2066071	-3.94265	2.86e-01	NCKAP1	NCK associated protein 1	10787
217312_s_at	0.2185228	3.19e-02	2.20589998	-3.94404	6.60e-01	COL7A1	collagen type VII alpha 1 chain	1294
206095_s_at	0.2186137	3.19e-02	-2.20558923	-3.94465	-2.52e-01	SRSF10	serine and arginine rich splicing factor 10	10772
218502_s_at	0.2186252	3.19e-02	-2.20543465	-3.94496	-2.84e-01	TRPS1	transcriptional repressor GATA binding 1	7227
210835_s_at	0.2187245	3.19e-02	2.20510755	-3.9456	2.60e-01	CTBP2	C-terminal binding protein 2	1488
221737_at	0.2191955	3.20e-02	-2.20396657	-3.94784	-2.76e-01	GNA12	G protein subunit alpha 12	2768
200749_at	0.2191955	3.20e-02	-2.20391926	-3.94794	-2.21e-01	RAN	RAN, member RAS oncogene family	5901
200026_at	0.2193218	3.21e-02	-2.2032022	-3.94935	-1.88e-01	RPL34	ribosomal protein L34	6164
201496_x_at	0.2193218	3.21e-02	-2.20316363	-3.94942	-7.98e-01	MYH11	myosin heavy chain 11	4629
207235_s_at	0.2193218	3.21e-02	-2.20311005	-3.94953	-6.61e-01	GRM5	glutamate metabotropic receptor 5	2915
219416_at	0.2193218	3.21e-02	-2.20302961	-3.94969	-5.74e-01	SCARA3	scavenger receptor class A member 3	51435
213944_x_at	0.2193218	3.21e-02	-2.20301227	-3.94972	-1.80e-01	GNA11	G protein subunit alpha 11	2767
204542_at	0.2193532	3.21e-02	-2.2028189	-3.9501	-5.98e-01	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	10610
209022_at	0.2193809	3.21e-02	-2.20258479	-3.95056	-1.50e-01	STAG2	stromal antigen 2	10735
204936_at	0.2193809	3.21e-02	2.2025011	-3.95072	2.00e-01	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	5871
207916_at	0.2194597	3.22e-02	-2.20214194	-3.95143	-6.77e-01			
204718_at	0.2194597	3.22e-02	-2.20206263	-3.95159	-5.17e-01	EPHB6	EPH receptor B6	2051
