GeneID	padj	P.Value	lfcSE	stat	logFC	baseMean	Gene.symbol	Description
29957	6.68E-02	1.90E-02	0.1589	2.344702	0.3725665	1688.5	SLC25A24	solute carrier family 25 member 24
100500837	6.68E-02	1.90E-02	0.7252	2.344576	1.7003944	536.83	MIR3606	microRNA 3606
6302	6.68E-02	1.91E-02	0.1984	2.344299	0.4651662	1753	TSPAN31	tetraspanin 31
9398	6.68E-02	1.91E-02	0.2104	2.344145	0.4932123	514.59	CD101	CD101 molecule
107986986	6.68E-02	1.91E-02	0.2414	-2.344183	-0.5659535	72.27	LOC107986986	uncharacterized LOC107986986
81693	6.68E-02	1.91E-02	0.2821	2.344087	0.6612682	411.31	AMN	amnion associated transmembrane protein
29760	6.68E-02	1.91E-02	0.4959	2.343882	1.1623103	894.44	BLNK	B cell linker
10128	6.69E-02	1.91E-02	0.191	2.343598	0.4476387	7059.66	LRPPRC	leucine rich pentatricopeptide repeat containing
440346	6.69E-02	1.91E-02	0.4412	-2.343489	-1.0340151	43.83	CDR2-DT	CDR2 divergent transcript
106144598	6.69E-02	1.91E-02	0.2467	2.343484	0.5781411	72.16	FARSA-AS1	FARSA antisense RNA 1
84448	6.69E-02	1.91E-02	0.471	-2.343398	-1.1036533	517.19	ABLIM2	actin binding LIM protein family member 2
26154	6.69E-02	1.91E-02	0.6921	2.34316	1.6216298	134.26	ABCA12	ATP binding cassette subfamily A member 12
5337	6.69E-02	1.91E-02	0.3466	-2.343196	-0.8121094	616.9	PLD1	phospholipase D1
100652736	6.69E-02	1.91E-02	0.3615	2.343239	0.8470114	37.39	LINC01311	long intergenic non-protein coding RNA 1311
102723709	6.69E-02	1.91E-02	0.5665	-2.342987	-1.3272895	12.39	LOC102723709	uncharacterized LOC102723709
4928	6.69E-02	1.91E-02	0.1556	2.342989	0.3645774	6341.18	NUP98	nucleoporin 98 and 96 precursor
5499	6.69E-02	1.91E-02	0.2357	2.342832	0.5522568	1969.57	PPP1CA	protein phosphatase 1 catalytic subunit alpha
84687	6.70E-02	1.91E-02	0.2548	2.342612	0.5968347	1653.66	PPP1R9B	protein phosphatase 1 regulatory subunit 9B
100616414	6.70E-02	1.91E-02	0.2661	2.342625	0.6234115	175.87	MIR4761	microRNA 4761
9096	6.70E-02	1.92E-02	0.4513	-2.34226	-1.0571255	85.79	TBX18	T-box transcription factor 18
6934	6.70E-02	1.92E-02	0.2381	-2.342283	-0.557739	984.38	TCF7L2	transcription factor 7 like 2
90050	6.70E-02	1.92E-02	0.7918	-2.342344	-1.8547102	23.88	FAM181A	family with sequence similarity 181 member A
3134	6.70E-02	1.92E-02	0.5214	2.341985	1.2210221	3312.39	HLA-F	"major histocompatibility complex, class I, F"
50813	6.70E-02	1.92E-02	0.2086	2.341826	0.4883916	1450.77	COPS7A	COP9 signalosome subunit 7A
102724050	6.71E-02	1.92E-02	0.3198	-2.341282	-0.7488436	64.91	GPR84-AS1	"GPR84, ZNF385A, ITGA5 and GTSF1 antisense RNA 1"
389170	6.71E-02	1.92E-02	0.3759	-2.341156	-0.8800186	147.47	LEKR1	"leucine, glutamate and lysine rich 1"
283420	6.71E-02	1.92E-02	0.5849	-2.341206	-1.3693037	35.63	CLEC9A	C-type lectin domain containing 9A
5601	6.72E-02	1.92E-02	0.1609	2.34092	0.3767355	2163.78	MAPK9	mitogen-activated protein kinase 9
84954	6.72E-02	1.92E-02	0.2521	2.340895	0.5902074	338.18	MPND	MPN domain containing
22	6.72E-02	1.92E-02	0.208	2.34095	0.4868459	1156.17	ABCB7	ATP binding cassette subfamily B member 7
8407	6.73E-02	1.93E-02	0.3573	2.340096	0.8362296	3893.41	TAGLN2	transgelin 2
101929719	6.73E-02	1.93E-02	0.3905	-2.339693	-0.9136259	34.88	LOC101929719	uncharacterized LOC101929719
644019	6.74E-02	1.93E-02	0.1684	-2.339565	-0.3940019	377.87	ZNG1F	Zn regulated GTPase metalloprotein activator 1F
734	6.74E-02	1.93E-02	0.2509	2.339172	0.5868031	2328.78	OSGIN2	oxidative stress induced growth inhibitor family member 2
79875	6.75E-02	1.94E-02	0.3364	2.338452	0.7867473	2598.82	THSD4	thrombospondin type 1 domain containing 4
162963	6.75E-02	1.94E-02	0.2528	2.338404	0.5911276	201.67	ZNF610	zinc finger protein 610
2295	6.76E-02	1.94E-02	0.8019	-2.338232	-1.8750121	20.29	FOXF2	forkhead box F2
79841	6.76E-02	1.94E-02	0.3866	-2.337713	-0.9036617	85.13	AGBL2	AGBL carboxypeptidase 2
7275	6.76E-02	1.94E-02	0.3382	-2.337643	-0.790539	1581.66	TUB	TUB bipartite transcription factor
101929302	6.76E-02	1.94E-02	0.405	-2.33757	-0.9468182	132.66	RFX3-DT	RFX3 divergent transcript
126299	6.77E-02	1.94E-02	0.1989	2.337451	0.4649038	394.65	ZNF428	zinc finger protein 428
29894	6.77E-02	1.94E-02	0.2943	2.33725	0.6879329	1200.13	CPSF1	cleavage and polyadenylation specific factor 1
55762	6.77E-02	1.94E-02	0.1275	-2.33707	-0.298027	1051.53	ZNF701	zinc finger protein 701
100128782	6.78E-02	1.95E-02	0.2701	-2.336556	-0.6311583	669.39	ERCC6L2-AS1	ERCC6L2 antisense RNA 1
9465	6.78E-02	1.95E-02	0.2808	-2.336265	-0.6560537	404.95	AKAP7	A-kinase anchoring protein 7
92342	6.78E-02	1.95E-02	0.236	2.336132	0.5512335	283.4	METTL18	methyltransferase like 18
112268163	6.78E-02	1.95E-02	0.1778	-2.336152	-0.4154037	185.95	LOC112268163	
79575	6.78E-02	1.95E-02	0.215	2.336056	0.5023241	233.63	ABHD8	abhydrolase domain containing 8
101929998	6.79E-02	1.95E-02	1.9601	-2.335949	-4.5785796	87.99	LOC101929998	uncharacterized LOC101929998
168537	6.79E-02	1.95E-02	0.583	-2.335843	-1.3618078	299.67	GIMAP7	"GTPase, IMAP family member 7"
388789	6.79E-02	1.95E-02	0.2621	2.335746	0.6122789	243.15	SMIM26	small integral membrane protein 26
7849	6.79E-02	1.95E-02	0.4208	-2.335454	-0.9826878	15824.12	PAX8	paired box 8
729085	6.79E-02	1.95E-02	0.6143	-2.335487	-1.434631	99.59	GASK1A	golgi associated kinase 1A
100506621	6.79E-02	1.95E-02	0.6038	-2.335377	-1.410157	1256.89	LINC01279	replaced by ID 151887
4855	6.79E-02	1.95E-02	0.2371	-2.335362	-0.5538004	728.67	NOTCH4	notch receptor 4
283130	6.79E-02	1.95E-02	0.3076	-2.335541	-0.7184416	321.92	SLC25A45	solute carrier family 25 member 45
105371099	6.79E-02	1.95E-02	0.2813	2.335019	0.6568972	75.12	LOC105371099	uncharacterized LOC105371099
23463	6.80E-02	1.96E-02	0.2349	2.334788	0.5484582	2513.33	ICMT	isoprenylcysteine carboxyl methyltransferase
105376323	6.80E-02	1.96E-02	0.4833	2.334319	1.1282499	12.39	LINC02846	long intergenic non-protein coding RNA 2846
91355	6.81E-02	1.96E-02	0.4034	2.334141	0.9415143	2111.44	LRP5L	LDL receptor related protein 5 like (pseudogene)
11243	6.81E-02	1.96E-02	0.1507	2.33401	0.3517246	896.94	PMF1	polyamine modulated factor 1
83590	6.81E-02	1.96E-02	0.2385	2.333787	0.55652	166.32	TMUB1	transmembrane and ubiquitin like domain containing 1
105379010	6.81E-02	1.96E-02	0.7017	-2.333576	-1.6374048	17.13	LOC105379010	uncharacterized LOC105379010
26271	6.83E-02	1.97E-02	0.3776	-2.332507	-0.8806978	197.45	FBXO5	F-box protein 5
256714	6.84E-02	1.97E-02	0.6593	2.332228	1.5375941	26.55	MAP7D2	MAP7 domain containing 2
200958	6.84E-02	1.97E-02	0.4636	2.33216	1.0812765	291.03	MUC20	"mucin 20, cell surface associated"
100302739	6.84E-02	1.97E-02	0.3427	2.331983	0.7991093	189.2	PCNA-AS1	PCNA antisense RNA 1
91147	6.84E-02	1.97E-02	0.3387	-2.331838	-0.7897429	1387.8	TMEM67	transmembrane protein 67
10907	6.84E-02	1.97E-02	0.2341	2.331776	0.5457583	809.07	TXNL4A	thioredoxin like 4A
821	6.85E-02	1.97E-02	0.2106	-2.331246	-0.4908668	28583.79	CANX	calnexin
23365	6.85E-02	1.97E-02	0.2723	2.331239	0.63482	19646.52	ARHGEF12	Rho guanine nucleotide exchange factor 12
113444	6.85E-02	1.97E-02	0.1873	2.331156	0.4366073	1007.54	SMIM12	small integral membrane protein 12
257144	6.86E-02	1.98E-02	0.3432	-2.330686	-0.7999177	670.57	GCSAM	germinal center associated signaling and motility
112268295	6.86E-02	1.98E-02	0.6455	-2.330712	-1.504564	9.43	LOC112268295	uncharacterized LOC112268295
9208	6.86E-02	1.98E-02	0.2628	-2.330378	-0.6124034	2854.43	LRRFIP1	LRR binding FLII interacting protein 1
27012	6.86E-02	1.98E-02	0.6606	2.330287	1.5393586	31.68	KCNV1	potassium voltage-gated channel modifier subfamily V member 1
107985726	6.86E-02	1.98E-02	0.4647	-2.330046	-1.0828319	28.57	LOC107985726	replaced by ID 64754
55862	6.87E-02	1.98E-02	0.1708	2.329718	0.397916	1215.63	ECHDC1	ethylmalonyl-CoA decarboxylase 1
283212	6.87E-02	1.98E-02	0.2793	2.329593	0.6506376	60.26	KLHL35	kelch like family member 35
25937	6.87E-02	1.98E-02	0.2306	-2.329329	-0.5372128	2422.54	WWTR1	WW domain containing transcription regulator 1
79447	6.87E-02	1.98E-02	0.1692	2.329355	0.3940925	863.42	PAGR1	PAXIP1 associated glutamate rich protein 1
4067	6.88E-02	1.99E-02	0.4681	2.328949	1.0901879	2646.28	LYN	"LYN proto-oncogene, Src family tyrosine kinase"
2166	6.88E-02	1.99E-02	0.3531	-2.328767	-0.8223722	1193.97	FAAH	fatty acid amide hydrolase
440905	6.88E-02	1.99E-02	0.8662	-2.328614	-2.0170204	13.9	FAR2P1	fatty acyl-CoA reductase 2 pseudogene 1
11180	6.90E-02	1.99E-02	0.1675	2.32784	0.3898592	4084.66	WDR6	WD repeat domain 6
114908	6.91E-02	2.00E-02	0.2062	-2.327195	-0.4798399	9817.66	TMEM123	transmembrane protein 123
140689	6.91E-02	2.00E-02	0.9786	2.326923	2.2771489	52.03	CBLN4	cerebellin 4 precursor
107985499	6.92E-02	2.00E-02	0.7583	-2.326361	-1.7639941	34.41	LOC107985499	uncharacterized LOC107985499
23659	6.92E-02	2.00E-02	0.2131	2.32624	0.4958065	547.11	PLA2G15	phospholipase A2 group XV
105372396	6.92E-02	2.00E-02	0.43	-2.326159	-1.0002114	34.28	LOC105372396	uncharacterized LOC105372396
80206	6.93E-02	2.00E-02	0.3001	-2.325872	-0.6980062	381.11	FHOD3	formin homology 2 domain containing 3
3434	6.93E-02	2.00E-02	0.6581	2.325731	1.5305262	1705.15	IFIT1	interferon induced protein with tetratricopeptide repeats 1
382	6.93E-02	2.00E-02	0.3156	2.325515	0.7339259	3473.12	ARF6	ADP ribosylation factor 6
4155	6.94E-02	2.01E-02	0.176	2.324894	0.4092314	3318.43	MBP	myelin basic protein
100505795	6.94E-02	2.01E-02	0.4206	-2.324704	-0.9776622	169.49	PBX1-AS1	PBX1 antisense RNA 1
6992	6.94E-02	2.01E-02	0.1337	2.324759	0.310743	1122.18	PPP1R11	protein phosphatase 1 regulatory inhibitor subunit 11
100506325	6.94E-02	2.01E-02	0.2072	-2.324648	-0.4816322	230.22	SP2-AS1	SP2 antisense RNA 1
57158	6.95E-02	2.01E-02	0.5095	-2.324426	-1.1842088	44.18	JPH2	junctophilin 2
8635	6.95E-02	2.01E-02	0.2598	-2.324126	-0.6038008	1121.91	RNASET2	ribonuclease T2
100616500	6.95E-02	2.01E-02	0.6866	-2.323961	-1.5956615	31.39	MIR4683	microRNA 4683
10290	6.95E-02	2.01E-02	0.2318	-2.32389	-0.5387421	95.02	SPEG	striated muscle enriched protein kinase
143884	6.96E-02	2.02E-02	0.2298	-2.323276	-0.5337962	829.9	CWF19L2	CWF19 like cell cycle control factor 2
105370105	6.96E-02	2.02E-02	0.85	-2.323289	-1.9747355	18.97	LOC105370105	uncharacterized LOC105370105
100132948	6.96E-02	2.02E-02	0.5123	-2.32315	-1.1900622	26.22	FAM27C	family with sequence similarity 27 member C
440295	6.97E-02	2.02E-02	0.2857	-2.322959	-0.6637392	174.08	GOLGA6L9	golgin A6 family like 9
9711	6.97E-02	2.02E-02	0.3612	2.322748	0.8389323	2266.71	RUBCN	rubicon autophagy regulator
100133121	6.97E-02	2.02E-02	0.5496	-2.322817	-1.2765776	31.84	FAM27B	family with sequence similarity 27 member B
7298	6.97E-02	2.02E-02	0.1994	2.322778	0.4630612	473.97	TYMS	thymidylate synthetase
7127	6.97E-02	2.02E-02	0.51	2.322471	1.184412	1782.32	TNFAIP2	TNF alpha induced protein 2
6247	6.97E-02	2.02E-02	0.6354	-2.322332	-1.4756216	15.59	RS1	retinoschisin 1
55752	6.97E-02	2.02E-02	0.1876	2.322181	0.4356509	3781.45	SEPTIN11	septin 11
100873983	6.99E-02	2.03E-02	0.4524	-2.321514	-1.0501868	189.52	MAGI1-AS1	MAGI1 antisense RNA 1
22984	6.99E-02	2.03E-02	0.139	2.321242	0.3227189	1771.87	PDCD11	programmed cell death 11
102467073	6.99E-02	2.03E-02	0.491	-2.320931	-1.1396279	14.36	PDCD6-DT	PDCD6 divergent transcript
81622	7.00E-02	2.03E-02	0.4338	2.320761	1.006792	719.66	UNC93B1	"unc-93 homolog B1, TLR signaling regulator"
64221	7.00E-02	2.03E-02	0.5938	-2.32041	-1.3779187	113.18	ROBO3	roundabout guidance receptor 3
51119	7.00E-02	2.03E-02	0.2575	2.320304	0.5974457	2463.81	SBDS	SBDS ribosome maturation factor
51706	7.01E-02	2.03E-02	0.2097	2.320015	0.4864662	966.15	CYB5R1	cytochrome b5 reductase 1
102724434	7.01E-02	2.04E-02	0.7193	-2.319719	-1.6686464	47.96	LOC102724434	uncharacterized LOC102724434
8622	7.02E-02	2.04E-02	0.3625	-2.319202	-0.8406884	7149.64	PDE8B	phosphodiesterase 8B
51605	7.02E-02	2.04E-02	0.2493	2.318971	0.5780939	333.33	TRMT6	tRNA methyltransferase 6 non-catalytic subunit
107985665	7.03E-02	2.04E-02	0.4929	-2.318784	-1.1429349	21.18	LOC107985665	
51780	7.03E-02	2.04E-02	0.1166	2.318342	0.2704342	6976.55	KDM3B	lysine demethylase 3B
100289650	7.03E-02	2.04E-02	0.9613	2.318248	2.2285759	15.55	PSG8-AS1	PSG8 antisense RNA 1
100033436	7.04E-02	2.04E-02	0.42	-2.318024	-0.9736836	24.95	SNORD116-25	"small nucleolar RNA, C/D box 116-25"
8985	7.04E-02	2.05E-02	0.2501	2.31786	0.5797996	998.25	PLOD3	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"
25891	7.04E-02	2.05E-02	0.3708	-2.317844	-0.8594884	129.29	PAMR1	peptidase domain containing associated with muscle regeneration 1
101927417	7.04E-02	2.05E-02	0.6342	-2.317709	-1.4699207	66.23	FHAD1-AS1	FHAD1 antisense RNA 1
5153	7.04E-02	2.05E-02	0.313	-2.317584	-0.7253458	161.65	PDE1B	phosphodiesterase 1B
8578	7.05E-02	2.05E-02	0.2229	-2.317208	-0.5165798	499.33	SCARF1	scavenger receptor class F member 1
5003	7.06E-02	2.05E-02	0.3285	2.316623	0.7611084	73.41	SLC22A18AS	SLC22A18 antisense RNA
728194	7.07E-02	2.06E-02	0.403	-2.315915	-0.9332237	20.56	RSPH10B2	radial spoke head 10 homolog B2
3208	7.07E-02	2.06E-02	0.4084	2.315772	0.9457288	36.36	HPCA	hippocalcin
368	7.07E-02	2.06E-02	0.2218	2.315713	0.5135713	438.52	ABCC6	ATP binding cassette subfamily C member 6
55915	7.07E-02	2.06E-02	0.2194	2.31557	0.5079621	1059.51	LANCL2	LanC like glutathione S-transferase 2
54816	7.09E-02	2.06E-02	0.2046	-2.314743	-0.4735983	2488.39	ZNF280D	zinc finger protein 280D
1676	7.09E-02	2.06E-02	0.159	2.314393	0.3679361	1230.21	DFFA	DNA fragmentation factor subunit alpha
112268463	7.09E-02	2.07E-02	0.8117	-2.314318	-1.8785445	21.62	LOC112268463	
101929704	7.10E-02	2.07E-02	0.3603	-2.313986	-0.8337352	65.39	TTC23L-AS1	TTC23L antisense RNA 1
3091	7.10E-02	2.07E-02	0.2545	2.313864	0.5889129	5805.35	HIF1A	hypoxia inducible factor 1 subunit alpha
2673	7.10E-02	2.07E-02	0.2332	2.313614	0.5396213	7640.98	GFPT1	glutamine--fructose-6-phosphate transaminase 1
8575	7.11E-02	2.07E-02	0.1463	2.313398	0.3385479	1226.44	PRKRA	protein activator of interferon induced protein kinase EIF2AK2
9553	7.11E-02	2.07E-02	0.2183	2.313315	0.5051039	172.24	MRPL33	mitochondrial ribosomal protein L33
100507554	7.11E-02	2.07E-02	0.5124	-2.312844	-1.1852014	28.34	RPL37A-DT	RPL37A divergent transcript
124152	7.13E-02	2.08E-02	0.3197	2.311728	0.7391146	852.39	IQCK	IQ motif containing K
57555	7.14E-02	2.08E-02	0.2702	2.311551	0.6244964	233.29	NLGN2	neuroligin 2
10782	7.14E-02	2.08E-02	0.1888	2.311588	0.4363759	1692.87	ZNF274	zinc finger protein 274
137075	7.14E-02	2.08E-02	0.3622	-2.311092	-0.8371278	226.03	CLDN23	claudin 23
5719	7.15E-02	2.09E-02	0.1674	2.310407	0.3868469	1673.28	PSMD13	"proteasome 26S subunit, non-ATPase 13"
9100	7.15E-02	2.09E-02	0.155	2.310452	0.3581475	1824.62	USP10	ubiquitin specific peptidase 10
55626	7.15E-02	2.09E-02	0.1472	2.31032	0.3400435	2060.12	AMBRA1	autophagy and beclin 1 regulator 1
1160	7.15E-02	2.09E-02	0.1784	-2.310258	-0.4120693	503.16	CKMT2	"creatine kinase, mitochondrial 2"
107985360	7.16E-02	2.09E-02	0.2054	-2.310167	-0.4745354	106.61	LOC107985360	uncharacterized LOC107985360
550631	7.16E-02	2.09E-02	0.2628	-2.310019	-0.6070542	216.1	CCDC157	coiled-coil domain containing 157
105373142	7.16E-02	2.09E-02	0.6574	-2.310036	-1.5185365	34.15	LOC105373142	uncharacterized LOC105373142
79671	7.16E-02	2.09E-02	0.2567	2.309706	0.5927983	598.78	NLRX1	NLR family member X1
140775	7.16E-02	2.09E-02	0.1735	2.309714	0.4006321	2548.78	SMCR8	SMCR8-C9orf72 complex subunit
51147	7.16E-02	2.09E-02	0.1341	2.309496	0.3096054	791.34	ING4	inhibitor of growth family member 4
200420	7.17E-02	2.10E-02	0.4264	-2.308744	-0.9843572	22.11	ALMS1P1	ALMS1 pseudogene 1
101928540	7.17E-02	2.10E-02	0.606	-2.30872	-1.3990164	18.69	LOC101928540	uncharacterized LOC101928540
55454	7.17E-02	2.10E-02	0.2363	2.308777	0.5456595	1449.55	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2
107987171	7.18E-02	2.10E-02	0.3752	-2.308259	-0.866092	50.63	LOC107987171	uncharacterized LOC107987171
4958	7.19E-02	2.10E-02	0.6091	-2.308036	-1.4058059	251.61	OMD	osteomodulin
105373557	7.19E-02	2.10E-02	0.7629	-2.307892	-1.7607825	628.37	SOCAR	serous ovarian cancer associated RNA
151636	7.19E-02	2.10E-02	0.3452	2.307861	0.7967748	3797.94	DTX3L	deltex E3 ubiquitin ligase 3L
3551	7.19E-02	2.10E-02	0.129	-2.30783	-0.2976281	1816.06	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta
100527963	7.19E-02	2.10E-02	0.1564	2.30769	0.3608507	437.49	PMF1-BGLAP	PMF1-BGLAP readthrough
3032	7.19E-02	2.10E-02	0.2027	2.307724	0.467877	4790.37	HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta
4507	7.19E-02	2.10E-02	0.1386	2.307642	0.3197839	1450.45	MTAP	methylthioadenosine phosphorylase
10628	7.19E-02	2.10E-02	0.4167	-2.307524	-0.9615068	31961.55	TXNIP	thioredoxin interacting protein
400242	7.19E-02	2.10E-02	0.3409	-2.307332	-0.7866274	57.21	DICER1-AS1	DICER1 antisense RNA 1
2296	7.19E-02	2.10E-02	0.4033	-2.30709	-0.9305604	100.2	FOXC1	forkhead box C1
374786	7.19E-02	2.11E-02	0.3065	-2.306983	-0.7070453	56.2	EFCAB5	EF-hand calcium binding domain 5
83549	7.19E-02	2.11E-02	0.2432	2.306871	0.561082	731.61	UCK1	uridine-cytidine kinase 1
6150	7.19E-02	2.11E-02	0.3599	2.306906	0.8302507	246.53	MRPL23	mitochondrial ribosomal protein L23
105378728	7.20E-02	2.11E-02	0.3796	-2.30631	-0.8755837	90.81	LOC105378728	uncharacterized LOC105378728
1290	7.20E-02	2.11E-02	0.5588	2.30625	1.2887296	1985.88	COL5A2	collagen type V alpha 2 chain
1427	7.20E-02	2.11E-02	0.2649	-2.306352	-0.6108991	79.35	CRYGS	crystallin gamma S
79896	7.20E-02	2.11E-02	0.3027	-2.306234	-0.6979844	669.14	THNSL1	threonine synthase like 1
5599	7.20E-02	2.11E-02	0.1361	-2.306295	-0.3139712	2176.59	MAPK8	mitogen-activated protein kinase 8
105379880	7.20E-02	2.11E-02	0.4095	-2.30654	-0.9445969	116.1	LOC105379880	
374407	7.20E-02	2.11E-02	0.7218	-2.306345	-1.6646708	38.14	DNAJB13	DnaJ heat shock protein family (Hsp40) member B13
105372489	7.20E-02	2.11E-02	0.4534	-2.306215	-1.0456966	30.98	SERTAD3-AS1	SERTAD3 antisense RNA 1
170392	7.20E-02	2.11E-02	0.7246	2.30595	1.6708822	27.47	OIT3	oncoprotein induced transcript 3
5578	7.20E-02	2.11E-02	0.469	-2.306002	-1.0815143	1151.75	PRKCA	protein kinase C alpha
387707	7.21E-02	2.11E-02	0.4382	2.305589	1.0102622	710.46	CC2D2B	coiled-coil and C2 domain containing 2B
132949	7.22E-02	2.12E-02	0.1758	-2.305035	-0.4052496	1198.05	AASDH	aminoadipate-semialdehyde dehydrogenase
102723508	7.22E-02	2.12E-02	0.2441	-2.304626	-0.5624758	471.03	KANTR	KANTR integral membrane protein
134265	7.23E-02	2.12E-02	0.3441	-2.304067	-0.7927933	447.74	AFAP1L1	actin filament associated protein 1 like 1
116534	7.23E-02	2.12E-02	0.8625	2.304087	1.9872976	34.56	MRGPRE	MAS related GPR family member E
105369719	7.23E-02	2.12E-02	0.6205	-2.303916	-1.4294869	30.91	LOC105369719	uncharacterized LOC105369719
10417	7.24E-02	2.12E-02	0.4275	-2.303634	-0.9849094	165.38	SPON2	spondin 2
387723	7.24E-02	2.12E-02	0.3045	-2.303515	-0.7014706	159.56	C10orf143	chromosome 10 open reading frame 143
100874006	7.24E-02	2.13E-02	0.231	2.303383	0.5321511	373.88	TTC3-AS1	TTC3 antisense RNA 1
84162	7.25E-02	2.13E-02	0.1806	-2.302956	-0.4158044	14543.11	BLTP1	bridge-like lipid transfer protein family member 1
98	7.25E-02	2.13E-02	0.1746	-2.3024	-0.4020207	318.68	ACYP2	acylphosphatase 2
57827	7.25E-02	2.13E-02	0.1904	2.302759	0.4385447	681.74	C6orf47	chromosome 6 open reading frame 47
221442	7.25E-02	2.13E-02	0.3772	-2.302721	-0.8685978	713.78	ADCY10P1	ADCY10 pseudogene 1
118856	7.25E-02	2.13E-02	0.4822	-2.302597	-1.1102413	21.17	MMP21	matrix metallopeptidase 21
84070	7.25E-02	2.13E-02	0.2037	-2.302473	-0.4690717	202.3	FAM186B	family with sequence similarity 186 member B
84101	7.25E-02	2.13E-02	0.4271	-2.302666	-0.9835211	159.91	USP44	ubiquitin specific peptidase 44
123228	7.25E-02	2.13E-02	0.2889	-2.302434	-0.6652877	425.15	SENP8	"SUMO peptidase family member, NEDD8 specific"
93210	7.25E-02	2.13E-02	0.2495	2.30245	0.5745096	1425.14	PGAP3	post-GPI attachment to proteins phospholipase 3
55201	7.25E-02	2.13E-02	0.2686	2.302441	0.6183321	295.63	MAP1S	microtubule associated protein 1S
95681	7.25E-02	2.13E-02	0.1641	2.302278	0.3778878	434.91	CEP41	centrosomal protein 41
163732	7.26E-02	2.13E-02	0.4172	2.301813	0.9603421	32.64	CITED4	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4
693190	7.26E-02	2.13E-02	1.0793	-2.30174	-2.4841738	11.64	MIR605	microRNA 605
221481	7.26E-02	2.14E-02	0.735	-2.30166	-1.6917731	18.1	ARMC12	armadillo repeat containing 12
105377290	7.26E-02	2.14E-02	0.3783	-2.301372	-0.8706525	387.66	LOC105377290	uncharacterized LOC105377290
622	7.27E-02	2.14E-02	0.2074	-2.300992	-0.4773042	1013.97	BDH1	3-hydroxybutyrate dehydrogenase 1
221468	7.27E-02	2.14E-02	0.3808	2.301041	0.8761458	132.65	TMEM217	transmembrane protein 217
105377667	7.29E-02	2.14E-02	0.749	2.300028	1.7227425	15.06	CHAER1	cardiac hypertrophy associated epigenetic regulator 1
9692	7.29E-02	2.15E-02	0.1352	2.299959	0.3110692	1909.73	PRORP	protein only RNase P catalytic subunit
101926917	7.29E-02	2.15E-02	0.2163	-2.299751	-0.4973609	186.34	ANKRD18CP	"ankyrin repeat domain 18C, pseudogene"
9798	7.29E-02	2.15E-02	0.1023	2.299542	0.2351356	4929.09	IST1	IST1 factor associated with ESCRT-III
9742	7.29E-02	2.15E-02	0.3101	-2.299356	-0.7130387	1942.43	IFT140	intraflagellar transport 140
1006	7.29E-02	2.15E-02	0.7794	2.299381	1.7922092	13.12	CDH8	cadherin 8
391622	7.31E-02	2.15E-02	0.6914	-2.298634	-1.5892327	13.88	USP17L6P	"ubiquitin specific peptidase 17 like family member 6, pseudogene"
102466659	7.31E-02	2.15E-02	0.4118	-2.298656	-0.9466975	34.97	MIR6515	microRNA 6515
1902	7.31E-02	2.15E-02	0.338	-2.29837	-0.7769049	809.39	LPAR1	lysophosphatidic acid receptor 1
100506881	7.32E-02	2.16E-02	0.3814	-2.297634	-0.8762577	103.87	MKLN1-AS	MKLN1 antisense RNA
107986401	7.33E-02	2.16E-02	0.6846	-2.297308	-1.5727886	11.93	LOC107986401	uncharacterized LOC107986401
102724552	7.34E-02	2.16E-02	0.2913	-2.296656	-0.6689046	94.02	RERE-AS1	RERE antisense RNA 1
9194	7.34E-02	2.16E-02	0.6299	-2.296489	-1.4464746	550.5	SLC16A7	solute carrier family 16 member 7
102659288	7.34E-02	2.17E-02	0.9424	2.296366	2.1640474	15.31	LINC02888	long intergenic non-protein coding RNA 2888
1289	7.35E-02	2.17E-02	0.6018	2.296117	1.381889	1328.59	COL5A1	collagen type V alpha 1 chain
6080	7.35E-02	2.17E-02	0.2865	2.295862	0.6576646	294.88	SNORA73A	"small nucleolar RNA, H/ACA box 73A"
105374444	7.35E-02	2.17E-02	0.7079	-2.295826	-1.6251057	17.73	LOC105374444	uncharacterized LOC105374444
23648	7.35E-02	2.17E-02	0.2291	-2.295555	-0.5259572	569.75	SSBP3	single stranded DNA binding protein 3
6524	7.35E-02	2.17E-02	0.1976	2.295505	0.4536076	316.39	SLC5A2	solute carrier family 5 member 2
100847090	7.36E-02	2.17E-02	0.3986	2.294993	0.9148906	21.84	MIR5187	microRNA 5187
107984007	7.37E-02	2.18E-02	1.2245	2.294386	2.8095419	17.92	LOC107984007	uncharacterized LOC107984007
255082	7.37E-02	2.18E-02	0.4525	-2.294302	-1.0381258	201.16	CASC2	cancer susceptibility 2
84233	7.38E-02	2.18E-02	0.1951	2.294068	0.4475586	431.18	TMEM126A	transmembrane protein 126A
546	7.38E-02	2.18E-02	0.1781	-2.293945	-0.408525	4403.22	ATRX	ATRX chromatin remodeler
211	7.38E-02	2.18E-02	0.2516	2.293597	0.5771452	1192.08	ALAS1	5'-aminolevulinate synthase 1
