ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID
55_4_5	1.75e-01	3.31e-02	2.3522112	-4.1591	1.0219435			
44_21_3	1.75e-01	3.32e-02	2.351452	-4.16045	0.6428678	GABARAPL1	GABA(A) receptor-associated protein like 1	23710
23_24_1	1.75e-01	3.32e-02	2.3514236	-4.1605	0.9066735	WIBG///DGKA	within bgcn homolog (Drosophila)///diacylglycerol kinase, alpha 80kDa	84305///1606
7_4_8	1.75e-01	3.32e-02	-2.3509907	-4.16127	-0.9575549	MAFB	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)	9935
39_16_5	1.75e-01	3.32e-02	-2.3506263	-4.16192	-2.1184283	KLHL4	kelch-like 4 (Drosophila)	56062
9_23_4	1.75e-01	3.33e-02	-2.3495781	-4.16379	-0.3851723	CUL5	cullin 5	8065
10_7_2	1.75e-01	3.33e-02	2.3493747	-4.16415	1.3499058	CDC45L	CDC45 cell division cycle 45-like (S. cerevisiae)	8318
23_21_3	1.75e-01	3.33e-02	2.3493297	-4.16423	0.6287222			
53_28_3	1.75e-01	3.33e-02	2.3489973	-4.16482	0.4238761	TRIM8	tripartite motif-containing 8	81603
53_4_3	1.75e-01	3.33e-02	-2.3484627	-4.16577	-1.7665423	OMD	osteomodulin	4958
51_12_4	1.75e-01	3.33e-02	2.3484454	-4.1658	0.3753791	PDE9A	phosphodiesterase 9A	5152
6_7_8	1.75e-01	3.34e-02	-2.3483609	-4.16595	-0.6232147	SPTBN1	spectrin, beta, non-erythrocytic 1	6711
20_26_3	1.75e-01	3.34e-02	2.3476335	-4.16725	0.3312949	COMMD3	COMM domain containing 3	23412
24_26_1	1.75e-01	3.34e-02	-2.3473874	-4.16768	-0.5012931	ADD3	adducin 3 (gamma)	120
41_2_3	1.75e-01	3.34e-02	-2.3473281	-4.16779	-0.3272062	TOR1A	torsin family 1, member A (torsin A)	1861
40_17_7	1.76e-01	3.35e-02	2.3458342	-4.17044	0.7141259	TMEPAI	transmembrane, prostate androgen induced RNA	56937
18_25_4	1.76e-01	3.35e-02	-2.3457559	-4.17058	-0.6691517	KRT31	keratin 31	3881
2_28_7	1.76e-01	3.36e-02	2.3444194	-4.17296	0.5671397	RABIF	RAB interacting factor	5877
37_17_1	1.76e-01	3.36e-02	-2.3443706	-4.17305	-0.4086333	GABPA	GA binding protein transcription factor, alpha subunit 60kDa	2551
10_31_2	1.76e-01	3.36e-02	2.3441913	-4.17336	0.4880661	PPP5C	protein phosphatase 5, catalytic subunit	5536
9_8_4	1.76e-01	3.36e-02	2.3440418	-4.17363	0.4169997	TNKS	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	8658
20_20_3	1.76e-01	3.37e-02	-2.3429583	-4.17556	-0.3100831	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial	10667
55_8_4	1.76e-01	3.38e-02	2.3412505	-4.17859	0.6890687	FLJ36000	hypothetical protein FLJ36000	284124
46_25_5	1.76e-01	3.38e-02	2.3411648	-4.17874	0.6078162	POU3F4	POU class 3 homeobox 4	5456
27_20_1	1.76e-01	3.38e-02	2.3411496	-4.17877	0.4056824	PLP1	proteolipid protein 1 (Pelizaeus-Merzbacher disease, spastic paraplegia 2, uncomplicated)	5354
28_8_4	1.76e-01	3.38e-02	2.3408319	-4.17933	0.9792114	IL18	interleukin 18 (interferon-gamma-inducing factor)	3606
46_27_5	1.76e-01	3.38e-02	-2.3407255	-4.17952	-0.3631958	RPGRIP1L	RPGRIP1-like	23322
30_3_2	1.76e-01	3.38e-02	2.3407043	-4.17956	0.6683803	MAP3K13	mitogen-activated protein kinase kinase kinase 13	9175
59_22_4	1.76e-01	3.39e-02	-2.3404359	-4.18004	-0.3493114	EIF3J	eukaryotic translation initiation factor 3, subunit J	8669
58_8_3	1.76e-01	3.39e-02	-2.3401604	-4.18052	-0.5873842			
55_25_1	1.76e-01	3.39e-02	2.3401591	-4.18053	1.8331382	IL2RB	interleukin 2 receptor, beta	3560
34_21_3	1.76e-01	3.39e-02	2.3400669	-4.18069	0.6240562	KLF12	Kruppel-like factor 12	11278
55_26_1	1.76e-01	3.39e-02	2.3398421	-4.18109	1.0430188	ITIH1	inter-alpha (globulin) inhibitor H1	3697
48_23_7	1.76e-01	3.39e-02	-2.3398016	-4.18116	-0.7292397	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2908
34_21_5	1.76e-01	3.39e-02	-2.3395209	-4.18166	-0.3852573	RPLP0	ribosomal protein, large, P0	6175
23_6_3	1.76e-01	3.39e-02	2.339502	-4.18169	0.4944975	GOLGA3	golgi autoantigen, golgin subfamily a, 3	2802
12_18_2	1.76e-01	3.39e-02	-2.339194	-4.18224	-0.35549	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	7386
8_26_6	1.77e-01	3.40e-02	2.3378658	-4.1846	0.3804636	C20orf24	chromosome 20 open reading frame 24	55969
44_16_5	1.77e-01	3.40e-02	-2.3377264	-4.18485	-0.3642232	ABT1	activator of basal transcription 1	29777
26_28_4	1.77e-01	3.40e-02	-2.3376661	-4.18495	-0.9236321	GUF1///ANGPTL1	GUF1 GTPase homolog (S. cerevisiae)///angiopoietin-like 1	60558///9068
25_20_6	1.77e-01	3.41e-02	-2.3376156	-4.18504	-0.5524686	CMTM7///CMTM6	CKLF-like MARVEL transmembrane domain containing 7///CKLF-like MARVEL transmembrane domain containing 6	112616///54918
2_14_6	1.77e-01	3.41e-02	-2.3374018	-4.18542	-0.4456977	RBM27	RNA binding motif protein 27	54439
22_2_8	1.77e-01	3.41e-02	2.3373529	-4.18551	0.4175487	ACTR2///DDX11	ARP2 actin-related protein 2 homolog (yeast)///DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae)	10097///1663
40_9_7	1.77e-01	3.41e-02	2.3370537	-4.18604	1.1931715	WARS	tryptophanyl-tRNA synthetase	7453
49_24_6	1.77e-01	3.42e-02	-2.3359531	-4.18799	-0.6603554	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	5305
38_2_5	1.77e-01	3.42e-02	2.3354453	-4.18889	0.6165815	GNB2	guanine nucleotide binding protein (G protein), beta polypeptide 2	2783
27_9_7	1.77e-01	3.42e-02	-2.3352114	-4.18931	-0.4220356	PI4KA	phosphatidylinositol 4-kinase, catalytic, alpha	5297
16_30_5	1.77e-01	3.42e-02	-2.3349347	-4.1898	-0.7121095	CAMK2A	calcium/calmodulin-dependent protein kinase (CaM kinase) II alpha	815
37_9_1	1.77e-01	3.42e-02	2.3347646	-4.1901	1.5762773	CD22	CD22 molecule	933
28_27_6	1.77e-01	3.42e-02	-2.3346025	-4.19039	-0.3885559	C11orf79	chromosome 11 open reading frame 79	54949
32_14_7	1.77e-01	3.43e-02	-2.3341032	-4.19127	-0.4468322	IRF6	interferon regulatory factor 6	3664
55_5_8	1.77e-01	3.43e-02	2.334099	-4.19128	0.426753			
58_29_7	1.77e-01	3.43e-02	2.3339307	-4.19158	1.6311176	CD86	CD86 molecule	942
29_17_6	1.77e-01	3.43e-02	-2.3337377	-4.19192	-1.862769	PRELP	proline/arginine-rich end leucine-rich repeat protein	5549
48_24_3	1.77e-01	3.43e-02	-2.3336981	-4.19199	-1.6408534	TADA3L	transcriptional adaptor 3 (NGG1 homolog, yeast)-like	10474
55_29_5	1.77e-01	3.43e-02	-2.3336975	-4.19199	-0.5047958	CEP164	centrosomal protein 164kDa	22897
10_8_6	1.77e-01	3.43e-02	2.3333472	-4.19262	0.4520679			
37_4_3	1.77e-01	3.43e-02	2.3332624	-4.19277	0.4261336	POLR2G	polymerase (RNA) II (DNA directed) polypeptide G	5436
18_13_4	1.77e-01	3.44e-02	2.332127	-4.19478	0.7549291	LMO1	LIM domain only 1 (rhombotin 1)	4004
31_31_6	1.77e-01	3.44e-02	-2.3315898	-4.19573	-0.4629991	PLEKHF2	pleckstrin homology domain containing, family F (with FYVE domain) member 2	79666
2_5_2	1.77e-01	3.45e-02	2.3312251	-4.19638	1.2727406	CHN2	chimerin (chimaerin) 2	1124
53_17_1	1.77e-01	3.45e-02	2.3308941	-4.19696	0.625731			
54_6_3	1.78e-01	3.45e-02	2.3301719	-4.19825	0.4588164	MMP14	matrix metallopeptidase 14 (membrane-inserted)	4323
60_2_3	1.78e-01	3.46e-02	-2.3298203	-4.19887	-0.3112638	PHLDA2	pleckstrin homology-like domain, family A, member 2	7262
1_31_3	1.78e-01	3.46e-02	2.329779	-4.19894	0.5109272	CLEC3A	C-type lectin domain family 3, member A	10143
60_10_1	1.78e-01	3.46e-02	2.3292994	-4.19979	0.8003844	LIPC	lipase, hepatic	3990
18_21_6	1.78e-01	3.46e-02	-2.3292113	-4.19995	-1.043308			
53_3_7	1.78e-01	3.46e-02	2.3288151	-4.20065	0.4135976	SSH1	slingshot homolog 1 (Drosophila)	54434
58_27_6	1.78e-01	3.47e-02	-2.328546	-4.20113	-0.379381	C11orf30///HSA251708	chromosome 11 open reading frame 30///putative microtubule-binding protein	56946///54759
37_16_2	1.78e-01	3.47e-02	2.327337	-4.20327	0.4462117	DLG4	discs, large homolog 4 (Drosophila)	1742
4_8_4	1.78e-01	3.48e-02	2.3268224	-4.20418	1.7249323	HRK	harakiri, BCL2 interacting protein (contains only BH3 domain)	8739
3_4_4	1.78e-01	3.48e-02	2.3266576	-4.20447	0.5962969	POLG2	polymerase (DNA directed), gamma 2, accessory subunit	11232
18_24_6	1.78e-01	3.48e-02	2.326563	-4.20464	0.6830872	LOC400891///LOC126917	similar to chromosome 14 open reading frame 166B///hypothetical protein LOC126917	400891///126917
32_24_4	1.78e-01	3.48e-02	2.3261541	-4.20536	0.466612	TRIM27	tripartite motif-containing 27	5987
10_11_1	1.78e-01	3.48e-02	2.3260943	-4.20547	0.4384723	MCM3	minichromosome maintenance complex component 3	4172
18_21_7	1.78e-01	3.48e-02	2.3259244	-4.20577	1.0560802	KRT222P	keratin 222 pseudogene	125113
38_8_7	1.78e-01	3.49e-02	-2.3255451	-4.20644	-0.359819	UQCRB	ubiquinol-cytochrome c reductase binding protein	7381
29_11_8	1.78e-01	3.49e-02	2.3252767	-4.20692	0.5133099	CD5	CD5 molecule	921
16_5_4	1.78e-01	3.49e-02	2.3251622	-4.20712	1.1935793	HAO1	hydroxyacid oxidase (glycolate oxidase) 1	54363
2_14_1	1.78e-01	3.49e-02	-2.3250061	-4.2074	-0.3954843	ERCC5	excision repair cross-complementing rodent repair deficiency, complementation group 5 (xeroderma pigmentosum, complementation group G (Cockayne syndrome))	2073
43_28_2	1.78e-01	3.49e-02	2.3248337	-4.2077	0.6724335	ARPC3	actin related protein 2/3 complex, subunit 3, 21kDa	10094
50_28_6	1.78e-01	3.49e-02	-2.3245273	-4.20824	-0.6387971	PARVA	parvin, alpha	55742
24_27_6	1.78e-01	3.49e-02	-2.3242685	-4.2087	-0.53696	ZNHIT2	zinc finger, HIT type 2	741
14_5_6	1.78e-01	3.50e-02	2.3239409	-4.20928	0.6060059	WDR62	WD repeat domain 62	284403
18_7_4	1.78e-01	3.50e-02	-2.3237075	-4.2097	-0.5269184	DCTN3	dynactin 3 (p22)	11258
48_31_5	1.78e-01	3.50e-02	-2.3233294	-4.21036	-0.3266627	RRN3	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)	54700
22_19_2	1.78e-01	3.50e-02	-2.3232285	-4.21054	-1.251109	FHL1	four and a half LIM domains 1	2273
21_15_6	1.79e-01	3.51e-02	-2.3219065	-4.21288	-0.3261378	PJA2	praja 2, RING-H2 motif containing	9867
41_6_7	1.79e-01	3.52e-02	-2.3210909	-4.21433	-1.0289379	FLJ10781	hypothetical protein FLJ10781	55228
41_25_6	1.79e-01	3.52e-02	-2.3198322	-4.21655	-0.4164801	C5orf21	chromosome 5 open reading frame 21	83989
45_22_5	1.79e-01	3.52e-02	-2.3196692	-4.21684	-1.4491677	HAO2	hydroxyacid oxidase 2 (long chain)	51179
16_5_5	1.79e-01	3.52e-02	2.3196589	-4.21686	0.5502862	CDR2L	cerebellar degeneration-related protein 2-like	30850
11_31_1	1.79e-01	3.53e-02	2.3191241	-4.21781	0.8935422	NR3C2	nuclear receptor subfamily 3, group C, member 2	4306
20_20_2	1.79e-01	3.53e-02	-2.3191026	-4.21784	-0.6822639	GGTLA1	gamma-glutamyltransferase-like activity 1	2687
11_12_2	1.79e-01	3.53e-02	2.3189166	-4.21817	0.8308647	NUTF2	nuclear transport factor 2	10204
47_20_7	1.79e-01	3.53e-02	-2.3183441	-4.21918	-0.346199	RPS6KB1	ribosomal protein S6 kinase, 70kDa, polypeptide 1	6198
13_2_3	1.80e-01	3.54e-02	2.3170317	-4.22151	0.4828872	BARD1	BRCA1 associated RING domain 1	580
4_26_4	1.80e-01	3.54e-02	2.3167465	-4.22201	0.5974552	P2RY1	purinergic receptor P2Y, G-protein coupled, 1	5028
41_12_3	1.80e-01	3.55e-02	2.3162546	-4.22288	0.6246936	DNMT1	DNA (cytosine-5-)-methyltransferase 1	1786
52_9_1	1.80e-01	3.55e-02	-2.316244	-4.2229	-0.6028113	SP3	Sp3 transcription factor	6670
9_5_3	1.80e-01	3.55e-02	2.3159822	-4.22336	1.2059899	LYPD1///GPR39	LY6/PLAUR domain containing 1///G protein-coupled receptor 39	116372///2863
53_14_7	1.80e-01	3.55e-02	-2.3155027	-4.22421	-0.3351927			
54_30_7	1.80e-01	3.55e-02	2.3154265	-4.22434	0.5554859	NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	4893
27_20_7	1.80e-01	3.56e-02	-2.3152031	-4.22474	-0.3765582	ACVR1B	activin A receptor, type IB	91
59_27_1	1.80e-01	3.56e-02	2.3145431	-4.2259	0.6588121	PLS1	plastin 1 (I isoform)	5357
1_30_7	1.80e-01	3.56e-02	-2.3138642	-4.2271	-0.6944239	NOLC1	nucleolar and coiled-body phosphoprotein 1	9221
15_28_2	1.80e-01	3.57e-02	2.3137487	-4.22731	0.9642656	DPYS	dihydropyrimidinase	1807
18_3_7	1.80e-01	3.57e-02	-2.3135194	-4.22771	-1.3390106	RCSD1	RCSD domain containing 1	92241
42_9_3	1.80e-01	3.57e-02	-2.3134771	-4.22779	-0.7438037	EPB41L2	erythrocyte membrane protein band 4.1-like 2	2037
21_21_3	1.80e-01	3.58e-02	2.3122589	-4.22994	0.4585937	STBD1	starch binding domain 1	8987
3_15_4	1.80e-01	3.58e-02	2.3120295	-4.23034	1.0575687			
42_17_7	1.81e-01	3.58e-02	-2.3114422	-4.23138	-0.783501	STEAP2	six transmembrane epithelial antigen of the prostate 2	261729
43_17_1	1.81e-01	3.58e-02	-2.3111198	-4.23195	-0.9903102	FPRL1	formyl peptide receptor-like 1	2358
25_17_6	1.81e-01	3.59e-02	2.3104285	-4.23317	0.5184933	ARHGAP23	Rho GTPase activating protein 23	57636
7_12_6	1.81e-01	3.59e-02	-2.3098788	-4.23414	-1.7343084	DEPDC5	DEP domain containing 5	9681
3_20_6	1.81e-01	3.59e-02	-2.3096197	-4.2346	-0.4025308	CSPP1	centrosome and spindle pole associated protein 1	79848
59_7_3	1.81e-01	3.60e-02	-2.3092285	-4.23529	-0.5179858	RP11-298P3.3	phosphonoformate immuno-associated protein 5	10443
60_7_5	1.81e-01	3.60e-02	2.3091314	-4.23546	0.6376141			
39_13_2	1.81e-01	3.61e-02	2.3079239	-4.23759	0.9713599	PCSK5	proprotein convertase subtilisin/kexin type 5	5125
44_8_6	1.81e-01	3.61e-02	-2.3074214	-4.23848	-0.4473425	TMEM134	transmembrane protein 134	80194
4_10_1	1.81e-01	3.61e-02	2.3068508	-4.23949	0.5491039	NAGLU	N-acetylglucosaminidase, alpha- (Sanfilippo disease IIIB)	4669
3_8_2	1.81e-01	3.61e-02	-2.306821	-4.23954	-1.3923606	RCAN2	regulator of calcineurin 2	10231
27_9_8	1.81e-01	3.61e-02	-2.3066752	-4.2398	-0.426727	PI4KA	phosphatidylinositol 4-kinase, catalytic, alpha	5297
12_5_5	1.82e-01	3.62e-02	2.3057646	-4.2414	0.55002	PSCD2	pleckstrin homology, Sec7 and coiled-coil domains 2 (cytohesin-2)	9266
2_16_4	1.82e-01	3.62e-02	2.3056927	-4.24153	1.3089048	GLYAT	glycine-N-acyltransferase	10249
8_23_1	1.82e-01	3.62e-02	2.3055462	-4.24179	1.1974282	SCD	stearoyl-CoA desaturase (delta-9-desaturase)	6319
17_10_3	1.82e-01	3.62e-02	2.3054173	-4.24201	0.5441122	YARS	tyrosyl-tRNA synthetase	8565
37_31_3	1.82e-01	3.63e-02	2.304432	-4.24375	0.6183395	TTR	transthyretin (prealbumin, amyloidosis type I)	7276
34_14_2	1.82e-01	3.64e-02	-2.3035097	-4.24538	-0.7483306	NKG7	natural killer cell group 7 sequence	4818
13_11_2	1.82e-01	3.64e-02	2.3028668	-4.24651	1.3284663	S100P	S100 calcium binding protein P	6286
34_5_6	1.82e-01	3.64e-02	-2.3027313	-4.24675	-1.1316163	IFT172	intraflagellar transport 172 homolog (Chlamydomonas)	26160
33_24_1	1.82e-01	3.64e-02	2.3025456	-4.24708	1.0144515	CIITA	class II, major histocompatibility complex, transactivator	4261
13_10_1	1.82e-01	3.65e-02	2.3021359	-4.2478	0.5975589	DLX4	distal-less homeobox 4	1748
26_15_5	1.82e-01	3.65e-02	2.3013314	-4.24922	1.9154354	EMCN	endomucin	51705
16_8_6	1.83e-01	3.66e-02	-2.2996054	-4.25226	-0.4459943	KIAA1333	KIAA1333	55632
10_2_7	1.83e-01	3.67e-02	2.2992533	-4.25288	0.4910149			
9_8_8	1.83e-01	3.67e-02	2.2988747	-4.25355	0.3982044	CAP1	CAP, adenylate cyclase-associated protein 1 (yeast)	10487
58_19_5	1.83e-01	3.67e-02	-2.2988512	-4.25359	-0.4069947	ESF1	ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)	51575
32_19_7	1.83e-01	3.67e-02	-2.2979739	-4.25513	-0.3661779	CRYL1	crystallin, lambda 1	51084
51_13_1	1.83e-01	3.68e-02	2.2977486	-4.25553	1.2199011	IRF4	interferon regulatory factor 4	3662
60_12_5	1.84e-01	3.69e-02	-2.2964733	-4.25778	-0.8728258	FBXO8	F-box protein 8	26269
36_31_5	1.84e-01	3.69e-02	-2.2957701	-4.25901	-0.4612553	BRD3	bromodomain containing 3	8019
58_24_7	1.84e-01	3.69e-02	-2.2956288	-4.25926	-0.3729559	ATP5B	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	506
56_10_2	1.84e-01	3.69e-02	-2.2955276	-4.25944	-1.2261246	TARBP2	TAR (HIV-1) RNA binding protein 2	6895
43_24_4	1.84e-01	3.70e-02	2.2946239	-4.26103	0.5985711	DCBLD2	discoidin, CUB and LCCL domain containing 2	131566
44_17_4	1.84e-01	3.70e-02	-2.2939467	-4.26222	-0.9673375	S100A12	S100 calcium binding protein A12	6283
38_19_6	1.84e-01	3.70e-02	-2.2938016	-4.26248	-0.3496976	C10orf84	chromosome 10 open reading frame 84	63877
57_19_6	1.84e-01	3.71e-02	-2.2932332	-4.26348	-0.4126194	CENPP///IPPK	centromere protein P///inositol 1,3,4,5,6-pentakisphosphate 2-kinase	401541///64768
38_13_5	1.85e-01	3.73e-02	-2.2907297	-4.26788	-0.451532	LOC729580///MT1P3	hypothetical protein LOC729580///metallothionein 1 pseudogene 3	729580///140851
48_18_4	1.85e-01	3.74e-02	-2.2894054	-4.27021	-0.5710036	SORBS3	sorbin and SH3 domain containing 3	10174
40_18_4	1.85e-01	3.74e-02	-2.2892522	-4.27048	-1.0609953	TLE4	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)	7091
1_9_1	1.85e-01	3.74e-02	2.2889705	-4.27098	0.3933519	GSTM2	glutathione S-transferase M2 (muscle)	2946
26_31_6	1.85e-01	3.74e-02	-2.2884576	-4.27188	-0.3458597	DPY19L3	dpy-19-like 3 (C. elegans)	147991
5_8_3	1.85e-01	3.74e-02	-2.2881877	-4.27235	-0.553597	ACYP1	acylphosphatase 1, erythrocyte (common) type	97
15_24_3	1.85e-01	3.75e-02	2.2879733	-4.27273	0.4820614			
7_22_6	1.85e-01	3.75e-02	-2.2879247	-4.27282	-0.4535095	RSAD1	radical S-adenosyl methionine domain containing 1	55316
24_23_7	1.85e-01	3.75e-02	-2.287677	-4.27325	-0.4954382	CDKN1C	cyclin-dependent kinase inhibitor 1C (p57, Kip2)	1028
18_19_6	1.85e-01	3.75e-02	2.2876595	-4.27328	0.6151269	KIAA1598	KIAA1598	57698
3_29_7	1.85e-01	3.75e-02	2.2875394	-4.27349	0.7289062			
9_9_2	1.86e-01	3.75e-02	2.2871723	-4.27414	0.7345676	SNRPA	small nuclear ribonucleoprotein polypeptide A	6626
31_21_2	1.86e-01	3.76e-02	-2.2864567	-4.2754	-0.7834416	ZFP161	zinc finger protein 161 homolog (mouse)	7541
56_31_7	1.86e-01	3.76e-02	-2.2863078	-4.27566	-0.5700773	ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	2114
11_22_5	1.86e-01	3.76e-02	-2.2861309	-4.27597	-0.6904105	REEP2	receptor accessory protein 2	51308
47_12_5	1.86e-01	3.77e-02	-2.2844265	-4.27896	-1.4132623	IRS1	insulin receptor substrate 1	3667
6_22_7	1.86e-01	3.77e-02	-2.2842494	-4.27927	-1.0651659			
46_25_1	1.86e-01	3.78e-02	-2.2837761	-4.2801	-0.4562471	PREPL	prolyl endopeptidase-like	9581
49_6_8	1.86e-01	3.78e-02	-2.2836493	-4.28033	-0.6316947	RFXAP	regulatory factor X-associated protein	5994
37_8_4	1.87e-01	3.79e-02	2.2820464	-4.28314	1.0898521	POU2AF1	POU class 2 associating factor 1	5450
4_24_6	1.87e-01	3.79e-02	-2.2816292	-4.28387	-0.4634731	C9orf86	chromosome 9 open reading frame 86	55684
47_3_6	1.87e-01	3.79e-02	-2.2816224	-4.28389	-0.4911483	NTAN1///PDXDC1	N-terminal asparagine amidase///pyridoxal-dependent decarboxylase domain containing 1	123803///23042
29_28_4	1.87e-01	3.79e-02	-2.2816002	-4.28393	-1.1378329	EPAS1	endothelial PAS domain protein 1	2034
16_17_2	1.87e-01	3.80e-02	2.2811536	-4.28471	0.6189843	MAP2K1	mitogen-activated protein kinase kinase 1	5604
2_22_1	1.87e-01	3.80e-02	2.2803913	-4.28605	1.1115013	SPTA1	spectrin, alpha, erythrocytic 1 (elliptocytosis 2)	6708
9_5_7	1.87e-01	3.81e-02	-2.2796926	-4.28727	-0.6173452	C5orf26///EPB41L4A	chromosome 5 open reading frame 26///erythrocyte membrane protein band 4.1 like 4A	114915///64097
51_31_2	1.87e-01	3.81e-02	-2.2795585	-4.28751	-0.4687221	LIAS	lipoic acid synthetase	11019
14_3_3	1.87e-01	3.81e-02	-2.2791908	-4.28815	-0.3791254	ZBTB6	zinc finger and BTB domain containing 6	10773
17_12_3	1.87e-01	3.81e-02	2.278858	-4.28874	0.4463958	TOP1	topoisomerase (DNA) I	7150
27_24_1	1.87e-01	3.81e-02	2.2786444	-4.28911	0.3043787	CD46	CD46 molecule, complement regulatory protein	4179
12_16_2	1.87e-01	3.81e-02	2.2785773	-4.28923	0.6638288	SERPINB1	serpin peptidase inhibitor, clade B (ovalbumin), member 1	1992
25_15_5	1.88e-01	3.82e-02	-2.2773076	-4.29146	-0.3396317			
46_31_7	1.88e-01	3.82e-02	-2.2773053	-4.29146	-0.8943411	DARC	Duffy blood group, chemokine receptor	2532
24_23_3	1.88e-01	3.83e-02	2.2767049	-4.29251	0.5841069	FAM128A///LOC646836///FAM128B	family with sequence similarity 128, member A///similar to CDC42-binding protein kinase beta///family with sequence similarity 128, member B	653784///646836///80097
7_29_7	1.88e-01	3.83e-02	2.2763241	-4.29318	0.7394485	MGC29506	hypothetical protein MGC29506	51237
30_21_1	1.88e-01	3.83e-02	-2.2761585	-4.29347	-3.2779303	GJA1	gap junction protein, alpha 1, 43kDa	2697
5_29_6	1.88e-01	3.84e-02	-2.2755181	-4.2946	-0.3246048	HELZ	helicase with zinc finger	9931
17_22_7	1.88e-01	3.84e-02	-2.2752237	-4.29511	-0.4005201	TMEM18	transmembrane protein 18	129787
43_20_2	1.88e-01	3.84e-02	-2.2749052	-4.29567	-0.324249	GTF2A2	general transcription factor IIA, 2, 12kDa	2958
51_29_7	1.88e-01	3.84e-02	2.2747729	-4.2959	0.508553	BMF	Bcl2 modifying factor	90427
29_15_6	1.88e-01	3.85e-02	2.274183	-4.29694	1.3996925	TUSC3	tumor suppressor candidate 3	7991
4_30_1	1.89e-01	3.86e-02	-2.2723686	-4.30012	-0.3964855	BCKDHB	branched chain keto acid dehydrogenase E1, beta polypeptide (maple syrup urine disease)	594
10_29_2	1.89e-01	3.86e-02	2.2723499	-4.30015	0.8981528	HNF1B	HNF1 homeobox B	6928
1_5_8	1.89e-01	3.86e-02	-2.2722927	-4.30025	-0.8432252	ADAM23	ADAM metallopeptidase domain 23	8745
30_6_7	1.89e-01	3.86e-02	-2.2717481	-4.3012	-0.4332149	KIAA0528	KIAA0528	9847
60_18_1	1.89e-01	3.87e-02	2.2715911	-4.30148	0.64787	ABP1	amiloride binding protein 1 (amine oxidase (copper-containing))	26
10_4_2	1.89e-01	3.87e-02	-2.2707887	-4.30288	-0.3377899	NPAT	nuclear protein, ataxia-telangiectasia locus	4863
48_31_3	1.89e-01	3.87e-02	-2.2705496	-4.3033	-0.5461456	VAMP5	vesicle-associated membrane protein 5 (myobrevin)	10791
48_20_1	1.89e-01	3.88e-02	2.2702041	-4.30391	1.0724289	OXTR	oxytocin receptor	5021
54_31_1	1.89e-01	3.88e-02	2.2700542	-4.30417	1.2780012	AFP	alpha-fetoprotein	174
30_23_5	1.89e-01	3.88e-02	-2.2699552	-4.30434	-0.3380133	SLU7	SLU7 splicing factor homolog (S. cerevisiae)	10569
38_26_3	1.89e-01	3.89e-02	2.2685272	-4.30684	3.0665235	IL24///FAIM3	interleukin 24///Fas apoptotic inhibitory molecule 3	11009///9214
43_22_1	1.89e-01	3.89e-02	-2.2685137	-4.30687	-0.5167228	OAT	ornithine aminotransferase (gyrate atrophy)	4942
24_27_4	1.89e-01	3.89e-02	2.2680186	-4.30773	1.1248664	TECTA	tectorin alpha	7007
6_16_7	1.89e-01	3.90e-02	2.2673145	-4.30897	0.5007874	MTUS1	mitochondrial tumor suppressor 1	57509
22_17_3	1.89e-01	3.90e-02	2.2671821	-4.3092	0.3746445	SEMA7A	semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)	8482
58_18_6	1.89e-01	3.90e-02	-2.2671633	-4.30923	-1.0162388	C1orf21	chromosome 1 open reading frame 21	81563
60_23_6	1.90e-01	3.91e-02	2.2662357	-4.31086	0.55796	NPAL3	NIPA-like domain containing 3	57185
32_29_3	1.90e-01	3.91e-02	-2.265787	-4.31164	-0.3423518	NFU1	NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae)	27247
7_19_6	1.90e-01	3.91e-02	-2.2655015	-4.31214	-0.6801964	MKL2	MKL/myocardin-like 2	57496
16_17_1	1.90e-01	3.91e-02	-2.2651993	-4.31267	-0.4092195	CSNK2A1P///CSNK2A1	casein kinase 2, alpha 1 polypeptide pseudogene///casein kinase 2, alpha 1 polypeptide	283106///1457
39_23_3	1.90e-01	3.92e-02	2.2640216	-4.31473	1.4020209	ATP10A	ATPase, class V, type 10A	57194
2_11_3	1.90e-01	3.93e-02	2.2634601	-4.31571	0.4397532	FAM40A	family with sequence similarity 40, member A	85369
40_27_5	1.90e-01	3.93e-02	-2.2634198	-4.31578	-0.282055	SACM1L	SAC1 suppressor of actin mutations 1-like (yeast)	22908
