ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID
214220_s_at	1.04e-01	2.36e-02	2.38	-4.237	9.89e-02	ALMS1	ALMS1, centrosome and basal body associated protein	7840
221380_at	1.04e-01	2.36e-02	-2.38	-4.23754	-6.84e-02			
208752_x_at	1.04e-01	2.36e-02	2.38	-4.23754	1.08e-01	NAP1L1	nucleosome assembly protein 1 like 1	4673
212265_at	1.04e-01	2.36e-02	-2.38	-4.23809	-8.24e-02	QKI	QKI, KH domain containing RNA binding	9444
217668_at	1.04e-01	2.36e-02	-2.38	-4.23834	-2.18e-01	LRRC75B	leucine rich repeat containing 75B	388886
219522_at	1.04e-01	2.37e-02	2.38	-4.23918	1.95e-01	FJX1	four jointed box 1	24147
205927_s_at	1.04e-01	2.37e-02	2.38	-4.23955	3.32e-01	CTSE	cathepsin E	1510
220465_at	1.05e-01	2.37e-02	-2.38	-4.24152	-1.39e-01	CEBPA-AS1	CEBPA antisense RNA 1 (head to head)	80054
200047_s_at	1.05e-01	2.37e-02	2.38	-4.24177	6.59e-02	YY1	YY1 transcription factor	7528
209888_s_at	1.05e-01	2.37e-02	2.38	-4.24228	1.00e-01	MYL1	myosin light chain 1	4632
219435_at	1.05e-01	2.38e-02	2.38	-4.24272	1.17e-01	CTC1	CTS telomere maintenance complex component 1	80169
220590_at	1.05e-01	2.38e-02	-2.38	-4.24332	-2.15e-01	ITFG2	integrin alpha FG-GAP repeat containing 2	55846
202780_at	1.05e-01	2.38e-02	-2.38	-4.24417	-2.13e-01	OXCT1	3-oxoacid CoA-transferase 1	5019
220380_at	1.05e-01	2.38e-02	2.38	-4.24435	1.24e-01	DNASE2B	deoxyribonuclease 2 beta	58511
207341_at	1.05e-01	2.38e-02	2.37	-4.24562	1.00e-01	PRTN3	proteinase 3	5657
214168_s_at	1.05e-01	2.38e-02	2.37	-4.24593	1.52e-01	TJP1	tight junction protein 1	7082
209191_at	1.05e-01	2.39e-02	2.37	-4.24658	1.95e-01	TUBB6	tubulin beta 6 class V	84617
213472_at	1.05e-01	2.39e-02	2.37	-4.24678	2.06e-01	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)	3187
202072_at	1.05e-01	2.39e-02	2.37	-4.24698	2.56e-01	HNRNPL	heterogeneous nuclear ribonucleoprotein L	3191
202690_s_at	1.05e-01	2.39e-02	2.37	-4.24791	9.71e-02	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide	6632
211531_x_at	1.05e-01	2.39e-02	-2.37	-4.24803	-1.77e-01	PRB1	proline rich protein BstNI subfamily 1	5542
203254_s_at	1.05e-01	2.39e-02	-2.37	-4.24875	-1.66e-01	TLN1	talin 1	7094
212924_s_at	1.05e-01	2.39e-02	-2.37	-4.24935	-1.40e-01	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	25804
211652_s_at	1.05e-01	2.40e-02	-2.37	-4.25026	-1.26e-01	LBP	lipopolysaccharide binding protein	3929
209279_s_at	1.05e-01	2.40e-02	-2.37	-4.25093	-9.82e-02	NSDHL	NAD(P) dependent steroid dehydrogenase-like	50814
208953_at	1.05e-01	2.40e-02	-2.37	-4.25167	-1.44e-01	LARP4B	La ribonucleoprotein domain family member 4B	23185
203860_at	1.05e-01	2.40e-02	-2.37	-4.25241	-1.18e-01	PCCA	propionyl-CoA carboxylase alpha subunit	5095
213541_s_at	1.05e-01	2.40e-02	-2.37	-4.25297	-1.51e-01	ERG	ERG, ETS transcription factor	2078
210069_at	1.06e-01	2.41e-02	2.37	-4.25397	2.36e-01	CHKB-CPT1B///CPT1B	CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B	386593///1375
203339_at	1.06e-01	2.41e-02	-2.37	-4.25458	-1.23e-01	SLC25A12	solute carrier family 25 member 12	8604
201384_s_at	1.06e-01	2.41e-02	2.37	-4.25461	7.66e-02	NBR1	NBR1, autophagy cargo receptor	4077
206069_s_at	1.06e-01	2.41e-02	-2.37	-4.25464	-2.22e-01	ACADL	acyl-CoA dehydrogenase, long chain	33
206096_at	1.06e-01	2.41e-02	2.37	-4.25481	1.33e-01	ZNF35	zinc finger protein 35	7584
220139_at	1.06e-01	2.41e-02	2.37	-4.25587	1.95e-01	DNMT3L	DNA methyltransferase 3 like	29947
217498_at	1.06e-01	2.41e-02	-2.37	-4.25619	-9.08e-02	GDF11	growth differentiation factor 11	10220
213224_s_at	1.06e-01	2.41e-02	-2.37	-4.25636	-1.18e-01	BBIP1	BBSome interacting protein 1	92482
210231_x_at	1.06e-01	2.41e-02	2.37	-4.25649	8.03e-02	SET	SET nuclear proto-oncogene	6418
211982_x_at	1.06e-01	2.41e-02	-2.37	-4.25709	-9.64e-02	XPO6	exportin 6	23214
209609_s_at	1.06e-01	2.41e-02	2.37	-4.25724	1.00e-01	MRPL9	mitochondrial ribosomal protein L9	65005
201226_at	1.06e-01	2.42e-02	-2.37	-4.25741	-9.97e-02	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8	4714
215284_at	1.06e-01	2.42e-02	-2.37	-4.25828	-1.02e-01			
206688_s_at	1.06e-01	2.42e-02	-2.37	-4.25901	-8.93e-02	CPSF4	cleavage and polyadenylation specific factor 4	10898
217735_s_at	1.06e-01	2.42e-02	-2.37	-4.25922	-1.24e-01	EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1	27102
213593_s_at	1.06e-01	2.42e-02	-2.37	-4.25969	-2.63e-01	TRA2A	transformer 2 alpha homolog	29896
208187_s_at	1.06e-01	2.42e-02	2.37	-4.26051	1.19e-01			
218032_at	1.06e-01	2.42e-02	-2.37	-4.26057	-8.97e-02	SNN	stannin	8303
213248_at	1.06e-01	2.42e-02	-2.37	-4.2609	-1.99e-01	LOC730101	uncharacterized LOC730101	730101
208654_s_at	1.06e-01	2.43e-02	-2.37	-4.26115	-1.21e-01	CD164	CD164 molecule	8763
206969_at	1.06e-01	2.43e-02	2.37	-4.26205	2.01e-01	LOC100653049///KRT34	keratin, type I cuticular Ha4///keratin 34	100653049///3885
207225_at	1.06e-01	2.43e-02	-2.37	-4.26276	-8.44e-02	AANAT	aralkylamine N-acetyltransferase	15
203111_s_at	1.06e-01	2.43e-02	2.37	-4.26276	1.66e-01	PTK2B	protein tyrosine kinase 2 beta	2185
205648_at	1.06e-01	2.43e-02	-2.37	-4.26297	-1.61e-01	WNT2	Wnt family member 2	7472
216101_at	1.06e-01	2.43e-02	-2.37	-4.26318	-1.32e-01			
200613_at	1.06e-01	2.43e-02	2.37	-4.26332	8.49e-02	AP2M1	adaptor related protein complex 2 mu 1 subunit	1173
202035_s_at	1.06e-01	2.43e-02	-2.37	-4.2634	-1.32e-01	SFRP1	secreted frizzled related protein 1	6422
215090_x_at	1.06e-01	2.43e-02	2.37	-4.26373	1.10e-01	LOC440434	aminopeptidase puromycin sensitive pseudogene	440434
214405_at	1.06e-01	2.43e-02	2.37	-4.26409	1.43e-01			
207105_s_at	1.06e-01	2.43e-02	-2.37	-4.26423	-9.48e-02	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2	5296
216215_s_at	1.06e-01	2.43e-02	-2.37	-4.26438	-8.55e-02	RBFOX2	RNA binding protein, fox-1 homolog 2	23543
214975_s_at	1.06e-01	2.43e-02	2.37	-4.26449	2.26e-01	MTMR1	myotubularin related protein 1	8776
221506_s_at	1.06e-01	2.44e-02	-2.37	-4.26481	-1.19e-01	TNPO2	transportin 2	30000
205908_s_at	1.06e-01	2.44e-02	-2.37	-4.26483	-2.70e-01	OMD	osteomodulin	4958
218482_at	1.06e-01	2.44e-02	-2.36	-4.26558	-9.50e-02	ENY2	ENY2, transcription and export complex 2 subunit	56943
206665_s_at	1.06e-01	2.44e-02	2.36	-4.26564	3.77e-01	BCL2L1	BCL2 like 1	598
219939_s_at	1.06e-01	2.44e-02	-2.36	-4.26572	-7.69e-02	CSDE1	cold shock domain containing E1	7812
211706_s_at	1.06e-01	2.44e-02	2.36	-4.26636	1.16e-01	CDK19	cyclin dependent kinase 19	23097
211687_x_at	1.06e-01	2.44e-02	-2.36	-4.26707	-1.52e-01	KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	3811
37145_at	1.06e-01	2.44e-02	2.36	-4.26709	3.22e-01	GNLY	granulysin	10578
202498_s_at	1.06e-01	2.44e-02	2.36	-4.26713	2.99e-01	SLC2A3	solute carrier family 2 member 3	6515
214320_x_at	1.06e-01	2.44e-02	-2.36	-4.26767	-8.68e-02	CYP2A6	cytochrome P450 family 2 subfamily A member 6	1548
219278_at	1.06e-01	2.44e-02	2.36	-4.26808	1.88e-01	MAP3K6	mitogen-activated protein kinase kinase kinase 6	9064
207155_at	1.07e-01	2.45e-02	-2.36	-4.26972	-1.62e-01	TBX5	T-box 5	6910
214240_at	1.07e-01	2.45e-02	-2.36	-4.26981	-1.23e-01	GAL	galanin and GMAP prepropeptide	51083
210000_s_at	1.07e-01	2.45e-02	-2.36	-4.27075	-1.41e-01	SOCS1	suppressor of cytokine signaling 1	8651
207177_at	1.07e-01	2.45e-02	-2.36	-4.27096	-1.04e-01	PTGFR	prostaglandin F receptor	5737
208111_at	1.07e-01	2.45e-02	-2.36	-4.2713	-1.78e-01	AVPR2	arginine vasopressin receptor 2	554
200908_s_at	1.07e-01	2.46e-02	-2.36	-4.27227	-1.86e-01	RPLP2	ribosomal protein lateral stalk subunit P2	6181
210980_s_at	1.07e-01	2.46e-02	-2.36	-4.27231	-1.33e-01	ASAH1	N-acylsphingosine amidohydrolase 1	427
206781_at	1.07e-01	2.46e-02	2.36	-4.27253	1.34e-01	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4	3338
218237_s_at	1.07e-01	2.46e-02	-2.36	-4.27307	-2.92e-01	SLC38A1	solute carrier family 38 member 1	81539
222204_s_at	1.07e-01	2.46e-02	2.36	-4.27325	1.19e-01	RRN3	RRN3 homolog, RNA polymerase I transcription factor	54700
212141_at	1.07e-01	2.46e-02	2.36	-4.27342	2.22e-01	MCM4	minichromosome maintenance complex component 4	4173
208644_at	1.07e-01	2.46e-02	2.36	-4.27408	1.09e-01	PARP1	poly(ADP-ribose) polymerase 1	142
204398_s_at	1.07e-01	2.46e-02	2.36	-4.27484	1.64e-01	EML2	echinoderm microtubule associated protein like 2	24139
209239_at	1.07e-01	2.46e-02	-2.36	-4.27503	-1.44e-01	NFKB1	nuclear factor kappa B subunit 1	4790
203643_at	1.07e-01	2.46e-02	2.36	-4.27506	1.88e-01	ERF	ETS2 repressor factor	2077
211385_x_at	1.07e-01	2.46e-02	-2.36	-4.27557	-1.84e-01	SULT1A2	sulfotransferase family 1A member 2	6799
212599_at	1.07e-01	2.47e-02	2.36	-4.27625	3.12e-01	AUTS2	autism susceptibility candidate 2	26053
200975_at	1.07e-01	2.47e-02	2.36	-4.27664	7.49e-02	PPT1	palmitoyl-protein thioesterase 1	5538
205005_s_at	1.07e-01	2.47e-02	-2.36	-4.2769	-1.05e-01	NMT2	N-myristoyltransferase 2	9397
217793_at	1.07e-01	2.47e-02	-2.36	-4.27714	-1.13e-01	RAB11B	RAB11B, member RAS oncogene family	9230
208760_at	1.07e-01	2.47e-02	2.36	-4.27741	1.45e-01	UBE2I	ubiquitin conjugating enzyme E2 I	7329
206602_s_at	1.07e-01	2.48e-02	-2.36	-4.27974	-1.30e-01	LOC401021///HOXD4///HOXD3	uncharacterized LOC401021///homeobox D4///homeobox D3	401021///3233///3232
220307_at	1.07e-01	2.48e-02	2.36	-4.27993	1.30e-01	CD244	CD244 molecule	51744
31637_s_at	1.07e-01	2.48e-02	2.36	-4.28087	2.16e-01	NR1D1///THRA	nuclear receptor subfamily 1 group D member 1///thyroid hormone receptor, alpha	9572///7067
207540_s_at	1.07e-01	2.48e-02	-2.36	-4.28161	-1.63e-01	SYK	spleen associated tyrosine kinase	6850
210823_s_at	1.07e-01	2.48e-02	2.36	-4.28169	1.93e-01	PTPRS	protein tyrosine phosphatase, receptor type S	5802
201850_at	1.08e-01	2.49e-02	2.36	-4.2832	1.39e-01	CAPG	capping actin protein, gelsolin like	822
208119_s_at	1.08e-01	2.49e-02	-2.36	-4.28324	-1.27e-01	ZNF93	zinc finger protein 93	81931
209062_x_at	1.08e-01	2.49e-02	2.36	-4.28372	2.64e-01	NCOA3	nuclear receptor coactivator 3	8202
222266_at	1.08e-01	2.49e-02	-2.36	-4.28376	-1.54e-01			
215531_s_at	1.08e-01	2.49e-02	-2.36	-4.28382	-1.46e-01	GABRA5	gamma-aminobutyric acid type A receptor alpha5 subunit	2558
217519_at	1.08e-01	2.49e-02	2.36	-4.28434	1.92e-01			
200977_s_at	1.08e-01	2.49e-02	2.36	-4.28522	7.74e-02	TAX1BP1	Tax1 binding protein 1	8887
206597_at	1.08e-01	2.49e-02	-2.35	-4.28548	-1.90e-01	NRL	neural retina leucine zipper	4901
208043_at	1.08e-01	2.49e-02	2.35	-4.28598	1.61e-01			
218124_at	1.08e-01	2.49e-02	-2.35	-4.2862	-1.07e-01	RETSAT	retinol saturase	54884
219459_at	1.08e-01	2.49e-02	-2.35	-4.28648	-7.73e-02	POLR3B	RNA polymerase III subunit B	55703
218819_at	1.08e-01	2.50e-02	2.35	-4.28739	1.10e-01	INTS6	integrator complex subunit 6	26512
221627_at	1.08e-01	2.50e-02	-2.35	-4.28748	-1.35e-01	TRIM10	tripartite motif containing 10	10107
222034_at	1.08e-01	2.50e-02	2.35	-4.2876	1.52e-01	SNORD96A///SNORD95///RACK1	small nucleolar RNA, C/D box 96A///small nucleolar RNA, C/D box 95///receptor for activated C kinase 1	619571///619570///10399
205825_at	1.08e-01	2.50e-02	-2.35	-4.28768	-2.92e-01	PCSK1	proprotein convertase subtilisin/kexin type 1	5122
209382_at	1.08e-01	2.50e-02	2.35	-4.28823	9.89e-02	POLR3C	RNA polymerase III subunit C	10623
216928_at	1.08e-01	2.51e-02	2.35	-4.29021	1.74e-01	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	6886
203664_s_at	1.08e-01	2.51e-02	2.35	-4.29155	9.40e-02	POLR2D	RNA polymerase II subunit D	5433
203722_at	1.08e-01	2.51e-02	-2.35	-4.29204	-3.10e-01	ALDH4A1	aldehyde dehydrogenase 4 family member A1	8659
218538_s_at	1.08e-01	2.51e-02	-2.35	-4.29217	-1.14e-01	MRS2	MRS2, magnesium transporter	57380
218027_at	1.08e-01	2.51e-02	-2.35	-4.2923	-1.15e-01	MRPL15	mitochondrial ribosomal protein L15	29088
200821_at	1.08e-01	2.51e-02	2.35	-4.2928	1.62e-01	LAMP2	lysosomal associated membrane protein 2	3920
204625_s_at	1.08e-01	2.51e-02	2.35	-4.29327	2.10e-01	ITGB3	integrin subunit beta 3	3690
215251_at	1.08e-01	2.51e-02	-2.35	-4.29362	-1.38e-01			
207895_at	1.08e-01	2.52e-02	-2.35	-4.29385	-2.17e-01	NAALADL1	N-acetylated alpha-linked acidic dipeptidase-like 1	10004
220368_s_at	1.08e-01	2.52e-02	2.35	-4.29396	1.81e-01	PPP4R3A	protein phosphatase 4 regulatory subunit 3A	55671
213992_at	1.08e-01	2.52e-02	-2.35	-4.29455	-1.11e-01	COL4A6	collagen type IV alpha 6 chain	1288
201044_x_at	1.08e-01	2.52e-02	-2.35	-4.29487	-5.85e-01	DUSP1	dual specificity phosphatase 1	1843
204577_s_at	1.09e-01	2.52e-02	-2.35	-4.2956	-1.28e-01	CLUAP1	clusterin associated protein 1	23059
209166_s_at	1.09e-01	2.52e-02	2.35	-4.29599	1.99e-01	MAN2B1	mannosidase alpha class 2B member 1	4125
201196_s_at	1.09e-01	2.52e-02	-2.35	-4.29687	-1.53e-01	AMD1	adenosylmethionine decarboxylase 1	262
212168_at	1.09e-01	2.52e-02	2.35	-4.29695	7.92e-02	RBM12	RNA binding motif protein 12	10137
216586_at	1.09e-01	2.52e-02	2.35	-4.29719	2.11e-01	UNGP2	uracil-DNA glycosylase pseudogene 2	57005
217869_at	1.09e-01	2.53e-02	-2.35	-4.29737	-8.97e-02	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	51144
214744_s_at	1.09e-01	2.53e-02	2.35	-4.29828	1.36e-01	SNORA21///RPL23	small nucleolar RNA, H/ACA box 21///ribosomal protein L23	619505///9349
207778_at	1.09e-01	2.53e-02	-2.35	-4.29849	-1.64e-01	REG1CP	regenerating family member 1 gamma, pseudogene	5969
209684_at	1.09e-01	2.53e-02	2.35	-4.29852	1.29e-01	RIN2	Ras and Rab interactor 2	54453
213922_at	1.09e-01	2.53e-02	-2.35	-4.29912	-7.31e-02	TTBK2	tau tubulin kinase 2	146057
221050_s_at	1.09e-01	2.53e-02	2.35	-4.29952	8.75e-02	GTPBP2	GTP binding protein 2	54676
203289_s_at	1.09e-01	2.53e-02	-2.35	-4.29954	-1.45e-01	NPRL3	NPR3 like, GATOR1 complex subunit	8131
220333_at	1.09e-01	2.53e-02	2.35	-4.29998	1.66e-01	PAQR5	progestin and adipoQ receptor family member 5	54852
208391_s_at	1.09e-01	2.54e-02	-2.35	-4.30172	-2.69e-01	GLP1R	glucagon like peptide 1 receptor	2740
202108_at	1.09e-01	2.54e-02	-2.35	-4.30177	-1.08e-01	PEPD	peptidase D	5184
206930_at	1.09e-01	2.54e-02	-2.35	-4.30207	-1.01e-01	GLYAT	glycine-N-acyltransferase	10249
208086_s_at	1.09e-01	2.54e-02	2.35	-4.30259	2.39e-01	DMD	dystrophin	1756
217331_at	1.09e-01	2.54e-02	2.35	-4.30332	9.95e-02			
214225_at	1.09e-01	2.55e-02	2.35	-4.30493	9.94e-02	PIN4	peptidylprolyl cis/trans isomerase, NIMA-interacting 4	5303
203787_at	1.09e-01	2.55e-02	2.35	-4.30523	2.84e-01	SSBP2	single stranded DNA binding protein 2	23635
220187_at	1.09e-01	2.55e-02	2.35	-4.3056	2.43e-01	STEAP4	STEAP4 metalloreductase	79689
205324_s_at	1.09e-01	2.55e-02	2.34	-4.30613	1.11e-01	FTSJ1	FtsJ RNA methyltransferase homolog 1 (E. coli)	24140
211800_s_at	1.09e-01	2.55e-02	2.34	-4.3069	7.00e-02	USP4	ubiquitin specific peptidase 4	7375
221075_s_at	1.09e-01	2.55e-02	2.34	-4.30747	1.78e-01	NCR2	natural cytotoxicity triggering receptor 2	9436
212162_at	1.09e-01	2.55e-02	2.34	-4.30755	1.53e-01	KIDINS220	kinase D-interacting substrate 220kDa	57498
215140_at	1.10e-01	2.56e-02	-2.34	-4.30829	-2.82e-01			
211620_x_at	1.10e-01	2.56e-02	-2.34	-4.30834	-1.39e-01	LOC101928269///LOC100506403///RUNX1	uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1	101928269///100506403///861
218177_at	1.10e-01	2.56e-02	-2.34	-4.30841	-1.17e-01	CHMP1B	charged multivesicular body protein 1B	57132
217173_s_at	1.10e-01	2.56e-02	2.34	-4.30878	1.79e-01	LDLR	low density lipoprotein receptor	3949
205107_s_at	1.10e-01	2.56e-02	2.34	-4.30899	1.23e-01	EFNA4	ephrin A4	1945
206356_s_at	1.10e-01	2.56e-02	-2.34	-4.30973	-2.05e-01	GNAL	G protein subunit alpha L	2774
202384_s_at	1.10e-01	2.56e-02	2.34	-4.31021	1.35e-01	TCOF1	treacle ribosome biogenesis factor 1	6949
212163_at	1.10e-01	2.56e-02	2.34	-4.31023	9.30e-02	KIDINS220	kinase D-interacting substrate 220kDa	57498
213689_x_at	1.10e-01	2.56e-02	-2.34	-4.31068	-1.45e-01	FAM69A	family with sequence similarity 69 member A	388650
203214_x_at	1.10e-01	2.56e-02	2.34	-4.3111	1.31e-01	CDK1	cyclin dependent kinase 1	983
215423_at	1.10e-01	2.57e-02	-2.34	-4.31144	-2.22e-01	MARCH6	membrane associated ring-CH-type finger 6	10299
208740_at	1.10e-01	2.57e-02	-2.34	-4.31154	-1.32e-01	SAP18	Sin3A associated protein 18	10284
212012_at	1.10e-01	2.57e-02	2.34	-4.31194	2.96e-01	PXDN	peroxidasin	7837
207592_s_at	1.10e-01	2.57e-02	-2.34	-4.312	-1.41e-01	HCN2	hyperpolarization activated cyclic nucleotide gated potassium channel 2	610
222152_at	1.10e-01	2.57e-02	-2.34	-4.31329	-1.79e-01	PDCD6	programmed cell death 6	10016
208907_s_at	1.10e-01	2.57e-02	-2.34	-4.31422	-1.37e-01	MRPS18B	mitochondrial ribosomal protein S18B	28973
213682_at	1.10e-01	2.58e-02	-2.34	-4.31527	-9.39e-02	NUP50	nucleoporin 50	10762
219410_at	1.10e-01	2.58e-02	-2.34	-4.31527	-2.43e-01	TMEM45A	transmembrane protein 45A	55076
209921_at	1.10e-01	2.58e-02	2.34	-4.31581	1.82e-01	SLC7A11	solute carrier family 7 member 11	23657
213561_at	1.10e-01	2.58e-02	-2.34	-4.31588	-8.75e-02	MCM9	minichromosome maintenance 9 homologous recombination repair factor	254394
213971_s_at	1.10e-01	2.58e-02	2.34	-4.31596	9.88e-02	SUZ12P1///SUZ12	SUZ12 polycomb repressive complex 2 subunit pseudogene 1///SUZ12 polycomb repressive complex 2 subunit	440423///23512
222078_at	1.10e-01	2.58e-02	2.34	-4.31615	1.58e-01	PKLR	pyruvate kinase, liver and RBC	5313
217177_s_at	1.10e-01	2.58e-02	-2.34	-4.31629	-1.51e-01	PTPRB	protein tyrosine phosphatase, receptor type B	5787
212996_s_at	1.10e-01	2.58e-02	2.34	-4.31729	1.26e-01	URB1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	9875
203725_at	1.10e-01	2.58e-02	-2.34	-4.31735	-1.65e-01	GADD45A	growth arrest and DNA damage inducible alpha	1647
209247_s_at	1.10e-01	2.59e-02	2.34	-4.3191	7.52e-02	ABCF2	ATP binding cassette subfamily F member 2	10061
214962_s_at	1.10e-01	2.59e-02	2.34	-4.31999	9.39e-02	NUP160	nucleoporin 160	23279
221111_at	1.10e-01	2.59e-02	-2.34	-4.32038	-1.36e-01	IL26	interleukin 26	55801
213925_at	1.10e-01	2.59e-02	-2.34	-4.32048	-9.92e-02	STUM	stum, mechanosensory transduction mediator homolog	375057
203749_s_at	1.10e-01	2.59e-02	2.34	-4.32053	1.61e-01	RARA	retinoic acid receptor alpha	5914
213486_at	1.10e-01	2.59e-02	-2.34	-4.32057	-1.47e-01	COPG2IT1	COPG2 imprinted transcript 1 (non-protein coding)	53844
212991_at	1.10e-01	2.59e-02	-2.34	-4.32077	-1.75e-01	FBXO9	F-box protein 9	26268
215996_at	1.11e-01	2.59e-02	-2.34	-4.32163	-2.56e-01			
201811_x_at	1.11e-01	2.60e-02	-2.34	-4.32202	-1.51e-01	SH3BP5	SH3 domain binding protein 5	9467
208632_at	1.11e-01	2.60e-02	-2.34	-4.32229	-8.72e-02	RNF10	ring finger protein 10	9921
212750_at	1.11e-01	2.60e-02	-2.34	-4.32312	-2.14e-01	PPP1R16B	protein phosphatase 1 regulatory subunit 16B	26051
222137_at	1.11e-01	2.60e-02	-2.34	-4.32313	-1.64e-01	CC2D1A	coiled-coil and C2 domain containing 1A	54862
216125_s_at	1.11e-01	2.60e-02	2.34	-4.32509	1.45e-01	RANBP9	RAN binding protein 9	10048
201332_s_at	1.11e-01	2.61e-02	2.34	-4.32599	1.50e-01	STAT6	signal transducer and activator of transcription 6	6778
209887_at	1.11e-01	2.61e-02	-2.33	-4.32642	-1.50e-01	SMAD6	SMAD family member 6	4091
210888_s_at	1.11e-01	2.61e-02	2.33	-4.3268	1.76e-01	ITIH1	inter-alpha-trypsin inhibitor heavy chain 1	3697
203758_at	1.11e-01	2.61e-02	-2.33	-4.32701	-1.35e-01	CTSO	cathepsin O	1519
206483_at	1.11e-01	2.61e-02	-2.33	-4.32833	-1.06e-01	LRRC6	leucine rich repeat containing 6	23639
217918_at	1.11e-01	2.61e-02	-2.33	-4.32859	-6.93e-02	DYNLRB1	dynein light chain roadblock-type 1	83658
216774_at	1.11e-01	2.62e-02	-2.33	-4.32887	-1.07e-01			
218058_at	1.11e-01	2.62e-02	-2.33	-4.32968	-1.06e-01	CXXC1	CXXC finger protein 1	30827
216514_at	1.11e-01	2.62e-02	-2.33	-4.32996	-1.30e-01			
208566_at	1.11e-01	2.62e-02	-2.33	-4.33062	-1.91e-01	LOC100996843	ATP-sensitive inward rectifier potassium channel 12-like	100996843
201874_at	1.11e-01	2.62e-02	-2.33	-4.33117	-1.16e-01	MPZL1	myelin protein zero like 1	9019
207630_s_at	1.11e-01	2.62e-02	-2.33	-4.33146	-1.07e-01	CREM	cAMP responsive element modulator	1390
216862_s_at	1.11e-01	2.62e-02	-2.33	-4.33162	-1.06e-01	CMC4	C-X9-C motif containing 4	100272147
210789_x_at	1.11e-01	2.63e-02	-2.33	-4.33241	-1.03e-01	CEACAM3	carcinoembryonic antigen related cell adhesion molecule 3	1084
213117_at	1.11e-01	2.63e-02	-2.33	-4.33274	-1.79e-01	KLHL9	kelch like family member 9	55958
202264_s_at	1.11e-01	2.63e-02	2.33	-4.33274	9.66e-02	TOMM40	translocase of outer mitochondrial membrane 40	10452
201600_at	1.12e-01	2.63e-02	-2.33	-4.33376	-7.42e-02	PHB2	prohibitin 2	11331
200934_at	1.12e-01	2.63e-02	-2.33	-4.33432	-1.25e-01	DEK	DEK proto-oncogene	7913
218947_s_at	1.12e-01	2.63e-02	-2.33	-4.33497	-8.36e-02	MTPAP	mitochondrial poly(A) polymerase	55149
210055_at	1.12e-01	2.64e-02	-2.33	-4.33627	-1.57e-01	TSHR	thyroid stimulating hormone receptor	7253
213975_s_at	1.12e-01	2.64e-02	2.33	-4.33656	3.53e-01	LYZ	lysozyme	4069
220871_at	1.12e-01	2.64e-02	-2.33	-4.33683	-1.06e-01			
209922_at	1.12e-01	2.64e-02	2.33	-4.33698	1.27e-01	BRAP	BRCA1 associated protein	8315
217827_s_at	1.12e-01	2.64e-02	-2.33	-4.33769	-8.34e-02	SPG21	spastic paraplegia 21 (autosomal recessive, Mast syndrome)	51324
211684_s_at	1.12e-01	2.64e-02	2.33	-4.33787	8.79e-02	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2	1781
202033_s_at	1.12e-01	2.64e-02	-2.33	-4.33834	-1.15e-01	RB1CC1	RB1 inducible coiled-coil 1	9821
205292_s_at	1.12e-01	2.65e-02	2.33	-4.33945	8.65e-02	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	3181
204438_at	1.12e-01	2.65e-02	2.33	-4.34064	2.87e-01	MRC1	mannose receptor, C type 1	4360
200781_s_at	1.12e-01	2.65e-02	-2.33	-4.34099	-5.49e-02	RPS15A	ribosomal protein S15a	6210
211282_x_at	1.12e-01	2.65e-02	2.33	-4.34113	1.07e-01	TNFRSF25	TNF receptor superfamily member 25	8718
200788_s_at	1.12e-01	2.65e-02	2.33	-4.34138	9.65e-02	PEA15	phosphoprotein enriched in astrocytes 15	8682
208396_s_at	1.12e-01	2.65e-02	2.33	-4.34149	2.02e-01	PDE1A	phosphodiesterase 1A	5136
219153_s_at	1.12e-01	2.65e-02	2.33	-4.34156	1.66e-01	THSD4	thrombospondin type 1 domain containing 4	79875
207770_x_at	1.12e-01	2.66e-02	-2.33	-4.34225	-1.57e-01	CSH2///CSH1	chorionic somatomammotropin hormone 2///chorionic somatomammotropin hormone 1	1443///1442
202306_at	1.12e-01	2.66e-02	-2.33	-4.34239	-1.09e-01	POLR2G	RNA polymerase II subunit G	5436
215310_at	1.12e-01	2.66e-02	-2.33	-4.34279	-1.25e-01	APC	APC, WNT signaling pathway regulator	324
200809_x_at	1.12e-01	2.66e-02	2.33	-4.343	7.08e-02	RPL12	ribosomal protein L12	6136
203485_at	1.12e-01	2.66e-02	-2.33	-4.3447	-1.75e-01	RTN1	reticulon 1	6252
